0.03333,MOT_mc_light_up_00,stay,,
0.03333,5,,,b-1
0.03333,5,sort,-2000,
0.03333,2,,,b-1
0.03333,2,sort,-2000,
0.03333,3,,,b-1
0.03333,3,sort,-2000,
0.03333,8,,,b-1
0.03333,8,sort,-2000,
0.03333,1,sort,-500,
0.03333,4,sort,-500,
0.03333,6,sort,-500,
0.03333,7,sort,-500,
0.03333,9,sort,-500,
0.09999,MOT_control_all,z00,,
0.46662,MOT_all,cut1,,
1.5665099999999998,MOT_all,cut2,,
4.19958,MOT_control_all,z01,,
4.56621,MOT_mc_stage_color_00,r,,
4.56621,MOT_mc_special_01,intro_pk,,
4.56621,MOT_mc_light_up_00,l1,,
4.56621,1,j1-3,,
4.999499999999999,1,3-4,,
5.2994699999999995,1,lp4,,
6.19938,1,4-2,,
6.49935,1,j2-1,,
6.932639999999999,1,w1,,
7.56591,MOT_mc_special_02,l1,,
7.69923,MOT_control_all,z01_2,,
7.96587,MOT_mc_stage_color_00,r-b,,
8.065859999999999,MOT_all,cut3,,
8.065859999999999,4,j1-3,,
8.09919,MOT_mc_special_01,intro_bl,,
8.43249,4,3-2,l1,
8.79912,4,lp2,,
9.998999999999999,4,2-4,lb0,
10.3323,4,sj4,,
10.6656,4,lp4,,
11.23221,MOT_all,cut4,,
11.43219,4,4-2,,
11.76549,4,j2-1,,
12.232109999999999,4,w1,,
12.96537,MOT_control_all,z01_3,,
13.06536,MOT_mc_stage_color_00,b-y,,
13.16535,MOT_all,cut5,,
13.16535,MOT_mc_special_01,intro_yw,,
13.16535,7,j1-3,,
13.56531,7,j3-4,,
13.965269999999999,7,lp4,,
14.89851,MOT_all,cut6,,
14.89851,MOT_control_all,z02,,
14.89851,MOT_mc_special_01,intro_all,,
14.89851,MOT_mc_light_center_00,l1,,
14.89851,1,1-3,,
14.89851,4,1-3,,
14.89851,7,4-3,,
15.19848,1,3-2,,
15.19848,4,3-2,,
15.19848,7,3-2,,
15.53178,1,lp2,,
15.53178,4,lp2,,
15.53178,7,lp2,,
15.965069999999999,MOT_mc_stage_color_00,b-flash,,
15.965069999999999,MOT_mc_bg_black_00,b65-45,,
15.965069999999999,1,j2-1,,
15.965069999999999,4,j2-1,,
15.965069999999999,7,j2-1,,
16.39836,MOT_mc_stage_color_00,b-flash,,
16.39836,1,lp1,,
16.39836,4,lp1,,
16.39836,7,lp1,,
16.79832,1,lp1,,
16.79832,2,lp1,,
16.79832,3,lp1,,
16.79832,4,lp1,,
16.79832,5,lp1,,
16.79832,6,lp1,,
16.79832,7,lp1,,
16.79832,8,lp1,,
16.79832,9,lp1,,
16.83165,MOT_mc_special_01,intro_off,,
17.531579999999998,1,1-2,,
17.531579999999998,2,1-2,,
17.531579999999998,3,1-2,,
17.531579999999998,4,1-2,,
17.531579999999998,5,1-2,,
17.531579999999998,6,1-2,,
17.531579999999998,7,1-2,,
17.531579999999998,8,1-2,,
17.531579999999998,9,1-2,,
17.79822,1,2-4,,
17.79822,2,2-4,,
17.79822,3,2-4,,
17.79822,4,2-4,,
17.79822,5,2-4,,
17.79822,6,2-4,,
17.79822,7,2-4,,
17.79822,8,2-4,,
17.79822,9,2-4,,
18.06486,1,j4-1,,
18.06486,2,j4-1,,
18.06486,3,j4-1,,
18.06486,4,j4-1,,
18.06486,5,j4-1,,
18.06486,6,j4-1,,
18.06486,7,j4-1,,
18.06486,8,j4-1,,
18.06486,9,j4-1,,
18.46482,1,lp1,,
18.46482,2,lp1,,
18.46482,3,lp1,,
18.46482,4,lp1,,
18.46482,5,lp1,,
18.46482,6,lp1,,
18.46482,7,lp1,,
18.46482,8,lp1,,
18.46482,9,lp1,,
18.9981,1,1-2,l1,
18.9981,2,1-2,l1,
18.9981,3,1-2,l1,
18.9981,4,1-2,l1,
18.9981,5,1-2,l1,
18.9981,6,1-2,l1,
18.9981,7,1-2,l1,
18.9981,8,1-2,l1,
18.9981,9,1-2,l1,
19.364729999999998,1,lp2,,
19.364729999999998,2,lp2,,
19.364729999999998,3,lp2,,
19.364729999999998,4,lp2,,
19.364729999999998,5,lp2,,
19.364729999999998,6,lp2,,
19.364729999999998,7,lp2,,
19.364729999999998,8,lp2,,
19.364729999999998,9,lp2,,
19.798019999999998,1,2-4,l2,
19.798019999999998,2,2-4,l2,
19.798019999999998,3,2-4,l2,
19.798019999999998,4,2-4,l2,
19.798019999999998,5,2-4,l2,
19.798019999999998,6,2-4,l2,
19.798019999999998,7,2-4,l2,
19.798019999999998,8,2-4,l2,
19.798019999999998,9,2-4,l2,
20.164649999999998,1,lp4,,
20.164649999999998,2,lp4,,
20.164649999999998,3,lp4,,
20.164649999999998,4,lp4,,
20.164649999999998,5,lp4,,
20.164649999999998,6,lp4,,
20.164649999999998,7,lp4,,
20.164649999999998,8,lp4,,
20.164649999999998,9,lp4,,
20.397959999999998,1,,l3,
20.397959999999998,2,,l3,
20.397959999999998,3,,l3,
20.397959999999998,4,,l3,
20.397959999999998,5,,l3,
20.397959999999998,6,,l3,
20.397959999999998,7,,l3,
20.397959999999998,8,,l3,
20.397959999999998,9,,l3,
20.86458,1,4-3,,
20.86458,2,4-3,,
20.86458,3,4-3,,
20.86458,4,4-3,,
20.86458,5,4-3,,
20.86458,6,4-3,,
20.86458,7,4-3,,
20.86458,8,4-3,,
20.86458,9,4-3,,
21.23121,1,lp3,,
21.23121,2,lp3,,
21.23121,3,lp3,,
21.23121,4,lp3,,
21.23121,5,lp3,,
21.23121,6,lp3,,
21.23121,7,lp3,,
21.23121,8,lp3,,
21.23121,9,lp3,,
21.36453,1,j3-2,,
21.36453,2,j3-2,,
21.36453,3,j3-2,,
21.36453,4,j3-2,,
21.36453,5,j3-2,,
21.36453,6,j3-2,,
21.36453,7,j3-2,,
21.36453,8,j3-2,,
21.36453,9,j3-2,,
21.797819999999998,1,lp2,,
21.797819999999998,2,lp2,,
21.797819999999998,3,lp2,,
21.797819999999998,4,lp2,,
21.797819999999998,5,lp2,,
21.797819999999998,6,lp2,,
21.797819999999998,7,lp2,,
21.797819999999998,8,lp2,,
21.797819999999998,9,lp2,,
22.53108,1,2-1,lb2,
22.53108,2,2-1,lb2,
22.53108,3,2-1,lb2,
22.53108,4,2-1,lb2,
22.53108,5,2-1,lb2,
22.53108,6,2-1,lb2,
22.53108,7,2-1,lb2,
22.53108,8,2-1,lb2,
22.53108,9,2-1,lb2,
22.89771,1,lp1,,
22.89771,2,lp1,,
22.89771,3,lp1,,
22.89771,4,lp1,,
22.89771,5,lp1,,
22.89771,6,lp1,,
22.89771,7,lp1,,
22.89771,8,lp1,,
22.89771,9,lp1,,
23.36433,1,1-4,lb1,
23.36433,2,1-4,lb1,
23.36433,3,1-4,lb1,
23.36433,4,1-4,lb1,
23.36433,5,1-4,lb1,
23.36433,6,1-4,lb1,
23.36433,7,1-4,lb1,
23.36433,8,1-4,lb1,
23.36433,9,1-4,lb1,
23.73096,1,lp4,lb0,
23.73096,2,lp4,lb0,
23.73096,3,lp4,lb0,
23.73096,4,lp4,lb0,
23.73096,5,lp4,lb0,
23.73096,6,lp4,lb0,
23.73096,7,lp4,lb0,
23.73096,8,lp4,lb0,
23.73096,9,lp4,lb0,
24.264239999999997,1,4-2,,
24.56421,2,4-2,,
24.56421,3,4-2,,
24.56421,4,4-2,,
24.56421,7,4-2,,
24.56421,1,w2,,
24.864179999999998,5,4-2,,
24.864179999999998,6,4-2,,
24.864179999999998,8,4-2,,
24.864179999999998,9,4-2,,
24.864179999999998,2,w2,,
24.864179999999998,3,w2,,
24.864179999999998,4,w2,,
24.864179999999998,7,w2,,
25.16415,1,lp2,,
25.16415,2,lp2,,
25.16415,3,lp2,,
25.16415,4,lp2,,
25.16415,5,lp2,,
25.16415,6,lp2,,
25.16415,7,lp2,,
25.16415,8,lp2,,
25.16415,9,lp2,,
25.39746,1,j2-1,,
25.464119999999998,2,j2-1,,
25.464119999999998,3,j2-1,,
25.464119999999998,4,j2-1,,
25.464119999999998,7,j2-1,,
25.53078,5,j2-1,,
25.53078,6,j2-1,,
25.53078,8,j2-1,,
25.53078,9,j2-1,,
25.79742,MOT_control_all,z02_2,,
25.9974,1,1-3,r1,
25.9974,2,1-3,r1,
25.9974,3,1-3,r1,
25.9974,4,1-3,r1,
25.9974,5,1-3,r1,
25.9974,6,1-3,r1,
25.9974,7,1-3,r1,
25.9974,8,1-3,r1,
25.9974,9,1-3,r1,
26.36403,1,lp3,,
26.36403,2,lp3,,
26.36403,3,lp3,,
26.36403,4,lp3,,
26.36403,5,lp3,,
26.36403,6,lp3,,
26.36403,7,lp3,,
26.36403,8,lp3,,
26.36403,9,lp3,,
26.79732,1,j3-4,,
26.79732,2,j3-4,,
26.79732,3,j3-4,,
26.79732,4,j3-4,,
26.79732,5,j3-4,,
26.79732,6,j3-4,,
26.79732,7,j3-4,,
26.79732,8,j3-4,,
26.79732,9,j3-4,,
27.23061,1,lp4,,
27.23061,2,lp4,,
27.23061,3,lp4,,
27.23061,4,lp4,,
