0.03333,MOT_mc_bg_black_00,seat100-0,,
2.26644,MOT_mc_stage_color_00,y,,
2.26644,MOT_mc_light_under_00,l2,,
2.26644,MOT_mc_speaker_00,temp4,,
2.29977,1,1-3,,
2.29977,2,1-3,,
2.29977,3,1-3,,
2.29977,4,1-3,,
2.29977,5,1-3,,
2.6664,1,3-2,,
2.6664,2,3-2,,
2.6664,3,3-2,,
2.6664,4,3-2,,
2.6664,5,3-2,,
3.0330299999999997,1,sj2,,
3.0330299999999997,2,sj2,,
3.0330299999999997,3,sj2,,
3.0330299999999997,4,sj2,,
3.0330299999999997,5,sj2,,
3.39966,1,lp2,,
3.39966,2,lp2,,
3.39966,3,lp2,,
3.39966,4,lp2,,
3.39966,5,lp2,,
5.5994399999999995,1,2-4,,
5.5994399999999995,2,2-4,,
5.5994399999999995,3,2-4,,
5.5994399999999995,4,2-4,,
5.5994399999999995,5,2-4,,
5.966069999999999,1,sj4,,
5.966069999999999,2,sj4,,
5.966069999999999,3,sj4,,
5.966069999999999,4,sj4,,
5.966069999999999,5,sj4,,
6.3327,1,lp4,,
6.3327,2,lp4,,
6.3327,3,lp4,,
6.3327,4,lp4,,
6.3327,5,lp4,,
8.69913,1,4-3,,
8.69913,2,4-3,,
8.69913,3,4-3,,
8.69913,4,4-3,,
8.69913,5,4-3,,
9.06576,1,sj3,,
9.06576,2,sj3,,
9.06576,3,sj3,,
9.06576,4,sj3,,
9.06576,5,sj3,,
9.49905,1,3-1,,f1
9.49905,2,w3,,b-1
9.49905,3,w3,,b-1
9.49905,4,w3,,b-1
9.49905,5,w3,,b-1
9.899009999999999,MOT_mc_bg_black_00,b80-65,,
9.899009999999999,MOT_mc_stage_color_00,y-flash,,
9.899009999999999,MOT_mc_light_up_00,l1,,
9.899009999999999,MOT_mc_light_center_00,l1,,
9.899009999999999,1,1-2,,
9.899009999999999,2,3-1,,
9.899009999999999,3,3-1,,
9.899009999999999,4,3-1,,
9.899009999999999,5,3-1,,
10.298969999999999,1,lp2,,
10.298969999999999,2,lp1,,
10.298969999999999,3,lp1,,
10.298969999999999,4,lp1,,
10.298969999999999,5,lp1,,
11.16555,1,2-1,,
11.16555,2,1-3,,
11.16555,3,1-3,,
11.16555,4,1-3,,
11.16555,5,1-3,,
11.59884,2,w3,,
11.59884,3,w3,,
11.59884,4,w3,,
11.59884,5,w3,,
11.59884,1,lp1,,
12.532079999999999,1,1-3,,
12.86538,MOT_mc_speaker_00,temp1,,
12.86538,MOT_mc_bg_black_00,b65-45,,
12.86538,MOT_mc_light_up_00,l3,,
12.86538,MOT_mc_light_center_00,l2,,
12.96537,1,3-2,,
13.19868,MOT_mc_stage_color_00,y-flash,,
13.331999999999999,1,j2-4,,
13.331999999999999,2,j2-4,,
13.331999999999999,3,j2-4,,
13.331999999999999,4,j2-4,,
13.331999999999999,5,j2-4,,
13.331999999999999,2,3-4,,
13.331999999999999,3,3-4,,
13.331999999999999,4,3-4,,
13.331999999999999,5,3-4,,
13.731959999999999,1,j4-2,,
13.731959999999999,2,j4-2,,
13.731959999999999,3,j4-2,,
13.731959999999999,4,j4-2,,
13.731959999999999,5,j4-2,,
14.19858,1,sj2,,
14.19858,2,sj2,,
14.19858,3,sj2,,
14.19858,4,sj2,,
14.19858,5,sj2,,
14.63187,1,lp2,,
14.63187,2,lp2,,
14.63187,3,lp2,,
14.63187,4,lp2,,
14.63187,5,lp2,,
16.49835,1,,l1,
16.49835,2,,,
16.49835,3,,,
16.49835,4,,,
16.49835,5,,,
16.89831,1,,,
16.89831,2,,l1,
16.89831,3,,l1,
16.89831,4,,,
16.89831,5,,,
17.331599999999998,1,,,
17.331599999999998,2,,,
17.331599999999998,3,,,
17.331599999999998,4,,l1,
17.331599999999998,5,,l1,
17.69823,1,2-4,,
17.69823,2,2-4,,
17.69823,3,2-4,,
17.69823,4,2-4,,
17.69823,5,2-4,,
18.13152,1,lp4,lb0,
18.13152,2,w4,,
18.13152,3,w4,,
18.13152,4,w4,,
18.13152,5,w4,,
18.49815,1,,,
18.49815,2,,lb0,
18.49815,3,,lb0,
18.49815,4,,,
18.49815,5,,,
18.93144,1,,,
18.93144,2,,,
18.93144,3,,,
18.93144,4,,lb0,
18.93144,5,,lb0,
19.46472,1,j4-1,,
19.46472,2,j4-1,,
19.46472,3,j4-1,,
19.46472,4,j4-1,,
19.46472,5,j4-1,,
19.89801,1,1-2,,
19.89801,2,1-2,,
19.89801,3,1-2,,
19.89801,4,1-2,,
19.89801,5,1-2,,
20.3313,1,sj2,,
20.3313,2,sj2,,
20.3313,3,sj2,,
20.3313,4,sj2,,
20.3313,5,sj2,,
20.76459,1,sj2,,
20.76459,2,sj2,,
20.76459,3,sj2,,
20.76459,4,sj2,,
20.76459,5,sj2,,
21.16455,1,lp2,,
21.16455,2,lp2,,
21.16455,3,lp2,,
21.16455,4,lp2,,
21.16455,5,lp2,,
22.53108,1,2-3,,
22.53108,2,2-3,,
22.53108,3,2-3,,
22.53108,4,2-3,,
22.53108,5,2-3,,
22.89771,1,sj3,,
22.89771,2,sj3,,
22.89771,3,sj3,,
22.89771,4,sj3,,
22.89771,5,sj3,,
23.231009999999998,1,lp3,,
23.231009999999998,2,w3,,
23.231009999999998,3,w3,,
23.231009999999998,4,w3,,
23.231009999999998,5,w3,,
23.49765,1,,r1,
23.93094,1,3-1,r2,
24.264239999999997,1,1-4,,
24.630869999999998,1,lp4,,
25.464119999999998,1,,rb1,
25.864079999999998,1,4-1,,
26.297369999999997,1,,rb0,
26.73066,1,1-2,,
27.16395,1,lp2,,
27.930539999999997,1,j2-1,,
28.36383,1,sj1,,
28.76379,1,1-4,,
29.097089999999998,1,4-3,,
29.43039,4,3-2,,
29.530379999999997,2,3-2,,
29.63037,1,3-2,,
29.730359999999997,3,3-2,,
29.83035,5,3-2,,
30.19698,4,2-1,,
30.296969999999998,2,2-1,,
30.39696,1,2-1,,
30.49695,3,2-1,,
30.59694,5,2-1,,
30.86358,1,lp1,,
30.86358,2,lp1,,
30.86358,3,lp1,,
30.86358,4,lp1,,
30.86358,5,lp1,,
32.03013,4,1-3,,
32.03013,5,1-3,,
32.46342,2,1-3,,
32.46342,3,1-3,,
32.86338,1,1-2,,
32.86338,2,3-2,,
32.86338,3,3-2,,
32.86338,4,3-2,,
32.86338,5,3-2,,
33.29667,1,sj2,,
33.29667,2,w2,,
33.29667,3,w2,,
33.29667,4,w2,,
33.29667,5,w2,,
33.69663,1,2-3,,
34.16325,1,3-4,,
34.16325,2,2-4,,
34.16325,3,2-4,,
34.16325,4,2-4,,
34.16325,5,2-4,,
34.56321,1,w4,,
34.56321,2,w4,,
34.56321,3,w4,,
34.56321,4,w4,,
34.56321,5,w4,,
34.9965,1,4-3,,
34.9965,2,4-3,,
34.9965,3,4-3,,
34.9965,4,4-3,,
34.9965,5,4-3,,
35.39646,1,3-4,,
35.39646,2,3-4,,
35.39646,3,3-4,,
35.39646,4,3-4,,
35.39646,5,3-4,,
35.79642,1,lp4,,
35.79642,2,lp4,,
35.79642,3,lp4,,
35.79642,4,lp4,,
35.79642,5,lp4,,
36.296369999999996,1,4-1,,
36.296369999999996,2,4-1,,
36.296369999999996,3,4-1,,
36.296369999999996,4,4-1,,
36.296369999999996,5,4-1,,
36.663,1,lp1,,
36.663,2,lp1,,
36.663,3,lp1,,
36.663,4,lp1,,
36.663,5,lp1,,
37.26294,1,,l1,
37.26294,2,,l1,
37.26294,3,,l1,
37.26294,4,,l1,
37.26294,5,,l1,
37.69623,1,,l2,
37.69623,2,,l2,
37.69623,3,,l2,
37.69623,4,,l2,
37.69623,5,,l2,
38.09619,1,1-2,,
38.09619,2,1-2,,
38.09619,3,1-2,,
38.09619,4,1-2,,
38.09619,5,1-2,,
38.49615,1,lp2,,
38.49615,2,lp2,,
38.49615,3,lp2,,
38.49615,4,lp2,,
38.49615,5,lp2,,
38.96277,1,,lb1,
38.96277,2,,lb1,
38.96277,3,,lb1,
38.96277,4,,lb1,
38.96277,5,,lb1,
39.36273,1,,lb0,
39.36273,2,,lb0,
39.36273,3,,lb0,
39.36273,4,,lb0,
39.36273,5,,lb0,
39.6627,1,2-3,,
39.6627,2,2-3,,
39.6627,3,2-3,,
39.6627,4,2-3,,
39.6627,5,2-3,,
39.962669999999996,1,lp3,,
39.962669999999996,2,lp3,,
39.962669999999996,3,lp3,,
39.962669999999996,4,lp3,,
39.962669999999996,5,lp3,,
40.362629999999996,1,j3-2,,
40.795919999999995,1,j2-3,,
41.229209999999995,1,sj3,,
41.595839999999995,1,lp3,,
42.89571,1,3-4,,
42.89571,2,3-4,,
42.89571,3,3-4,,
42.89571,4,3-4,,
42.89571,5,3-4,,
43.29567,1,hj4,,
43.29567,2,hj4,,
43.29567,3,hj4,,
43.29567,4,hj4,,
43.29567,5,hj4,,
43.69563,MOT_mc_bg_black_00,b45-65,,
43.69563,MOT_mc_light_center_00,l2,,
43.69563,MOT_mc_light_up_00,l3,,
44.09559,1,j4-1,,
44.09559,2,4-3,,
44.09559,4,4-3,,
44.09559,5,4-3,,
44.09559,3,4-3,,
44.52888,1,j1-2,,
44.52888,2,w3,,
44.52888,4,w3,,
44.52888,5,w3,,
44.52888,3,w3,,
44.96217,1,sj2,,
45.36213,1,lp2,,
46.96197,1,2-3,,
47.36193,1,3-1,,
47.79522,1,lp1,,
48.16185,1,j1-4,,
48.16185,2,j1-4,,
48.16185,3,j1-4,,
48.16185,4,j1-4,,
48.16185,5,j1-4,,
48.16185,2,3-2,,
48.16185,3,3-2,,
48.16185,4,3-2,,
48.16185,5,3-2,,
48.6618,1,j4-2,,
48.6618,2,j4-2,,
48.6618,3,j4-2,,
48.6618,4,j4-2,,
48.6618,5,j4-2,,
48.6618,2,w2,,
48.6618,4,w2,,
48.6618,5,w2,,
48.6618,3,w2,,
49.09509,1,sj2,,
49.09509,2,sj2,,
49.09509,3,sj2,,
49.09509,4,sj2,,
49.09509,5,sj2,,
49.52838,1,lp2,,
49.52838,2,lp2,,
49.52838,3,lp2,,
49.52838,4,lp2,,
49.52838,5,lp2,,
50.22831,2,2-4,,
50.22831,3,2-4,,
50.22831,4,2-4,,
50.22831,5,2-4,,
50.62827,1,2-3,,
50.62827,2,4-3,,
50.62827,3,4-3,,
50.62827,4,4-3,,
50.62827,5,4-3,,
50.9949,1,lp3,,
50.9949,2,w3,,
50.9949,3,w3,,
50.9949,4,w3,,
50.9949,5,w3,,
51.361529999999995,1,,l1,
51.361529999999995,2,,,
51.361529999999995,3,,,
51.361529999999995,4,,,
51.361529999999995,5,,,
51.794819999999994,1,,,
51.794819999999994,2,,l1,
51.794819999999994,3,,l1,
51.794819999999994,4,,,
51.794819999999994,5,,,
52.161449999999995,1,,,
52.161449999999995,2,,,
52.161449999999995,3,,,
52.161449999999995,4,,l1,
52.161449999999995,5,,l1,
52.561409999999995,1,3-1,,
52.561409999999995,2,3-1,,
52.561409999999995,3,3-1,,
52.561409999999995,4,3-1,,
52.561409999999995,5,3-1,,
52.961369999999995,1,1-4,,
52.961369999999995,2,1-4,,
52.961369999999995,3,1-4,,
52.961369999999995,4,1-4,,
52.961369999999995,5,1-4,,
53.394659999999995,1,lp4,lb0,
53.394659999999995,2,w4,,
53.394659999999995,3,w4,,
53.394659999999995,4,w4,,
53.394659999999995,5,w4,,
53.827949999999994,1,,,
53.827949999999994,2,,lb0,
53.827949999999994,3,,lb0,
53.827949999999994,4,,,
53.827949999999994,5,,,
54.26124,1,,,
54.26124,2,,,
54.26124,3,,,
54.26124,4,,lb0,
54.26124,5,,lb0,
54.89451,1,j4-1,,
54.89451,2,j4-1,,
54.89451,3,j4-1,,
54.89451,4,j4-1,,
54.89451,5,j4-1,,
