time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.53
0,2,2,1,,,,-6,0.39
0,3,3,1,,,,6,0.39
0,4,4,1,,,,-12,0.3
0,5,5,1,,,,12,0.3
33.03,1,1,1,,,,0,0.76
33.03,2,2,1,,,,0,0
33.03,3,3,1,,,,0,0
33.03,4,4,1,,,,0,0
33.03,5,5,1,,,,0,0
38.987,1,1,1,,,,0,0
38.987,3,3,1,,,,0,0.78
44.487,3,3,1,,,,0,0
44.487,2,2,1,,,,0,0.78
49.828,1,1,1,,,,0,0.54
49.828,2,2,1,,,,-12,0.4
49.828,3,3,1,,,,12,0.4
55.199,1,1,1,,,,0,0
55.199,2,2,1,,,,0,0
55.199,3,3,1,,,,0,0
55.199,4,4,1,,,,0,0.78
60.685,1,1,1,,,,0,0.54
60.685,4,4,1,,,,-12,0.4
60.685,5,5,1,,,,12,0.4
63.627,1,1,1,,,,0,0.53
63.627,2,2,1,,,,-6,0.39
63.627,3,3,1,,,,6,0.39
63.627,4,4,1,,,,-12,0.3
63.627,5,5,1,,,,12,0.3
75.026,1,1,1,,,,0,0
75.026,2,2,1,,,,0,0
75.026,3,3,1,,,,0,0
75.026,4,4,1,,,,0,0
75.026,5,5,1,,,,0,0.78
76.418,5,5,1,,,,0,0
76.418,3,3,1,,,,0,0.78
77.853,1,1,1,,,,0,0.53
77.853,2,2,1,,,,-6,0.39
77.853,3,3,1,,,,6,0.39
77.853,4,4,1,,,,-12,0.3
77.853,5,5,1,,,,12,0.3
86.177,1,1,1,,,,0,0
86.177,2,2,1,,,,0,0.78
86.177,3,3,1,,,,0,0
86.177,4,4,1,,,,0,0
86.177,5,5,1,,,,0,0
88.737,1,1,1,,,,0,0.53
88.737,2,2,1,,,,-6,0.39
88.737,3,3,1,,,,6,0.39
88.737,4,4,1,,,,-12,0.3
88.737,5,5,1,,,,12,0.3
100.066,1,1,1,,,,0,0.78
100.066,2,2,1,,,,0,0
100.066,3,3,1,,,,0,0
100.066,4,4,1,,,,0,0
100.066,5,5,1,,,,0,0
103.042,1,1,1,,,,0,0.53
103.042,2,2,1,,,,-6,0.39
103.042,3,3,1,,,,6,0.39
103.042,4,4,1,,,,-12,0.3
103.042,5,5,1,,,,12,0.3
