id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,410,0,0,12,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,2.790698,3,2,2,0,0,1,,,2.790698
5,3.052326,9,2,4,19,0,5,-75,10,3.052326
6,3.132267,9,2,3,19,0,6,-75,10,3.132267
7,3.139535,9,2,4,19,0,3,-75,70,3.139535
8,3.139535,9,2,4,19,0,4,-75,70,3.139535
9,3.139535,9,2,4,19,0,5,-75,70,3.139535
10,3.139535,9,2,4,19,0,6,-75,70,3.139535
11,3.146802,9,2,5,19,0,3,-75,10,3.146802
12,3.226744,9,2,4,19,0,4,-75,10,3.226744
13,3.401163,9,3,2,19,0,7,-75,10,3.401163
14,3.401163,9,3,4,19,0,8,-75,10,3.401163
15,3.488372,9,3,3,19,0,8,-75,70,3.488372
16,3.488372,9,3,3,19,0,9,-75,70,3.488372
17,3.488372,9,3,3,19,0,7,-75,70,3.488372
18,3.488372,9,3,3,19,0,10,-75,70,3.488372
19,3.575581,9,3,2,19,0,10,-75,10,3.575581
20,3.575581,9,3,4,19,0,9,-75,10,3.575581
21,3.75,9,4,2,19,0,11,-75,10,3.75
22,3.829942,9,4,3,19,0,12,-75,10,3.829942
23,3.837209,9,4,2,19,0,12,-75,70,3.837209
24,3.837209,9,4,2,19,0,13,-75,70,3.837209
25,3.837209,9,4,2,19,0,11,-75,70,3.837209
26,3.837209,9,4,2,19,0,14,-75,70,3.837209
27,3.844477,9,4,1,19,0,14,-75,10,3.844477
28,3.924419,9,4,2,19,0,13,-75,10,3.924419
29,4.186047,3,4,4,0,1,2,,,4.186047
30,4.186047,3,2,1,0,1,1,,,4.186047
31,4.447674,9,4,2,19,0,256,-75,10,4.447674
32,4.527616,9,4,3,19,0,257,-75,10,4.527616
33,4.534884,9,4,2,19,0,257,-75,70,4.534884
34,4.534884,9,4,2,19,0,258,-75,70,4.534884
35,4.534884,9,4,2,19,0,256,-75,70,4.534884
36,4.534884,9,4,2,19,0,259,-75,70,4.534884
37,4.542151,9,4,1,19,0,259,-75,10,4.542151
38,4.622093,9,4,2,19,0,258,-75,10,4.622093
39,4.796512,9,3,2,19,0,15,-75,10,4.796512
40,4.796512,9,3,4,19,0,16,-75,10,4.796512
41,4.883721,9,3,3,19,0,16,-75,70,4.883721
42,4.883721,9,3,3,19,0,17,-75,70,4.883721
43,4.883721,9,3,3,19,0,15,-75,70,4.883721
44,4.883721,9,3,3,19,0,18,-75,70,4.883721
45,4.97093,9,3,2,19,0,18,-75,10,4.97093
46,4.97093,9,3,4,19,0,17,-75,10,4.97093
47,5.145349,9,2,4,19,0,260,-75,10,5.145349
48,5.225291,9,2,3,19,0,261,-75,10,5.225291
49,5.232558,9,2,4,19,0,262,-75,70,5.232558
50,5.232558,9,2,4,19,0,263,-75,70,5.232558
51,5.232558,9,2,4,19,0,260,-75,70,5.232558
52,5.232558,9,2,4,19,0,261,-75,70,5.232558
53,5.239826,9,2,5,19,0,262,-75,10,5.239826
54,5.319767,9,2,4,19,0,263,-75,10,5.319767
55,5.581395,3,4,5,0,1,2,,,5.581395
56,5.581395,3,2,2,0,1,19,,,5.581395
57,5.843023,9,2,4,19,0,264,-75,10,5.843023
58,5.922965,9,2,3,19,0,265,-75,10,5.922965
59,5.930233,9,2,4,19,0,266,-75,70,5.930233
60,5.930233,9,2,4,19,0,267,-75,70,5.930233
61,5.930233,9,2,4,19,0,264,-75,70,5.930233
62,5.930233,9,2,4,19,0,265,-75,70,5.930233
63,5.9375,9,2,5,19,0,266,-75,10,5.9375
64,6.017442,9,2,4,19,0,267,-75,10,6.017442
65,6.19186,9,3,2,19,0,20,-75,10,6.19186
66,6.19186,9,3,4,19,0,21,-75,10,6.19186
67,6.27907,9,3,3,19,0,21,-75,70,6.27907
68,6.27907,9,3,3,19,0,22,-75,70,6.27907
69,6.27907,9,3,3,19,0,20,-75,70,6.27907
70,6.27907,9,3,3,19,0,23,-75,70,6.27907
71,6.366279,9,3,2,19,0,23,-75,10,6.366279
72,6.366279,9,3,4,19,0,22,-75,10,6.366279
73,6.540698,9,4,2,19,0,268,-75,10,6.540698
74,6.62064,9,4,3,19,0,269,-75,10,6.62064
75,6.627907,9,4,2,19,0,269,-75,70,6.627907
76,6.627907,9,4,2,19,0,270,-75,70,6.627907
77,6.627907,9,4,2,19,0,268,-75,70,6.627907
78,6.627907,9,4,2,19,0,271,-75,70,6.627907
79,6.635174,9,4,1,19,0,271,-75,10,6.635174
80,6.715116,9,4,2,19,0,270,-75,10,6.715116
81,6.976744,3,4,4,0,1,24,,,6.976744
82,6.976744,3,2,1,0,1,19,,,6.976744
83,7.238372,9,4,2,19,0,272,-75,10,7.238372
84,7.318314,9,4,3,19,0,273,-75,10,7.318314
85,7.325581,9,4,2,19,0,273,-75,70,7.325581
86,7.325581,9,4,2,19,0,274,-75,70,7.325581
87,7.325581,9,4,2,19,0,272,-75,70,7.325581
88,7.325581,9,4,2,19,0,275,-75,70,7.325581
89,7.332849,9,4,1,19,0,275,-75,10,7.332849
90,7.412791,9,4,2,19,0,274,-75,10,7.412791
91,7.587209,9,3,2,19,0,25,-75,10,7.587209
92,7.587209,9,3,4,19,0,26,-75,10,7.587209
93,7.674419,9,3,3,19,0,26,-75,70,7.674419
94,7.674419,9,3,3,19,0,27,-75,70,7.674419
95,7.674419,9,3,3,19,0,25,-75,70,7.674419
96,7.674419,9,3,3,19,0,28,-75,70,7.674419
97,7.761628,9,3,2,19,0,28,-75,10,7.761628
98,7.761628,9,3,4,19,0,27,-75,10,7.761628
99,7.936047,9,2,4,19,0,276,-75,10,7.936047
100,8.015988,9,2,3,19,0,277,-75,10,8.015988
101,8.023256,9,2,4,19,0,278,-75,70,8.023256
102,8.023256,9,2,4,19,0,279,-75,70,8.023256
103,8.023256,9,2,4,19,0,276,-75,70,8.023256
104,8.023256,9,2,4,19,0,277,-75,70,8.023256
105,8.030523,9,2,5,19,0,278,-75,10,8.030523
106,8.110465,9,2,4,19,0,279,-75,10,8.110465
107,8.372093,3,4,5,0,1,24,,,8.372093
108,8.372093,3,2,2,0,1,29,,,8.372093
109,8.633721,9,2,4,19,0,280,-75,10,8.633721
110,8.713663,9,2,3,19,0,281,-75,10,8.713663
111,8.72093,9,2,4,19,0,282,-75,70,8.72093
112,8.72093,9,2,4,19,0,283,-75,70,8.72093
113,8.72093,9,2,4,19,0,280,-75,70,8.72093
114,8.72093,9,2,4,19,0,281,-75,70,8.72093
115,8.728198,9,2,5,19,0,282,-75,10,8.728198
116,8.80814,9,2,4,19,0,283,-75,10,8.80814
117,8.982558,9,3,2,19,0,30,-75,10,8.982558
118,8.982558,9,3,4,19,0,31,-75,10,8.982558
119,9.069767,9,3,3,19,0,31,-75,70,9.069767
120,9.069767,9,3,3,19,0,32,-75,70,9.069767
121,9.069767,9,3,3,19,0,30,-75,70,9.069767
122,9.069767,9,3,3,19,0,33,-75,70,9.069767
123,9.156977,9,3,2,19,0,33,-75,10,9.156977
124,9.156977,9,3,4,19,0,32,-75,10,9.156977
125,9.331395,9,4,2,19,0,284,-75,10,9.331395
126,9.411337,9,4,3,19,0,285,-75,10,9.411337
127,9.418605,9,4,2,19,0,285,-75,70,9.418605
128,9.418605,9,4,2,19,0,286,-75,70,9.418605
129,9.418605,9,4,2,19,0,284,-75,70,9.418605
130,9.418605,9,4,2,19,0,287,-75,70,9.418605
131,9.425872,9,4,1,19,0,287,-75,10,9.425872
132,9.505814,9,4,2,19,0,286,-75,10,9.505814
133,9.767442,3,4,4,0,1,34,,,9.767442
134,9.767442,3,2,1,0,1,29,,,9.767442
135,10.02907,9,4,2,19,0,288,-75,10,10.02907
136,10.109012,9,4,3,19,0,289,-75,10,10.109012
137,10.116279,9,4,2,19,0,289,-75,70,10.116279
138,10.116279,9,4,2,19,0,290,-75,70,10.116279
139,10.116279,9,4,2,19,0,288,-75,70,10.116279
140,10.116279,9,4,2,19,0,291,-75,70,10.116279
141,10.123547,9,4,1,19,0,291,-75,10,10.123547
142,10.203488,9,4,2,19,0,290,-75,10,10.203488
143,10.377907,9,3,2,19,0,35,-75,10,10.377907
144,10.377907,9,3,4,19,0,36,-75,10,10.377907
145,10.465116,9,3,3,19,0,36,-75,70,10.465116
146,10.465116,9,3,3,19,0,37,-75,70,10.465116
147,10.465116,9,3,3,19,0,35,-75,70,10.465116
148,10.465116,9,3,3,19,0,38,-75,70,10.465116
149,10.552326,9,3,2,19,0,38,-75,10,10.552326
150,10.552326,9,3,4,19,0,37,-75,10,10.552326
151,10.726744,9,2,4,19,0,292,-75,10,10.726744
152,10.806686,9,2,3,19,0,293,-75,10,10.806686
153,10.813953,9,2,4,19,0,294,-75,70,10.813953
154,10.813953,9,2,4,19,0,295,-75,70,10.813953
155,10.813953,9,2,4,19,0,292,-75,70,10.813953
156,10.813953,9,2,4,19,0,293,-75,70,10.813953
157,10.821221,9,2,5,19,0,294,-75,10,10.821221
158,10.901163,9,2,4,19,0,295,-75,10,10.901163
159,11.162791,3,4,5,0,1,34,,,11.162791
160,11.162791,3,2,2,0,1,39,,,11.162791
161,11.424419,9,2,4,19,0,296,-75,10,11.424419
162,11.50436,9,2,3,19,0,297,-75,10,11.50436
163,11.511628,9,2,4,19,0,298,-75,70,11.511628
164,11.511628,9,2,4,19,0,299,-75,70,11.511628
165,11.511628,9,2,4,19,0,296,-75,70,11.511628
166,11.511628,9,2,4,19,0,297,-75,70,11.511628
167,11.518895,9,2,5,19,0,298,-75,10,11.518895
168,11.598837,9,2,4,19,0,299,-75,10,11.598837
169,11.773256,9,3,2,19,0,300,-75,10,11.773256
170,11.773256,9,3,4,19,0,301,-75,10,11.773256
171,11.860465,9,3,3,19,0,301,-75,70,11.860465
172,11.860465,9,3,3,19,0,302,-75,70,11.860465
173,11.860465,9,3,3,19,0,300,-75,70,11.860465
174,11.860465,9,3,3,19,0,303,-75,70,11.860465
175,11.947674,9,3,2,19,0,303,-75,10,11.947674
176,11.947674,9,3,4,19,0,302,-75,10,11.947674
177,12.122093,9,4,2,19,0,304,-75,10,12.122093
178,12.202035,9,4,3,19,0,305,-75,10,12.202035
179,12.209302,9,4,2,19,0,305,-75,70,12.209302
180,12.209302,9,4,2,19,0,306,-75,70,12.209302
181,12.209302,9,4,2,19,0,304,-75,70,12.209302
182,12.209302,9,4,2,19,0,307,-75,70,12.209302
183,12.21657,9,4,1,19,0,307,-75,10,12.21657
184,12.296512,9,4,2,19,0,306,-75,10,12.296512
