0.03333,1,,,,D60
0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.6997299999999997,MOT_mc_bg_black_00,b65-45,,
2.6997299999999997,1,j1-2,,,
2.96637,1,,,,L20
2.96637,2,,,,L20
2.9997,MOT_mc_stage_color_00,r-flash,,
3.06636,1,2-3,,,
3.39966,1,lp3,,,
4.19958,1,j3-4,,,
4.56621,1,4-1,,,
4.93284,1,1-2,,,
5.26614,1,lp2,,,
6.066059999999999,1,j2-3,,,
6.43269,1,3-4,,,
6.73266,MOT_mc_speaker_00,l1,,
6.932639999999999,1,j4-1,,,
7.29927,1,1-2,,,
8.23251,1,w2,,,
9.09909,MOT_mc_stage_color_00,b-flash,,
10.23231,1,sj2,,,
10.73226,1,w2,,,
10.798919999999999,1,sj2,,,
11.06556,MOT_mc_speaker_00,l1_out,,
11.198879999999999,1,lp2,,,
11.832149999999999,MOT_mc_bg_black_00,b45-20,,
12.032129999999999,1,,,f1,
12.232109999999999,MOT_mc_bg_black_00,b20-0,,
12.432089999999999,1,2-3,,,
12.79872,1,sj3,,,
13.09869,1,lp3,,,
13.69863,1,,r1,,
13.69863,1,3-4,,,
14.03193,1,,r2,,
14.03193,1,4-1,,,
14.3319,1,lp1,,,
14.79852,1,j1-2,,,
15.165149999999999,1,sp2-3,,,
16.19838,1,hj3,,,
16.89831,1,lp3,,,
18.09819,1,,r3,,
18.364829999999998,1,3-4,rb2,,
18.79812,1,,rb1,,
19.164749999999998,1,,rb0,,
19.29807,1,w4,,,
19.63137,1,sj4,,,
19.997999999999998,1,sp4-1,,,
20.86458,1,j1-2,,,
21.26454,1,sj2,,,
21.6645,1,lp2,,,
22.031129999999997,1,2-3,,,
22.09779,MOT_mc_light_up_00,ha-to,,
22.3311,1,sj3,,,
22.831049999999998,1,w3,,,
22.86438,1,j3-4,,,
23.53098,1,4-1,,,
23.864279999999997,1,,l1,,
24.13092,1,,l2,b0,
24.19758,2,,,f1,
24.464219999999997,1,w1,,,
24.56421,2,sj1,,,
24.96417,2,sj1,,,
25.36413,2,lp1,,,
25.93074,2,1-2,,,
26.23071,2,2-3,,,
26.53068,2,lp3,,,
27.03063,2,3-4,,,
27.36393,2,j4-1,,,
27.697229999999998,2,sj1,,,
27.9972,2,,,,D40
28.097189999999998,2,sp1-2,,,
28.130519999999997,2,,,,D60
28.26384,2,,,,D80
28.39716,2,,,,D100
28.46382,MOT_mc_light_up_00,kemuri,,
29.997,2,,,,L60
29.997,2,hj2,,,
30.163649999999997,2,,,,L20
30.46362,MOT_mc_light_up_00,stay,,
30.79692,2,2-3,,,
31.130219999999998,2,3-4,,,
31.563509999999997,2,4-1,,,
31.89681,2,sj1,,,
32.3301,2,1-2,,,
32.663399999999996,2,lp2,,,
34.56321,2,2-3,,,
34.92984,2,sj3,,,
35.29647,2,,,b0,
35.42979,2,w3,,,
36.09639,1,1-2,lb1,,
36.09639,2,,l1,,
36.296369999999996,MOT_mc_stage_color_00,b-flash,,
36.49635,1,lp2,,,
36.89631,1,2-3,,,
37.22961,1,3-4,,,
37.42959,2,j3-4,,,
37.529579999999996,1,j4-1,,,
38.29617,1,j1-2,,,
38.49615,2,w4,,,
38.69613,1,lp2,,,
38.89611,2,j4-1,,,
39.129419999999996,1,sj2,,,
39.49605,1,sj2,,,
39.929339999999996,1,2-3,,,
39.962669999999996,2,w1,,,
40.22931,1,lp3,,,
40.56261,1,3-4,,,
40.86258,1,lp4,,,
40.92924,2,sj1,,,
41.29587,2,j1-2,,,
42.06246,1,j4-1,,,
42.06246,2,j2-3,,,
42.89571,1,j1-2,,,
42.89571,2,j3-4,,,
43.42899,1,2-3,,,
43.42899,2,4-1,,,
43.72896,1,sj3,,,
43.72896,2,sj1,,,
44.062259999999995,1,lp3,,,
44.062259999999995,2,lp1,,,
45.195479999999996,2,,lb0,,
45.195479999999996,1,,l2,,
45.49545,2,,r1,,
45.49545,1,,l3,,
45.89541,2,1-2,r2,,
45.89541,1,3-4,l4,,
46.26204,1,4-1,,,
46.26204,2,2-3,,,
46.59534,1,lp1,,,
46.59534,2,lp3,,,
47.06196,2,sj3,,,
47.39526,1,sj1,,,
47.56191,2,w3,,,
47.695229999999995,2,sj3,,,
47.89521,1,w1,,,
48.028529999999996,1,1-2,,,
48.061859999999996,2,3-4,,,
48.3285,2,hj4,,,
48.39516,MOT_mc_stage_color_00,r-flash,,
48.96177,1,w2,,,
49.12842,2,sj4,,,
49.46172,2,sp4-1,,,
50.62827,2,,r3,,
50.86158,2,1-2,rb2,,
51.26154,1,2-3,l5,,
51.46152,MOT_mc_stage_color_00,y-flash,,
51.49485,1,3-4,lb4,,
51.761489999999995,1,lp4,,,
51.794819999999994,2,w2,,,
52.6614,1,sj4,,,
53.02803,1,sp4-1,,,
54.29457,1,j1-2,,,
54.29457,2,j2-3,,,
54.627869999999994,1,lp2,,,
54.627869999999994,2,lp3,,,
54.961169999999996,1,j2-3,,,
54.994499999999995,MOT_mc_stage_color_00,b-flash,,
55.16115,2,j3-4,,,
55.394459999999995,1,j3-4,,,
55.62777,2,j4-1,,,
56.194379999999995,1,4-1,,,
56.194379999999995,2,1-2,,,
56.49435,1,j1-2,,,
56.49435,2,j2-3,,,
56.82765,1,hj2,,,
56.82765,2,hj3,,,
57.56091,1,j2-3,,,
57.56091,2,j3-4,,,
58.12752,1,j3-4,,,
58.12752,2,j4-1,,,
