time,lyrics,size
0,,
12.167,キラキラお日様まぶしい　Summer Days,
14.633,かき氷食べて　ひんやり　Cool Days,
17.1,夏休み　楽しいね　Yes Yes I'm Happy,
22.017,おしゃれな水着でキメキメ　Beach Days,
24.483,波にゆらゆら浮かんで　Surf Days,
26.95,最高に盛り上がれ　Yes Yes Very Happy,
32.167,祭りへ行こう,
34.433,食べて踊ってノリノリ　Washoi,
37.033,夜空に花火,
39.367,ドドンと一発玉屋で　Yeah Yeah,
41.867,たこ焼きが美味しすぎるね,
46.017,幸せポイント　貯まってく,
49.1,こんな毎日続いてね,
53.491,CoCo夏夏夏　Holiday,
56.483,I♡ラブラブ　Holiday,
59.036,楽しいこといっぱいね　待ってるよ,
63.385,ToCo夏夏夏　Holiday,
66.333,大好きだから,
68.167,今　私のWave!　マジ乗っちゃえWave!,
73.133,もう止められないよ　Lovely Days,
80.483,,
88.783,キラメクよサンシャイン　波乗りパラダイス,
94.017,いつも宝石みたいに輝こう !,
102.633,CoCo夏夏夏　Holiday,
105.55,I♡ラブラブ　Holiday,
108.167,トロピカルに恋してる　素敵だね,
112.58,ToCo夏夏夏　Holiday,
115.400,終わらないから,
117.4,今　本気でWave!　マジ飛び込めWave! ,
122.383,ほらまだまだ行くよ　Jewelry Days,
130,,
