time,lyrics,size
0.00 ,,
13.017 ,いつだってそう僕は一人だった,
18.350 ,太陽さえ目を逸らした,
23.800 ,笑わないまま時は過ぎていった,
29.150 ,何度目かの夏も過ぎた,
34.583 ,叶わない約束が雨になって,
39.933 ,秋をそっとつれてきたその夜,
45.367 ,目を覚ましたら君は隣にいて,
50.717 ,笑わない僕を笑ってた,
57.167 ,ねえ　こんばんは,
62.567 ,ねえ　どうしたんだい,
67.950 ,ねえ　どうして,
70.600 ,どうして　ずっと泣いているの,
77.000 ,ぼくら　今夜　今夜　そう旅立とう,
80.717 ,ずっと　ずっと　遠くへ,
83.417 ,星の海のむこう　アンドロメダ,
87.850 ,星座たちのダンスも　地球のまたたきも,
93.017 ,きみに　みせてあげる,
98.633 ,そしていつかいつかと,
101.117 ,僕らはずっとずっと遠くの銀河見てた,
106.500 ,二人,
107.517 ,アンドロメダ,
109.367 ,君はどんな,
110.933 ,どんな暗い夜でも,
113.083 ,もう笑えない僕にも笑ってくれた,
119.700 ,笑ってくれた,
125.600,,
