0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,2,,,,D40
0.03333,3,,,,D40
0.03333,1,,,,D40
1.96647,MOT_control_all,meda_zoom1,,
2.53308,MOT_mc_stage_color_00,r-b,,
2.53308,MOT_mc_bg_black_00,b45-65,,
2.53308,2,lp1,,,D20
2.53308,3,lp1,,,D20
2.53308,1,lp1,,,D20
3.93294,1,j1-2,,,
4.999499999999999,1,w2,,,
5.23281,2,j1-2,,,
5.23281,3,j1-2,,,
6.29937,3,w2,,,
6.29937,2,w2,,,
7.09929,1,j2-3,,,
7.76589,2,j2-3,,,
7.76589,3,j2-3,,,
8.165849999999999,1,w3,,,
8.83245,3,w3,,,
8.83245,2,w3,,,
10.098989999999999,2,3-4,,,
10.098989999999999,3,3-4,,,
10.098989999999999,1,j3-4,,,
11.03223,3,w4,,,
11.03223,2,w4,,,
11.16555,1,w4,,,
12.432089999999999,MOT_all,cut2,,
12.932039999999999,MOT_control_all,meda_zoom2,,
13.032029999999999,MOT_mc_stage_color_00,b-r,,
13.032029999999999,MOT_mc_bg_black_00,b65-45,,
13.032029999999999,2,lp4,,,
13.032029999999999,3,4-1,,f1,Lbl
13.032029999999999,1,lp4,,,
13.39866,3,hj1,,,
14.23191,3,j1-2,,,
14.73186,3,2-3,r1,,
15.165149999999999,3,3-4,r2,,
15.565109999999999,3,4-1,rb1,,
16.16505,3,1-2,rb0,,
17.09829,3,w2,,,
17.26494,1,4-1,,,
17.731559999999998,2,4-1,,,
18.19818,1,w1,,,
18.19818,2,lp1,,,
18.19818,3,2-3,r1,,
18.19818,1,lp1,,,
18.86478,3,3-4,rb0,,
19.564709999999998,3,4-1,,,
20.164649999999998,3,hj1,,,
20.93124,3,j1-2,,,
21.997799999999998,3,w2,,,
22.49775,3,j2-3,,,
23.56431,3,w3,,,
23.73096,MOT_control_all,meda_zoom3,,
23.76429,MOT_mc_stage_color_00,b-r,,
23.76429,2,1-2,l1,f1,Lbl
23.76429,3,,,b0,D40
24.29757,2,2-3,lb0,,
24.29757,3,lp3,,,
25.030829999999998,2,j3-4,,,
25.59744,2,4-1,,,
26.03073,2,1-2,,,
26.497349999999997,2,j2-3,,,
26.96397,2,hj3,,,
27.9972,3,j3-4,,,
27.9972,1,j1-2,,,
28.19718,2,w3,,,
28.59714,3,j4-1,,,
28.59714,1,j2-3,,,
29.130419999999997,2,3-4,l1,,
29.6637,3,w1,,,
29.6637,1,w3,,,
29.6637,2,4-1,lb0,,
30.330299999999998,2,j1-2,,,
30.963569999999997,2,2-3,,,
31.49685,2,hj3,,,
32.230109999999996,1,j3-4,,,
32.73006,2,w3,,,
32.93004,2,j3-4,,,
33.29667,1,w4,,,
33.39666,3,j1-2,,,
33.896609999999995,3,2-3,,,
33.896609999999995,1,4-1,,,
33.9966,2,w4,,,
34.46322,MOT_control_all,meda_zoom4,,
34.52988,MOT_mc_stage_color_00,b-r,,
34.52988,2,,,b0,D40
34.52988,3,lp3,,,
34.52988,1,1-2,,f1,Lbl
35.096489999999996,2,lp4,,,
35.096489999999996,1,j2-3,,,
35.69643,1,3-4,l1,,
36.19638,1,4-1,lb0,,
36.696329999999996,1,j1-2,,,
37.22961,1,2-3,,,
37.72956,1,hj3,,,
38.89611,2,j4-1,,,
38.96277,1,w3,,,
39.46272,3,j3-4,,,
39.929339999999996,2,lp1,,,
39.929339999999996,3,lp4,,,
39.929339999999996,1,j3-4,,,
40.49595,1,4-1,,,
41.12922,1,1-2,r1,,
41.76249,1,2-3,rb0,,
42.29577,1,hj3,,,
43.52898,1,w3,,,
43.79562,1,j3-4,,,
44.862179999999995,1,w4,,,
45.3288,1,4-1,l1,,
45.36213,MOT_mc_stage_color_00,b-r,,
45.76209,1,1-2,lb0,,
46.39536,1,j2-3,,,
47.02863,1,3-4,l1,,
47.49525,1,4-1,lb0,,
