time,lyrics,size
0,,
2.517,Get Ready,
3.711428,さぁ行こうか　夢と希望と憧れの先へ,
8,ヒーローは、突然現れるものでしょう？,
18.75,,
23.901986,果てしなく遠い夢だって信じたら,
28.417,いつか届くそう思いたいよね,
33.789463,ほんの小さな希望の欠片だっていいんだ,
38.535065,強く強く　握りしめたならば,
43.833,（Don't you ever stop! ）,
45.126717,熱くなる胸が,
46.117,（Don't you ever stop! ）,
47.517,譲れない意志が,
48.838145,（Don't you ever stop! ）,
50.365243,変えられるという祈りが,
53.617,大きな無謀を超えるための力になるから,
59.3,Get Ready,
61.267,さぁ行こうか　夢と希望と憧れの先へ,
65.517,だってヒーローに足踏みなんてしてる時間はない,
70.5,何回だって転んで進もう,
73.933,どこまでも遠くまで,
75.919974,さぁ、もっともっともっともっともっと,
79.244796,高く飛べ,
81.133,最高な未来をきっと叶えてみせよう,
85.667,だってヒーローは最後の最後に笑う希望でしょう？,
90.433,何回だってこの手を伸ばそう,
93.810219,ちゃんと届くように,
95.8,さぁ、ぎゅっとぎゅっとぎゅっとぎゅっと,
98.617,全部全部全部全部離さずに,
106.403946,,
110.5,何回だって転んで進もう,
113.923455,行けるところまで,
115.867,さぁ、もっともっともっともっともっと,
118.765709,もっともっともっともっともっと,
131.3,,
