time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,0,0
3.75,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,48,0
8.75,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
13.75,Uhoi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,27.42857143,0
16.25,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
21.09375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
21.484375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
21.953125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
22.34375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
23.75,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
28.4375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
28.828125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
29.0625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Pause,192,0
29.21875,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,8
29.53125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
30.078125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
30.3125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Pause,192,0
30.46875,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,8
30.703125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
33.75,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
38.28125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
38.828125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
39.0625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Pause,192,0
39.21875,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,8
39.53125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
40.078125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
40.3125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Pause,192,0
40.46875,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,8
40.703125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
40.9375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,8
41.25,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
61.25,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
70.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,0
76.09375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
76.484375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
76.953125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
77.421875,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
77.890625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
78.28125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
78.4375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Pause,192,4
79.0625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,8
80.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Bye,288,0
110,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,1
116.09375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
116.484375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
116.953125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
117.421875,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
117.890625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
118.28125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
118.59375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
118.984375,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
119.453125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
119.921875,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
120.390625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,2
120.78125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Oioi,192,4
121.25,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,27.42857143,2
130,Uhoi,5,Random2,Red05,Red05,,,,,,,,,Bye,0,0
