0.03333,MOT_mc_bg_black_00,b80,,
0.03333,MOT_all,cut1,,
0.03333,1,,,,D20
0.03333,2,,,,D20
1.9331399999999999,MOT_mc_bg_black_00,b80-45,,
1.9331399999999999,MOT_control_all,zoom_01,,
1.96647,MOT_mc_stage_color_00,b-flash,,
1.96647,1,1-2,,f1,
1.96647,2,1-2,,f1,
1.96647,1,,,,L0
1.96647,2,,,,L0
2.6664,1,j2-3,,,
2.6664,2,j2-3,,,
3.59964,1,3-4,,,
3.59964,2,3-4,,,
3.93294,1,sp4-1,,,
3.93294,2,sp4-1,,,
4.56621,2,j1-2,,,
4.86618,1,j1-2,,,
5.63277,2,w2,,,
5.6661,1,2-3,,,
5.6661,2,2-3,,,
5.9994,1,,r1,,
5.9994,2,,l1,,
6.59934,2,w3,,,
6.59934,1,w3,,,
6.69933,2,j3-4,,,
6.9659699999999996,1,j3-4,,,
7.6659,1,,rb0,,
7.6659,2,,lb0,,
7.76589,2,w4,,,
7.96587,1,4-1,,,
7.96587,2,4-1,,,
8.89911,2,w1,,,
8.89911,1,w1,,,
8.9991,1,j1-2,,,
8.9991,2,j1-2,,,
9.699029999999999,1,2-3,,,
9.699029999999999,2,2-3,,,
10.06566,MOT_control_all,zoom_02,,
10.06566,1,sp3-4,,,
10.06566,2,sp3-4,,,
12.49875,1,4-1,,,
12.49875,2,4-1,,,
12.59874,MOT_mc_stage_color_00,b-flash,,
12.832049999999999,1,lp1,,,
12.832049999999999,2,lp1,,,
15.365129999999999,1,j1-2,,b0,
15.365129999999999,2,j1-2,,b0,
15.365129999999999,1,,,,D20
15.365129999999999,2,,,,D20
16.43169,2,w2,,,
16.43169,1,w2,,,
16.43169,MOT_control_all,zoom_03,,
16.43169,1,2-3,,f1,
16.43169,2,2-3,,,
16.43169,1,,,,L0
16.43169,2,sort,-500,
16.665,MOT_mc_bg_black_00,b45-20,,
16.731659999999998,MOT_mc_stage_color_00,r-flash,,
16.931639999999998,1,j3-4,,,
17.364929999999998,2,w3,,,
17.39826,2,3-4,,,
17.46492,1,,l1,,
17.764889999999998,1,4-1,,,
18.3315,2,w4,,,
18.3315,1,1-2,lb0,,
18.83145,1,j2-3,,,
19.364729999999998,1,3-4,,,
19.364729999999998,2,4-1,,,
20.164649999999998,1,4-1,r1,,
20.29797,2,w1,,,
20.53128,1,1-2,,,
21.06456,1,sj2,,,
21.397859999999998,1,2-3,rb0,,
22.16445,1,sp3-4,,,
22.76439,1,j4-1,,,
22.76439,2,1-2,,,
23.29767,1,1-2,l1,,
23.29767,2,2-3,r1,,
24.230909999999998,2,w3,,,
24.230909999999998,1,w2,,,
24.29757,1,2-3,lb0,,
24.29757,2,3-4,rb0,,
24.36423,MOT_mc_stage_color_00,r-flash,,
24.630869999999998,1,3-4,,,
25.09749,1,,r1,,
25.09749,2,,l1,,
25.230809999999998,2,w4,,,
25.56411,1,w4,,,
25.864079999999998,1,4-1,rb0,,
25.864079999999998,2,,lb0,,
26.464019999999998,1,j1-2,,,
27.063959999999998,1,2-3,l1,,
27.063959999999998,2,4-1,r1,,
27.79722,1,3-4,lb0,,
27.79722,2,1-2,rb0,,
28.26384,1,j4-1,,,
28.730459999999997,2,w2,,,
28.930439999999997,1,1-2,,,
28.930439999999997,2,2-3,,,
29.26374,1,sp2-3,,,
29.76369,1,j3-4,,,
29.76369,2,3-4,,,
30.363629999999997,1,4-1,l1,,
30.43029,MOT_mc_stage_color_00,b-flash,,
30.69693,2,w4,,,
30.763589999999997,1,1-2,,,
31.19688,1,2-3,lb0,,
31.19688,2,4-1,,,
31.730159999999998,1,hj3,,,
31.730159999999998,2,hj1,,,
31.763489999999997,MOT_mc_stage_color_00,b-flash,,
32.3301,1,lp3,,,
32.96337,2,w1,,,
33.463319999999996,1,3-4,,b0,
33.463319999999996,1,,,,D20
33.496649999999995,MOT_control_all,zoom_04,,
33.52998,MOT_mc_stage_color_00,b-flash,,
33.79662,1,4-1,,,
33.79662,2,1-2,,,
34.16325,1,j1-2,,,
34.16325,2,j2-3,,,
34.56321,1,2-3,,,
34.56321,2,3-4,,,
34.663199999999996,MOT_mc_stage_color_00,b-flash,,
35.02983,1,3-4,,,
35.02983,2,4-1,,,
35.22981,MOT_mc_stage_color_00,r-flash,,
35.496449999999996,MOT_mc_bg_black_00,b20-65,,
35.496449999999996,MOT_control_all,zoom_05,,
35.496449999999996,1,4-1,,,
35.496449999999996,2,1-2,,f1,
35.496449999999996,2,,,,L0
35.496449999999996,1,sort,-500,
35.59644,MOT_mc_stage_color_00,y-flash,,
35.896409999999996,2,2-3,,,
36.329699999999995,2,,r1,,
36.42969,1,w1,,,
36.82965,2,3-4,,,
37.22961,1,1-2,,,
37.22961,2,j4-1,,,
37.69623,2,1-2,rb0,,
38.16285,1,w2,,,
38.29617,1,2-3,,,
38.29617,2,2-3,,,
39.22941,2,w3,,,
39.22941,1,w3,,,
39.26274,2,3-4,,,
39.596039999999995,2,4-1,,,
39.962669999999996,2,,r1,,
40.29597,1,3-4,,,
40.29597,2,1-2,rb0,,
40.69593,1,4-1,,,
40.69593,2,j2-3,,,
41.229209999999995,2,,l1,,
41.595839999999995,2,3-4,,,
41.629169999999995,1,w1,,,
42.06246,1,1-2,,,
42.06246,2,4-1,lb0,,
42.9957,2,w1,,,
42.9957,1,w2,,,
43.09569,1,2-3,l1,,
43.09569,2,1-2,r1,,
43.12902,MOT_mc_stage_color_00,y-flash,,
43.49565,1,,lb0,,
43.49565,2,2-3,rb0,,
43.995599999999996,2,3-4,,,
44.028929999999995,1,w3,,,
44.795519999999996,1,3-4,r1,,
44.795519999999996,2,4-1,l1,,
45.3288,2,j1-2,,,
45.72876,1,w4,,,
45.89541,1,4-1,rb0,,
45.89541,2,2-3,lb0,,
46.36203,1,1-2,,,
46.36203,2,3-4,r1,,
46.69533,2,j4-1,,,
47.19528,1,2-3,,,
47.19528,2,1-2,,,
47.728559999999995,2,2-3,,,
48.128519999999995,1,w3,,,
48.128519999999995,2,3-4,rb0,,
48.59514,2,j4-1,,,
49.16175,2,j1-2,,,
49.79502,2,2-3,,,
49.89501,MOT_mc_stage_color_00,b-flash,,
50.161649999999995,1,3-4,,,
50.161649999999995,2,3-4,,,
50.69493,MOT_mc_stage_color_00,b-flash,,
50.72826,1,hj4,,,
50.72826,2,hj4,,,
51.394859999999994,2,lp4,,,
51.96147,1,w4,,,
52.494749999999996,2,4-1,,b0,
52.494749999999996,2,,,,D20
52.82805,MOT_mc_bg_black_00,b65-20,,
52.82805,MOT_control_all,zoom_06,,
52.82805,1,4-1,,f1,
52.82805,2,1-2,,,
52.82805,1,,,,L0
52.82805,2,sort,-500,
52.86138,MOT_mc_stage_color_00,b-flash,,
53.26134,1,,r1,,
53.761289999999995,2,w2,,,
53.761289999999995,1,w1,,,
53.827949999999994,1,j1-2,,,
54.594539999999995,1,2-3,,,
54.594539999999995,2,2-3,,,
55.09449,1,,rb0,,
55.427789999999995,1,3-4,,,
55.52778,2,w3,,,
56.09439,1,sp4-1,,,
56.09439,2,3-4,,,
56.561009999999996,1,hj1,,,
56.69433,MOT_mc_stage_color_00,y-flash,,
57.027629999999995,2,w4,,,
57.794219999999996,1,w1,,,
57.92754,MOT_control_all,zoom_07,,
57.92754,1,1-2,,b0,
57.92754,2,4-1,,f1,
57.92754,1,,,,D20
57.92754,2,,,,L0
57.92754,1,sort,-500,
57.96087,MOT_mc_bg_black_00,b20-65,,
57.9942,MOT_mc_stage_color_00,b-flash,,
58.49415,2,j1-2,,,
58.86078,1,w2,,,
59.060759999999995,2,2-3,,,
59.827349999999996,2,3-4,,,
60.327299999999994,2,sp4-1,,,
60.96057,2,1-2,,,
61.460519999999995,1,2-3,,,
61.460519999999995,2,2-3,,,
61.9938,2,hj3,,,
62.09379,MOT_mc_stage_color_00,r-flash,,
62.39376,1,w3,,,
62.89371,2,3-4,l1,,
63.22701,2,,l2,,
63.560309999999994,2,4-1,,,
63.960269999999994,1,3-4,,,
63.960269999999994,2,1-2,lb1,,
64.89350999999999,2,w2,,,
64.89350999999999,1,w4,,,
64.92684,2,hj2,,,
65.82675,MOT_mc_stage_color_00,b-flash,,
65.86008,1,4-1,,,
65.86008,2,2-3,lb0,,
66.79332,2,w3,,,
66.79332,1,w1,,,
66.82665,MOT_mc_bg_black_00,b65-20,,
66.82665,MOT_control_all,zoom_08,,
66.82665,1,1-2,,f1,
66.82665,2,3-4,,b0,
66.82665,1,,,,L0
66.82665,2,,,,D20
66.82665,2,sort,-500,
66.85998,MOT_mc_stage_color_00,r-flash,,
67.25994,1,2-3,,,
67.55991,1,j3-4,,,
67.75989,2,w4,,,
68.05986,1,4-1,,,
68.82645,1,j1-2,,,
68.82645,2,4-1,,,
69.22641,1,2-3,,,
69.55971,1,3-4,l1,,
69.75968999999999,2,w1,,,
69.95967,1,4-1,,,
70.49295,1,hj1,,,
70.49295,2,1-2,,,
71.22621,1,1-2,lb0,,
71.22621,2,2-3,,,
71.3262,MOT_mc_stage_color_00,r-flash,,
71.69283,1,lp2,,,
72.15944999999999,2,w3,,,
72.79272,MOT_mc_bg_black_00,b20-65,,
72.79272,MOT_control_all,zoom_09,,
72.79272,1,2-3,,b0,
72.79272,2,3-4,,f1,
72.79272,1,,,,D20
72.79272,2,,,,L0
72.79272,1,sort,-500,
72.82605,MOT_mc_stage_color_00,b-flash,,
73.22601,2,j4-1,,,
73.72596,1,w3,,,
73.85928,2,1-2,,,
74.42589,2,j2-3,,,
74.49255,MOT_mc_stage_color_00,y-flash,,
74.59254,1,j3-4,,,
74.75918999999999,MOT_mc_stage_color_00,r-flash,,
75.22581,MOT_control_all,zoom_10,,
75.22581,1,4-1,,f1,
75.22581,2,3-4,,b0,
75.22581,1,,,,L0
75.22581,2,,,,D20
75.22581,2,sort,-500,
75.25914,MOT_mc_bg_black_00,b65-20,,
75.29247,MOT_mc_stage_color_00,b-flash,,
75.59244,1,j1-2,,,
76.02573,1,2-3,,,
76.15905,2,w4,,,
76.39236,MOT_mc_stage_color_00,y-flash,,
76.39236,1,j3-4,,,
76.55901,2,j4-1,,,
76.62567,MOT_mc_stage_color_00,r-flash,,
77.12562,MOT_mc_bg_black_00,b20-45,,
77.12562,MOT_control_all,zoom_11,,
77.12562,1,4-1,,,
77.12562,2,1-2,,f1,
77.12562,2,,,,L0
77.15894999999999,MOT_mc_stage_color_00,b-flash,,
77.49225,1,1-2,,,
77.49225,2,2-3,,,
77.92554,1,j2-3,,,
77.92554,2,j3-4,,,
78.05886,MOT_mc_stage_color_00,y-flash,,
78.49215,1,sp3-4,,,
78.49215,2,sp4-1,,,
78.9921,1,4-1,,,
78.9921,2,1-2,,,
79.05875999999999,MOT_mc_stage_color_00,b-flash,,
79.29207,1,lp1,,,
79.29207,2,lp2,,,
79.75869,1,1-2,,,
79.75869,2,2-3,,,
79.79202,MOT_mc_bg_black_00,b45-20,,
79.85867999999999,MOT_mc_stage_color_00,r-flash,,
80.12532,1,2-3,l1,,
80.12532,2,3-4,r1,,
80.42528999999999,1,3-4,,,
80.42528999999999,2,4-1,,,
80.62527,MOT_control_all,zoom_12,,
80.79191999999999,1,sp4-1,,,
80.79191999999999,2,sp1-2,,,
81.42519,2,j2-3,,,
81.62517,MOT_mc_stage_color_00,b-flash,,
81.75849,1,j1-2,,,
82.49175,2,w3,,,
82.72506,1,2-3,,b0,
82.72506,2,3-4,,b0,
82.72506,1,,,,D20
82.72506,2,,,,D20
82.75838999999999,MOT_mc_bg_black_00,b20-80,,
82.85838,MOT_mc_stage_color_00,y-flash,,
83.05836,1,3-4,lb0,,
83.05836,2,4-1,rb0,,
83.15835,MOT_mc_stage_color_00,b-flash,,
83.39166,1,4-1,r1,,
83.39166,2,1-2,l1,,
83.45832,MOT_mc_stage_color_00,r-flash,,
83.72496,1,j1-2,,,
83.72496,2,j2-3,,,
83.79162,MOT_mc_stage_color_00,b-flash,,
84.15825,MOT_control_all,zoom_13,,
84.15825,1,2-3,,f1,
84.15825,2,3-4,,f1,
84.15825,1,,,,L0
84.15825,2,,,,L0
84.22491,MOT_mc_stage_color_00,y-flash,,
84.62487,MOT_mc_bg_black_00,b80-0,,
84.62487,1,3-4,rb0,,
84.62487,2,4-1,lb0,,
84.6582,MOT_mc_stage_color_00,b-flash,,
85.22480999999999,1,4-1,r1,,
85.22480999999999,2,1-2,l1,,
85.55811,1,,r2,,
85.55811,2,,l2,,
85.65809999999999,MOT_mc_stage_color_00,r-flash,,
86.09138999999999,1,1-2,,,
86.09138999999999,2,2-3,,,
86.45801999999999,1,j2-3,,,
86.82464999999999,2,j3-4,,,
87.35793,1,3-4,rb1,,
87.35793,2,4-1,lb1,,
88.29117,2,w1,,,
88.29117,1,w4,,,
88.35782999999999,1,4-1,,,
88.35782999999999,2,1-2,,,
88.45782,MOT_mc_stage_color_00,b-flash,,
88.6578,1,1-2,,,
88.6578,2,2-3,,,
88.9911,2,3-4,,,
89.3244,1,2-3,,,
89.69103,1,3-4,,,
89.69103,2,4-1,,,
90.15764999999999,1,4-1,rb0,,
90.15764999999999,2,1-2,lb0,,
90.49095,1,lp1,,,
90.49095,2,lp2,,,
91.05756,1,1-2,,,
91.05756,2,2-3,,,
91.22421,MOT_mc_stage_color_00,b-flash,,
91.9908,2,w3,,,
91.9908,1,w2,,,
92.15745,MOT_control_all,zoom_14,,
92.15745,1,2-3,,,
92.15745,2,,,b0,
92.15745,2,,,,D20
92.22411,MOT_mc_stage_color_00,y-flash,,
92.52408,1,j3-4,,,
92.62406999999999,MOT_mc_stage_color_00,r-flash,,
93.05736,MOT_control_all,zoom_15,,
93.05736,1,,,b0,
93.05736,2,3-4,,f1,
93.05736,1,,,,D20
93.05736,2,,,,L0
93.15735,MOT_mc_stage_color_00,y-flash,,
93.49065,2,j4-1,,,
93.55731,MOT_mc_stage_color_00,r-flash,,
93.59064,1,w4,,,
93.95727,MOT_control_all,zoom_16,,
93.95727,1,4-1,,f1,
93.95727,2,,,b0,
93.95727,1,,,,L0
93.95727,2,,,,D20
94.02393,MOT_mc_stage_color_00,y-flash,,
94.3239,1,1-2,,,
94.49055,MOT_mc_stage_color_00,r-flash,,
94.55721,2,w1,,,
94.72386,MOT_control_all,zoom_17,,
94.72386,1,,,b0,
94.72386,2,1-2,,f1,
94.72386,1,,,,D20
94.72386,2,,,,L0
94.92384,MOT_mc_stage_color_00,y-flash,,
95.05716,2,2-3,,,
95.25713999999999,1,w2,,,
95.39045999999999,2,j3-4,,,
95.55711,MOT_mc_stage_color_00,r-flash,,
95.9904,MOT_control_all,zoom_18,,
95.9904,1,2-3,,f1,
95.9904,1,,,,L0
96.05705999999999,MOT_mc_stage_color_00,b-flash,,
96.25703999999999,2,4-1,,,
96.55700999999999,1,3-4,,,
96.55700999999999,2,1-2,,,
96.89031,1,4-1,,,
96.89031,2,2-3,,,
97.29026999999999,1,sp1-2,,,
97.29026999999999,2,sp3-4,,,
97.75689,1,hj2,,,
97.75689,2,hj4,,,
97.79021999999999,MOT_mc_bg_black_00,b0-45,,
97.79021999999999,MOT_control_all,zoom_19,,
97.82355,MOT_mc_stage_color_00,y-flash,,
98.45682,1,2-3,,,
98.45682,2,4-1,,,
98.79012,1,j3-4,,,
98.79012,2,j1-2,,,
98.85678,MOT_mc_stage_color_00,b-flash,,
99.15675,1,lp4,,,
99.15675,2,lp2,,,
99.6567,MOT_mc_bg_black_00,b45-0,,
99.6567,MOT_control_all,zoom_20,,
99.6567,1,j4-1,,,
99.6567,2,j2-3,,,
99.72336,MOT_mc_stage_color_00,r-flash,,
100.08999,1,lp1,,,
100.08999,2,lp3,,,
100.58994,1,1-2,,,
100.58994,2,3-4,,,
101.35652999999999,1,2-3,,,
101.35652999999999,2,4-1,,,
101.9898,1,,r1,,
101.9898,2,,l1,,
102.28976999999999,2,w1,,,
102.28976999999999,1,w3,,,
102.52308,1,,r2,,
102.52308,2,,l2,,
103.45631999999999,1,3-4,,,
103.45631999999999,2,1-2,,,
103.55631,MOT_mc_stage_color_00,b-flash,,
103.78962,1,,rb1,,
103.78962,2,,lb1,,
104.08959,1,4-1,,,
104.08959,2,2-3,,,
104.42289,1,1-2,,,
104.42289,2,3-4,,,
104.75618999999999,1,,r2,,
104.75618999999999,2,,l2,,
105.08949,1,2-3,,,
105.08949,2,4-1,,,
105.45612,1,3-4,rb1,,
105.45612,2,1-2,lb1,,
105.98939999999999,1,4-1,,,
105.98939999999999,2,2-3,,,
106.38936,1,1-2,rb0,,
106.38936,2,3-4,lb0,,
106.45602,MOT_mc_stage_color_00,r-flash,,
106.95597,MOT_control_all,zoom_21,,
106.95597,1,2-3,,,
106.95597,2,,,b0,
106.95597,2,,,,D20
106.9893,MOT_mc_stage_color_00,y-flash,,
107.28927,MOT_mc_stage_color_00,b-flash,,
107.28927,1,j3-4,,,
107.3226,2,w4,,,
107.85588,MOT_control_all,zoom_22,,
107.85588,1,,,b0,
107.85588,2,4-1,,f1,
107.85588,1,,,,D20
107.85588,2,,,,L0
107.95586999999999,MOT_mc_stage_color_00,r-flash,,
108.15585,2,1-2,,,
108.35583,1,w4,,,
108.35583,MOT_control_all,zoom_23,,
108.38915999999999,MOT_mc_stage_color_00,y-flash,,
108.38915999999999,1,4-1,,f1,
108.38915999999999,1,,,,L0
108.6558,2,2-3,,,
109.08909,1,1-2,,,
109.08909,2,3-4,,,
109.6557,1,2-3,l1,,
109.6557,2,4-1,r1,,
109.72236,MOT_mc_stage_color_00,b-flash,,
109.98899999999999,2,j1-2,,,
110.15565,MOT_mc_stage_color_00,y-flash,,
110.45562,1,j3-4,,,
110.55561,MOT_mc_stage_color_00,b-flash,,
111.05556,2,w2,,,
111.05556,1,4-1,lb0,,
111.05556,2,2-3,rb0,,
111.15554999999999,MOT_mc_stage_color_00,y-flash,,
111.9888,2,w3,,,
111.9888,1,w1,,,
112.58874,MOT_control_all,zoom_24,,
112.58874,1,1-2,,,
112.58874,2,,,b0,
112.58874,2,,,,D20
112.58874,2,sort,-500,
112.68872999999999,MOT_mc_stage_color_00,b-flash,,
112.95537,1,2-3,,,
113.38866,1,3-4,r1,,
113.82195,1,4-1,,,
113.82195,2,3-4,,,
113.95527,MOT_mc_stage_color_00,y-flash,,
114.25524,1,1-2,rb0,,
114.72185999999999,MOT_control_all,zoom_25,,
114.72185999999999,1,j2-3,,b0,
114.72185999999999,2,4-1,,f1,
114.72185999999999,1,,,,D20
114.72185999999999,2,,,,L0
114.72185999999999,1,sort,-500,
114.85517999999999,MOT_mc_stage_color_00,r-flash,,
115.65509999999999,2,w1,,,
115.68843,1,j3-4,,,
115.68843,2,j1-2,,,
115.92174,MOT_mc_stage_color_00,b-flash,,
116.38835999999999,2,2-3,,,
116.655,1,4-1,,,
116.655,2,j3-4,,,
116.88830999999999,MOT_mc_stage_color_00,y-flash,,
117.32159999999999,2,4-1,,,
117.58824,1,w1,,,
117.6549,1,j1-2,,,
117.6549,2,j1-2,,,
117.85488,MOT_mc_stage_color_00,b-flash,,
118.3215,MOT_control_all,zoom_26,,
118.3215,1,2-3,,f1,
118.3215,1,,,,L0
118.6548,1,3-4,,,
118.6548,2,2-3,,,
118.72146,MOT_mc_stage_color_00,r-flash,,
119.22140999999999,1,4-1,,,
119.22140999999999,2,3-4,,,
119.58803999999999,1,1-2,r1,,
119.58803999999999,2,4-1,l1,,
119.68803,MOT_mc_stage_color_00,y-flash,,
120.05466,1,2-3,,,
120.05466,2,1-2,,,
120.45461999999999,1,j3-4,,,
120.45461999999999,2,j2-3,,,
120.58793999999999,MOT_mc_stage_color_00,r-flash,,
120.92124,1,lp4,,,
120.92124,2,lp3,,,
121.38785999999999,1,4-1,,,
121.38785999999999,2,3-4,,,
121.48785,MOT_mc_stage_color_00,y-flash,,
122.02113,1,1-2,rb0,,
122.02113,2,4-1,lb0,,
122.35443,MOT_control_all,zoom_27,,
122.45442,1,sp2-3,,,
122.45442,2,sp1-2,,,
122.52108,MOT_mc_stage_color_00,r-flash,,
124.3209,1,hj3,,,
124.3209,2,hj2,,,
124.38756,MOT_mc_stage_color_00,b-flash,,
125.18748,1,3-4,,b0,
125.18748,2,2-3,,b0,
125.18748,1,,,,D20
125.18748,2,,,,D20
126.12071999999999,2,w3,,,
126.12071999999999,1,w4,,,
