time,lyrics,size
0.00 ,,
7.683 ,Do you understand??!!,
9.93 ,We're We're We're セクシーギャルズ×2,
16.09 ,We're We're We're セクシーギャルズ×2,
22.505 ,振り向かれたことは　数えきれないわ,
28.833 ,男の子達の視線いなして　By×3,
35.100 ,イメージ通りの　被写体になるの,
41.683 ,褒め言葉と誘い文句の雨を　ジョークで弾いて,
49.45 ,狙うタブロイド　迫るVIP　No×3 頼らない,
54.583,It's my style,
55.917,アガる知名度よりもラウドなStageキメたい,
60.913,Here we go! Shout×3,
63.933,何度も聞かせて　Hot×3,
66.483,浴びたいシャワーは「Sexy!」,
69.750,心も身体もG.A.L,
73.300,マセた女子の最強形態,
77.967,Listen! Listen!,
79.350,華麗に仕上げた Make-up,
82.500,街ごと振り向け　Go crazy,
86.183,派手なウワサがドレスコード,
89.467,「Gossip Club」Every Night Open,
92.133,今夜も纏うの「Sexy!」,
95.312,生まれた時からG.A.L,
98.85,振り回されるのがいいんでしょ?!,
103.45,ゾクゾクさせるよ　きわどいスキンシップ,
108.10,世界中がハマる　ハイスペックギャルズ,
111.650,派手なウワサが飛び交うここは,
115.083,「Gossip Club」Every Night Open,
117.645,You're on fleek!!!,
121.417,,
124.083,Give me more Shower Shower!　シャッシャッシャ,
126.233,Shower Shower!　シャッシャッシャ,
128.086,Shower Shower!　シャッシャッシャ,
129.410,WHOOO!!!,
132.517,,
