time,lyrics,size
0.00 ,,
2.67 ,泣くのは自分次第,
5.54 ,笑うのも自分次第,
8.35 ,さぁどうすンのか決めな...,
16.86 ,,
25.31 ,BREEZE...深呼吸でキミが育つ,
30.03 ,60兆の細胞が,
32.94 ,上向いて背伸びする,
36.29 ,絶望...それは弱虫の言い訳,
41.38 ,瑠璃色の宇宙（そら）と地球に,
44.20 ,キミひとりなんてわけないさ,
49.29 ,EVERYDAY EVERYNIGHT 止まらない鼓動,
52.93 ,それは明日への証拠,
54.99 ,ANYTIME ANYWHERE チャンスは待ってる,
58.627712,目印がないってだけさ,
63.620687,生きいそげ　遅れるな,
66.055685,臆するな,
67.498647,「もうヤメるな ! 」,
69.941844,背中押してアゲル　蹴ってアゲル　キミを好きでいてアゲル,
75.95965,それでもひとりって言うなら 「バカヤローっ ! 」てぶってアゲル,
81.403551,ねぇ　キミといるだけで,
84.158297,なんか　遺伝子が笑う,
86.970432,絆なんてもんは今更,
90.233493,言わなくていいから,
93.086622,ちゃんとわかっているから,
95.939751,ギュッとギュッとギュッとギュッと,
98.366551,握った手ェつないで行こう !,
107.229287,,
