id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,538,0,0
2,0,91,,,,0,0
3,2.823529,1,2,2,0,0,0
4,3,1,3,3,0,0,0
5,3.352941,1,2,2,0,0,0
6,3.705882,1,3,3,0,0,0
7,4.058824,1,2,2,0,0,0
8,4.411765,1,3,3,0,0,0
9,4.764706,1,2,2,0,0,0
10,4.941176,1,4,4,0,0,0
11,5.294118,1,3,3,0,0,0
12,5.470588,1,2,2,0,0,0
13,5.647059,1,3,3,0,0,0
14,5.823529,1,4,4,0,0,0
15,6.176471,1,3,3,0,0,0
16,6.529412,1,4,4,0,0,0
17,6.882353,1,3,3,0,0,0
18,7.235294,1,4,4,0,0,0
19,7.588235,1,3,3,0,0,0
20,7.764706,1,3,5,0,0,0
21,8.117647,1,5,4,0,0,0
22,8.294118,1,5,3,0,0,0
23,8.470588,1,5,5,0,1,0
24,8.470588,1,5,2,0,1,0
25,9.176471,2,3,5,0,0,0
26,9.705882,2,3,5,0,0,0
27,9.882353,2,3,4,0,1,0
28,9.882353,1,3,1,0,1,0
29,10.411765,2,3,4,0,0,0
30,10.588235,2,3,2,0,0,0
31,11.117647,2,3,2,0,0,0
32,11.294118,1,2,3,0,1,0
33,11.294118,1,2,1,0,1,0
34,12.176471,1,2,3,0,0,0
35,12.352941,1,2,3,0,0,0
36,12.705882,2,2,1,0,0,0
37,14.117647,2,2,1,0,1,0
38,14.117647,1,4,5,0,1,0
39,14.294118,1,4,5,0,0,0
40,14.470588,1,3,1,0,0,0
41,14.647059,1,5,4,0,0,0
42,15,1,5,4,0,0,0
43,15.176471,1,3,1,0,0,0
44,15.352941,1,4,3,0,0,0
45,15.705882,1,4,3,0,0,0
46,15.882353,1,3,1,0,0,0
47,16.058824,1,4,3,0,0,0
48,16.235294,1,3,2,0,0,0
49,16.588235,1,3,1,0,0,0
50,16.941176,1,4,5,0,0,0
51,17.117647,1,4,5,0,0,0
52,17.294118,1,3,1,0,0,0
53,17.470588,1,5,4,0,0,0
54,17.823529,1,5,4,0,0,0
55,18,1,3,1,0,0,0
56,18.176471,1,4,3,0,0,0
57,18.529412,1,4,3,0,0,0
58,18.705882,1,3,1,0,0,0
59,18.882353,1,4,3,0,0,0
60,19.058824,1,3,2,0,0,0
61,19.411765,1,3,1,0,0,0
62,19.764706,1,4,5,0,0,0
63,19.941176,1,4,5,0,0,0
64,20.117647,1,3,1,0,0,0
65,20.294118,1,1,2,0,0,0
66,20.647059,1,1,2,0,0,0
67,20.823529,1,3,1,0,0,0
68,21,1,2,3,0,0,0
69,21.352941,1,2,3,0,0,0
70,21.529412,1,3,1,0,0,0
71,21.705882,1,3,4,0,0,0
72,22.058824,1,3,4,0,0,0
73,22.235294,1,3,1,0,0,0
74,22.411765,1,3,4,0,0,0
75,22.588235,1,2,3,2,0,3
76,22.632353,1,2,4,2,0,3
77,22.764706,1,3,2,1,0,4
78,22.808824,1,3,1,1,0,4
79,22.941176,1,3,4,2,0,5
80,22.985294,1,3,5,2,0,5
81,23.117647,1,4,3,1,0,6
82,23.161765,1,4,2,1,0,6
83,24,1,2,3,2,0,7
84,24.044118,1,2,4,2,0,7
85,24.176471,1,3,2,1,0,8
86,24.220588,1,3,1,1,0,8
87,24.352941,1,3,4,2,0,9
88,24.397059,1,3,5,2,0,9
89,24.529412,1,4,3,1,0,10
90,24.573529,1,4,2,1,0,10
91,25.411765,2,1,2,0,0,0
92,26.117647,2,1,2,0,0,0
93,26.294118,1,1,2,0,0,0
94,26.647059,1,1,2,0,0,0
95,26.823529,2,2,1,0,0,0
96,27.176471,2,2,1,0,0,0
97,27.352941,1,2,1,0,0,0
98,27.529412,1,3,4,0,0,0
99,27.882353,1,3,4,0,0,0
100,28.058824,1,3,2,0,0,0
101,28.235294,1,3,1,0,0,0
102,28.588235,1,1,2,0,0,0
103,28.764706,2,1,2,0,0,0
104,29.647059,2,1,2,0,0,0
105,30.176471,1,3,2,0,0,0
106,30.352941,1,4,5,0,0,0
107,30.529412,1,4,5,0,0,0
108,30.705882,1,3,4,0,0,0
109,30.882353,1,3,2,0,0,0
110,31.058824,1,3,4,0,0,0
111,31.411765,1,3,4,0,0,0
112,31.588235,1,3,4,0,0,0
113,31.941176,1,3,4,0,0,0
114,32.117647,1,4,5,0,0,0
115,32.294118,1,3,5,0,0,0
116,32.470588,1,3,2,0,0,0
117,33,1,3,2,0,0,0
118,33.176471,1,3,2,0,0,0
119,33.529412,1,3,4,0,0,0
120,33.705882,1,4,5,0,0,0
121,33.882353,1,3,5,0,0,0
122,34.235294,1,5,4,0,0,0
123,34.411765,1,5,4,0,0,0
124,34.764706,1,3,2,0,0,0
125,34.941176,1,2,1,0,0,0
126,35.294118,2,1,2,0,0,0
127,35.823529,2,1,2,0,0,0
128,36.352941,1,3,1,0,0,0
129,36.705882,2,3,5,0,0,0
130,37.058824,1,3,3,0,0,0
131,37.411765,2,3,5,0,0,0
132,37.588235,1,4,5,0,0,0
133,37.764706,1,4,5,0,1,0
134,37.764706,1,3,3,0,1,0
135,37.941176,1,4,5,0,0,0
136,38.117647,2,3,2,0,0,0
137,38.470588,2,3,2,0,1,0
138,38.470588,1,3,3,0,1,0
139,38.647059,1,3,2,0,0,0
140,38.823529,1,3,5,0,0,0
141,39.176471,1,5,4,0,1,0
142,39.176471,1,3,3,0,1,0
143,39.352941,1,3,2,0,0,0
144,39.529412,1,2,1,0,0,0
145,39.882353,1,3,3,0,1,0
146,39.882353,1,3,4,0,1,0
147,40.058824,2,4,5,0,0,0
148,40.588235,1,3,3,0,0,0
149,40.941176,2,4,5,0,0,0
150,41.294118,1,3,3,0,0,0
151,41.470588,1,3,2,0,0,0
152,41.647059,1,4,5,0,0,0
153,41.823529,1,5,4,0,0,0
154,42,1,3,2,0,1,0
155,42,1,3,3,0,1,0
156,42.176471,1,2,1,0,0,0
157,42.352941,1,1,2,0,0,0
158,42.705882,1,2,1,0,1,0
159,42.705882,1,3,3,0,1,0
160,42.882353,1,1,2,0,0,0
161,43.235294,1,2,1,0,0,0
162,43.411765,1,1,2,0,1,0
163,43.411765,1,3,3,0,1,0
164,43.588235,1,3,4,0,0,0
165,43.764706,1,3,2,0,0,0
166,44.117647,1,3,3,0,0,0
167,44.294118,1,3,2,0,0,0
168,44.470588,1,3,2,0,0,0
169,44.647059,1,3,4,0,0,0
