0.03333,MOT_mc_bg_black_00,seat100-0,,
3.06636,MOT_mc_bg_black_00,b80-65,,
3.5663099999999996,MOT_mc_speaker_00,temp4,,
3.5663099999999996,1,sj1,,,
3.5663099999999996,2,sj1,,,
3.5663099999999996,3,sj1,,,
3.5663099999999996,4,sj1,,,
3.5663099999999996,5,sj1,,,
4.06626,5,w1,,,
4.06626,4,w1,,,
4.06626,3,w1,,,
4.06626,2,w1,,,
4.06626,1,w1,,,
4.56621,1,1-2,,,
4.899509999999999,2,1-2,,,
4.899509999999999,3,1-2,,,
5.23281,4,1-2,,,
5.23281,5,1-2,,,
5.4994499999999995,1,w2,,,
5.83275,3,w2,,,
5.83275,2,w2,,,
6.166049999999999,5,w2,,,
6.166049999999999,4,w2,,,
6.166049999999999,1,2-3,,,
6.166049999999999,2,2-3,,,
6.166049999999999,3,2-3,,,
6.166049999999999,4,2-3,,,
6.166049999999999,5,2-3,,,
6.9993,4,3-4,,,
7.09929,5,w3,,,
7.09929,3,w3,,,
7.09929,2,w3,,,
7.09929,1,w3,,,
7.232609999999999,2,3-4,,,
7.49925,1,3-4,,,
7.79922,3,3-4,,,
7.9325399999999995,4,w4,,,
8.13252,5,3-4,,,
8.165849999999999,2,w4,,,
8.43249,1,w4,,,
8.73246,3,w4,,,
8.93244,1,j4-1,,,
8.93244,2,j4-1,,,
8.93244,3,j4-1,,,
8.93244,4,j4-1,,,
8.93244,5,j4-1,,,
9.6657,1,1-2,,,
9.6657,2,1-2,,,
9.6657,3,1-2,,,
9.6657,4,1-2,,,
9.6657,5,1-2,,,
10.598939999999999,5,w2,,,
10.598939999999999,4,w2,,,
10.598939999999999,3,w2,,,
10.598939999999999,2,w2,,,
10.598939999999999,1,w2,,,
10.6656,1,2-3,,f1,
10.6656,2,2-3,,,
10.6656,3,2-3,,,
10.6656,4,2-3,,,
10.6656,5,2-3,,,
10.698929999999999,MOT_mc_stage_color_00,r-flash,,
10.698929999999999,2,,,,D20
10.698929999999999,3,,,,D20
10.698929999999999,4,,,,D20
10.698929999999999,5,,,,D20
11.59884,5,w3,,,
11.59884,4,w3,,,
11.59884,3,w3,,,
11.59884,2,w3,,,
11.59884,1,w3,,,
11.76549,1,3-4,,,
12.032129999999999,1,,l1,,
12.29877,1,4-1,,,
13.232009999999999,1,w1,,,
13.89861,1,1-2,,,
13.89861,2,lp3,,,
13.89861,3,lp3,,,
13.89861,4,lp3,,,
13.89861,5,lp3,,,
14.69853,1,j2-3,,,
15.765089999999999,1,w3,,,
15.83175,1,3-4,,,
15.83175,2,3-4,,,
15.83175,3,3-4,,,
15.83175,4,3-4,,,
15.83175,5,3-4,,,
16.63167,1,,lb0,,
16.76499,5,w4,,,
16.76499,4,w4,,,
16.76499,3,w4,,,
16.76499,2,w4,,,
16.76499,1,w4,,,
16.9983,1,j4-1,,,
16.9983,2,4-1,,,
16.9983,3,4-1,,,
16.9983,4,4-1,,,
16.9983,5,4-1,,,
17.49825,1,1-2,,,
17.49825,2,1-2,,,
17.49825,3,1-2,,,
17.49825,4,1-2,,,
17.49825,5,1-2,,,
17.764889999999998,MOT_mc_stage_color_00,b-flash,,
18.43149,5,w2,,,
18.43149,4,w2,,,
18.43149,3,w2,,,
18.43149,2,w2,,,
18.43149,1,w2,,,
18.83145,1,2-3,,,
19.164749999999998,1,3-4,,,
19.164749999999998,2,2-3,,,
19.164749999999998,3,2-3,,,
19.49805,1,4-1,,,
19.49805,2,3-4,,,
19.49805,3,3-4,,,
19.49805,4,2-3,,,
19.49805,5,2-3,,,
20.43129,5,w3,,,
20.43129,4,w3,,,
20.43129,3,w4,,,
20.43129,2,w4,,,
20.43129,1,w1,,,
20.997899999999998,1,,r1,,
20.997899999999998,2,4-1,,,
20.997899999999998,3,4-1,,,
20.997899999999998,4,3-4,,,
20.997899999999998,5,3-4,,,
21.797819999999998,1,1-2,,,
21.797819999999998,2,lp1,,,
21.797819999999998,3,lp1,,,
21.797819999999998,4,lp4,,,
21.797819999999998,5,lp4,,,
22.73106,1,w2,,,
22.797719999999998,1,sj2,,,
23.29767,1,w2,,,
23.56431,1,2-3,,,
23.56431,2,1-2,,,
23.56431,3,1-2,,,
23.56431,4,4-1,,,
23.56431,5,4-1,,,
24.3309,1,,rb0,,
24.49755,5,w1,,,
24.49755,4,w1,,,
24.49755,3,w2,,,
24.49755,2,w2,,,
24.49755,1,w3,,,
25.09749,1,3-4,,,
25.09749,2,2-3,,,
25.09749,3,2-3,,,
25.09749,4,1-2,,,
25.09749,5,1-2,,,
25.16415,MOT_mc_stage_color_00,b-flash,,
26.03073,5,w2,,,
26.03073,4,w2,,,
26.03073,3,w3,,,
26.03073,2,w3,,,
26.03073,1,w4,,,
27.3306,MOT_mc_bg_black_00,b65-80,,
27.3306,MOT_mc_stage_color_00,b-r,,
27.3306,1,,,b0,
27.3306,1,,,,D20
27.497249999999998,4,2-3,,,
27.497249999999998,5,2-3,,,
27.663899999999998,2,3-4,,,
27.663899999999998,3,3-4,,,
27.83055,1,4-1,,,
28.23051,1,1-2,,,
28.23051,2,4-1,,,
28.23051,3,4-1,,,
28.23051,4,3-4,,,
28.23051,5,3-4,,,
28.56381,MOT_mc_bg_black_00,b80-45_2,,
28.79712,1,2-3,,f1,
28.83045,MOT_mc_stage_color_00,r-flash,,
28.83045,MOT_mc_light_up_00,l1,,
28.83045,MOT_mc_light_center_00,l1,,
28.83045,MOT_mc_light_under_00,l3,,
28.83045,1,,,,L0
29.16375,5,w4,,,
29.16375,4,w4,,,
29.16375,3,w1,,,
29.16375,2,w1,,,
29.330399999999997,1,3-4,,,
29.330399999999997,2,1-2,,,
29.330399999999997,3,1-2,,,
29.330399999999997,4,4-1,,,
29.330399999999997,5,4-1,,,
29.79702,1,j4-1,,,
30.26364,5,w1,,,
30.26364,4,w1,,,
30.26364,3,w2,,,
30.26364,2,w2,,,
30.6636,1,,l1,,
30.83025,2,2-3,,,
30.83025,3,2-3,,,
30.86358,1,w1,,,
30.9969,4,1-2,,,
30.9969,5,1-2,,,
31.330199999999998,1,,lb0,,
31.763489999999997,3,w3,,,
31.763489999999997,2,w3,,,
31.930139999999998,5,w2,,,
31.930139999999998,4,w2,,,
32.06346,1,sp1-2,,,
32.06346,2,sp3-4,,,
32.06346,3,sp3-4,,,
32.06346,4,sp2-3,,,
32.06346,5,sp2-3,,,
32.93004,1,hj2,,,
32.93004,2,4-1,,,
32.93004,3,4-1,,,
32.93004,4,3-4,,,
32.93004,5,3-4,,,
33.863279999999996,5,w4,,,
