0.03333,MOT_mc_bg_black_00,seat100-0,,
0.89991,MOT_all,cut1,,
2.26644,MOT_mc_bg_black_00,b80-65,,
2.26644,MOT_mc_stage_color_00,y-flash,,
2.26644,MOT_mc_light_under_00,l1,,
2.26644,MOT_mc_light_center_00,l1,,
2.26644,MOT_mc_light_up_00,l1,,
2.26644,MOT_mc_speaker_00,temp1,,
2.93304,MOT_mc_bg_black_00,b65-45,,
2.93304,MOT_mc_light_center_00,l2,,
2.93304,MOT_mc_light_up_00,l3,,
3.0330299999999997,1,1-2,,f1
3.0330299999999997,2,1-2,l1,
3.0330299999999997,3,1-2,r1,
3.36633,1,j2-3,,
3.79962,1,lp3,,
3.79962,2,lp2,,
3.79962,3,lp2,,
5.23281,1,3-4,,
5.23281,2,2-3,,
5.23281,3,2-3,,
5.56611,2,lp3,,
5.56611,3,lp3,,
5.63277,1,4-1,,
6.066059999999999,1,1-2,,
6.49935,1,j2-3,,
6.59934,MOT_mc_stage_color_00,y-flash,,
6.9993,1,hj3,,
6.9993,2,j3-4,,
6.9993,3,j3-4,,
7.332599999999999,2,lp4,,
7.332599999999999,3,lp4,,
7.86588,1,lp3,,
8.665799999999999,MOT_mc_stage_color_00,r-flash,,
8.73246,1,3-4,l1,
9.13242,1,lp4,,
9.53238,1,4-1,lb0,
9.96567,1,lp1,,
10.53228,1,1-2,r1,
10.53228,2,4-1,l2,
10.53228,3,4-1,r2,
10.86558,2,lp1,,
10.86558,3,lp1,,
11.13222,1,j2-3,,
12.132119999999999,1,sp3-4,rb0,
12.132119999999999,2,1-2,lb1,
12.132119999999999,3,1-2,rb1,
12.432089999999999,2,lp2,,
12.432089999999999,3,lp2,,
12.86538,1,hj4,,
13.56531,1,4-1,,
13.89861,1,j1-2,,
14.665199999999999,1,2-3,,
14.9985,1,j3-4,,
15.13182,2,j2-3,,
15.13182,3,j2-3,,
15.43179,1,lp4,,
15.49845,2,lp3,,
15.49845,3,lp3,,
15.965069999999999,1,sp4-1,,
15.965069999999999,2,sp3-4,,
15.965069999999999,3,sp3-4,,
15.965069999999999,1,,,b0
17.49825,MOT_mc_bg_black_00,b45-20,,
