time,lyrics,size
0.00 ,,
22.633,一歩前へ　踏み出すたび　変わる景色は,
27.800,いつだって進化形の　ドキドキであふれてるよ,
32.850,（Everybody Going☆　Doki Doki Dokiri☆　Many Many Starlight☆）,
38.000,一個願い　叶えるたび　輝きを増す,
43.117,キラキラの星明かりの　パノラマ見上げ進もう,
48.217,（Everybody Dreaming☆　Waku Waku Wakuri☆　Many Many Starlight☆）,
53.317,ハプニングだらけ　でもね　予定調和じゃ,
58.433,ゼッタイ出会えない　高鳴りがあるよ,
63.383,次はどんな夢　生まれるかな,
69.550,未来コンパスが指すほうへ　旅はつづく,
74.700,どんな冒険も　みんなが一緒なら大丈夫,
79.767,信じてるの　私たちのひたむきなパワーは,
85.033,この世界中を　笑顔にしちゃうよ !,
90.183,響きあった想いは終わらない　さあ行こう,
97.833,,
99.767,So Great Journey !!!,
105.500,,
