id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,638,0,0,53,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,1.724138,1,2,1,0,0,0,,80,1.724138
5,2.068966,1,4,5,0,0,0,,80,2.068966
6,2.413793,1,4,3,0,0,0,,80,2.413793
7,2.758621,2,3,2,0,0,0,,80,2.758621
8,3.103448,2,3,2,0,1,0,,80,3.103448
9,3.103448,1,3,4,0,1,0,,80,3.103448
10,3.275862,2,3,2,0,0,0,,80,3.275862
11,3.62069,2,3,2,0,0,0,,80,3.62069
12,3.965517,1,3,4,0,0,0,,80,3.965517
13,4.137931,1,4,3,0,0,0,,80,4.137931
14,4.310345,1,3,2,0,0,0,,80,4.310345
15,4.482759,1,2,3,0,0,0,,80,4.482759
16,4.655172,2,3,4,0,0,0,,80,4.655172
17,5,2,3,4,0,0,0,,80,5
18,5.344828,1,4,3,0,0,0,,80,5.344828
19,5.517241,1,2,1,0,0,0,,80,5.517241
20,5.862069,1,1,2,0,0,0,,80,5.862069
21,6.034483,1,2,3,0,0,0,,80,6.034483
22,6.37931,1,3,4,0,0,0,,80,6.37931
23,6.724138,1,4,3,0,0,0,,80,6.724138
24,7.241379,1,3,2,0,0,0,,80,7.241379
25,7.586207,1,2,3,0,0,0,,80,7.586207
26,7.931034,1,3,4,0,0,0,,80,7.931034
27,8.275862,2,2,2,0,1,0,,,8.275862
28,8.275862,2,3,3,0,1,0,,,8.275862
29,8.793103,1,2,2,1,1,0,,,8.793103
30,8.793103,1,3,3,1,1,0,,,8.793103
31,8.965517,2,3,3,0,1,0,,,8.965517
32,8.965517,2,4,4,0,1,0,,,8.965517
33,9.482759,1,3,3,1,1,0,,,9.482759
34,9.482759,1,4,4,1,1,0,,,9.482759
35,9.655172,1,4,4,0,1,0,,,9.655172
36,9.655172,1,5,5,0,1,0,,,9.655172
37,9.827586,1,4,3,0,1,0,,,9.827586
38,9.827586,1,5,4,0,1,0,,,9.827586
39,10,1,3,2,0,1,0,,,10
40,10,1,4,3,0,1,0,,,10
41,10.172414,1,2,1,0,1,0,,,10.172414
42,10.172414,1,3,2,0,1,0,,,10.172414
43,10.905172,9,5,1,70,0,80,,50,10.905172
44,10.905172,9,5,3,70,0,81,,50,10.905172
45,10.905172,9,5,1,70,0,82,,50,10.905172
46,10.905172,9,5,3,70,0,83,,50,10.905172
47,11.034483,1,5,2,0,0,0,,,11.034483
48,11.070402,9,5,3,70,0,80,,50,11.070402
49,11.070402,9,5,3,70,0,84,,50,11.070402
50,11.077586,9,5,1,70,0,81,,50,11.077586
51,11.077586,9,5,1,70,0,84,,50,11.077586
52,11.163793,9,5,2,70,0,83,,50,11.163793
53,11.163793,9,5,2,70,0,82,,50,11.163793
54,11.25,9,1,3,68,0,334,,50,11.25
55,11.25,9,1,5,68,0,335,,50,11.25
56,11.25,9,1,3,68,0,336,,50,11.25
57,11.25,9,1,5,68,0,337,,50,11.25
58,11.37931,1,1,4,0,0,0,,,11.37931
59,11.41523,9,1,5,68,0,334,,50,11.41523
60,11.41523,9,1,5,68,0,338,,50,11.41523
61,11.422414,9,1,3,68,0,335,,50,11.422414
62,11.422414,9,1,3,68,0,338,,50,11.422414
63,11.508621,9,1,4,68,0,337,,50,11.508621
64,11.508621,9,1,4,68,0,336,,50,11.508621
65,11.594828,9,3,2,66,0,339,,50,11.594828
66,11.594828,9,3,4,66,0,340,,50,11.594828
67,11.594828,9,3,2,66,0,341,,50,11.594828
68,11.594828,9,3,4,66,0,342,,50,11.594828
69,11.724138,1,3,3,0,0,0,,,11.724138
70,11.760057,9,3,4,66,0,339,,50,11.760057
71,11.760057,9,3,4,66,0,343,,50,11.760057
72,11.767241,9,3,2,66,0,340,,50,11.767241
73,11.767241,9,3,2,66,0,343,,50,11.767241
74,11.853448,9,3,3,66,0,342,,50,11.853448
75,11.853448,9,3,3,66,0,341,,50,11.853448
76,12.068966,1,3,1,0,1,0,,,12.068966
77,12.068966,1,3,5,0,1,0,,,12.068966
78,12.241379,2,1,2,0,1,0,,,12.241379
79,12.241379,2,5,4,0,1,0,,,12.241379
80,12.413793,9,3,3,68,0,7,,60,12.413793
81,12.413793,9,1,1,70,0,51,,60,12.413793
82,12.413793,9,5,5,66,0,56,,60,12.413793
83,12.758621,1,1,2,2,1,0,,,12.758621
84,12.758621,1,5,4,1,1,0,,,12.758621
85,13.103448,9,1,5,70,0,52,,60,13.103448
86,13.103448,9,5,1,66,0,56,,60,13.103448
87,13.103448,1,4,2,0,1,0,,,13.103448
88,13.103448,1,2,4,0,1,0,,,13.103448
89,13.103448,9,1,5,70,0,51,,,13.103448
90,13.103448,9,5,1,66,0,54,,60,13.103448
91,13.275862,1,3,3,0,0,0,,,13.275862
92,13.448276,9,2,2,70,0,52,,60,13.448276
93,13.448276,9,4,4,66,0,54,,60,13.448276
94,13.448276,1,4,1,0,1,0,,,13.448276
95,13.448276,1,2,5,0,1,0,,,13.448276
96,13.448276,9,4,4,66,0,55,,60,13.448276
97,13.448276,9,2,2,70,0,53,,60,13.448276
98,13.62069,1,3,3,0,0,0,,,13.62069
99,13.78592,9,1,1,66,0,6,,60,13.78592
100,13.78592,9,5,5,70,0,8,,60,13.78592
101,13.78592,9,5,5,70,0,53,,60,13.78592
102,13.78592,9,1,1,66,0,55,,60,13.78592
103,13.793103,3,1,1,0,1,11,,,13.793103
104,13.793103,3,5,5,0,1,12,,,13.793103
105,14.137931,3,1,2,0,1,11,,,14.137931
106,14.137931,3,5,4,0,1,12,,,14.137931
107,14.310345,1,2,2,0,1,0,,,14.310345
108,14.310345,1,4,4,0,1,0,,,14.310345
109,14.482759,2,3,3,0,0,0,,,14.482759
110,15,2,3,3,0,0,0,,,15
111,15.007184,9,3,3,70,0,10,,60,15.007184
112,15.007184,9,3,3,66,0,6,,60,15.007184
113,15.007184,9,3,3,70,0,8,,60,15.007184
114,15.007184,9,3,3,66,0,9,,60,15.007184
115,15.007184,9,3,3,68,0,13,,60,15.007184
116,15.007184,9,3,3,68,0,7,,60,15.007184
117,15.344828,1,3,4,0,1,0,,,15.344828
118,15.344828,1,1,1,0,1,0,,,15.344828
119,15.517241,1,4,5,0,1,0,,,15.517241
120,15.517241,1,1,2,0,1,0,,,15.517241
