0.03333,MOT_mc_bg_black_00,seat100-0,,
2.4997499999999997,1,j1-2,,,
2.4997499999999997,2,j1-2,,,
2.4997499999999997,3,j1-2,,,
2.4997499999999997,4,j1-2,,,
2.4997499999999997,5,j1-2,,,
2.6997299999999997,MOT_mc_stage_color_00,r-flash,,
2.6997299999999997,MOT_mc_bg_black_00,b80-65,,
2.6997299999999997,MOT_mc_speaker_00,temp1,,
2.6997299999999997,MOT_mc_light_under_00,l1,,
2.73306,MOT_mc_light_up_00,l1,,
2.73306,MOT_mc_light_center_00,l1,,
2.7997199999999998,2,,,,D20
2.7997199999999998,3,,,,D20
2.7997199999999998,4,,,,D20
2.7997199999999998,5,,,,D20
2.86638,1,lp2,,,
2.86638,2,lp2,,,
2.86638,3,lp2,,,
2.86638,4,lp2,,,
2.86638,5,lp2,,,
3.83295,1,2-3,,,
3.83295,2,2-3,,,
3.83295,3,2-3,,,
3.83295,4,2-3,,,
3.83295,5,2-3,,,
4.1329199999999995,MOT_mc_stage_color_00,b-flash,,
4.16625,1,3-4,,,
4.16625,2,3-4,,,
4.16625,3,3-4,,,
4.16625,4,3-4,,,
4.16625,5,3-4,,,
4.49955,1,lp4,,,
4.49955,2,lp4,,,
4.49955,3,lp4,,,
4.49955,4,lp4,,,
4.49955,5,lp4,,,
5.23281,1,4-1,,,
5.23281,2,4-1,,,
5.23281,3,4-1,,,
5.23281,4,4-1,,,
5.23281,5,4-1,,,
5.4994499999999995,MOT_mc_stage_color_00,y-flash,,
5.5994399999999995,1,1-2,,,
5.5994399999999995,2,1-2,,,
5.5994399999999995,3,1-2,,,
5.5994399999999995,4,1-2,,,
5.5994399999999995,5,1-2,,,
5.93274,1,lp2,,,
5.93274,2,lp2,,,
5.93274,3,lp2,,,
5.93274,4,lp2,,,
5.93274,5,lp2,,,
6.6659999999999995,1,2-3,,,
6.6659999999999995,2,2-3,,,
6.6659999999999995,3,2-3,,,
6.6659999999999995,4,2-3,,,
6.6659999999999995,5,2-3,,,
6.89931,MOT_mc_stage_color_00,r-flash,,
7.032629999999999,1,j3-4,,,
7.032629999999999,2,j3-4,,,
7.032629999999999,3,j3-4,,,
7.032629999999999,4,j3-4,,,
7.032629999999999,5,j3-4,,,
7.36593,1,lp4,,,
7.36593,2,lp4,,,
7.36593,3,lp4,,,
7.36593,4,lp4,,,
7.36593,5,lp4,,,
8.03253,1,j4-1,,,
8.03253,2,j4-1,,,
8.03253,3,j4-1,,,
8.03253,4,j4-1,,,
