id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,481,0,0,0,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,1.655172,93,,,80,0,0,,,
5,3.258621,1,1,1,0,0,0,,,2.937931
6,3.310345,1,1,2,2,0,1,,,2.97931
7,3.362069,1,1,3,2,0,1,,,3.02069
8,3.724138,1,1,2,0,0,0,,,3.310345
9,4.137931,1,2,3,0,0,0,,,3.641379
10,4.551724,1,3,4,0,0,0,,,3.972414
11,4.965517,1,4,5,0,0,0,,,4.303448
12,5.844828,1,3,3,0,0,0,,,5.006897
13,5.896552,1,3,4,2,0,2,,,5.048276
14,5.948276,1,3,5,2,0,2,,,5.089655
15,6.206897,1,3,2,0,0,0,,,5.296552
16,6.62069,3,2,3,0,0,3,,,5.627586
17,6.62069,9,5,5,82,0,4,,85,5.627586
18,7.448276,3,2,4,0,0,3,,,6.289655
19,8.068966,3,4,2,0,0,3,,,6.786207
20,8.275862,9,4,4,82,0,4,,85,6.951724
21,8.275862,9,4,4,82,0,5,,85,6.951724
22,8.689655,3,3,3,0,0,3,,,7.282759
23,9.103448,1,2,1,0,0,0,,,7.613793
24,9.517241,1,3,2,0,0,0,,,7.944828
25,9.931034,9,1,1,72,0,6,,85,8.275862
26,9.931034,1,3,3,0,0,0,,,8.275862
27,10.344828,1,3,3,0,0,0,,,8.606897
28,10.758621,1,3,3,0,0,0,,,8.937931
29,11.172414,1,3,2,0,0,0,,,9.268966
30,11.586207,9,2,2,72,0,7,,85,9.6
31,11.586207,93,,,40,0,0,,,
32,11.586207,9,4,4,82,0,8,,85,9.6
33,11.586207,1,3,3,0,0,0,,,9.6
34,11.586207,9,4,4,82,0,5,,,9.6
35,11.586207,9,2,2,72,0,6,,85,9.6
36,11.896552,9,3,3,82,0,8,,85,9.724138
37,11.896552,9,3,3,72,0,7,,85,9.724138
38,11.896552,9,3,3,72,0,9,,85,9.724138
39,11.896552,9,3,3,82,0,10,,85,9.724138
40,12.206897,93,,,80,0,0,,,
41,12.206897,1,3,3,0,0,0,,,9.848276
42,12.206897,9,4,4,82,0,10,,85,9.848276
43,12.206897,9,2,2,72,0,9,,85,9.848276
44,12.206897,9,4,4,82,0,11,,,9.848276
45,12.206897,9,2,2,72,0,12,,,9.848276
46,12.413793,2,3,3,0,0,0,,,10.013793
47,13.241379,2,3,3,0,0,0,,,10.675862
48,13.241379,9,4,4,82,0,11,,85,10.675862
49,13.241379,9,2,2,72,0,12,,85,10.675862
50,13.241379,93,,,70,0,0,,,
