time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0.1,,1,,BUS_0007,0,0.2,,
0.2,,2,,MasterOut,0,1,,
0.3,,2,,BUS_0007,0,0.2,,
0.4,,3,,MasterOut,0,1,,
0.5,,3,,BUS_0007,0,0.2,,
0.6,,4,,MasterOut,0,1,,
0.7,,4,,BUS_0007,0,0.2,,
0.8,,5,,MasterOut,0,1,,
0.9,,5,,BUS_0007,0,0.2,,
1,1,1,1,,,,0,0
1.1,2,2,1,,,,0,0
1.2,3,3,1,,,,0,0
1.3,4,4,1,,,,0,0
1.4,5,5,1,,,,0,0.76
36.219,5,5,1,,,,0,0
36.219,3,3,1,,,,0,0.76
42.848,3,3,1,,,,0,0
42.848,4,4,1,,,,0,0.76
49.431,4,4,1,,,,0,0
49.431,2,2,1,,,,0,0.76
55.908,2,2,1,,,,0,0
55.908,1,1,1,,,,0,0.76
62.588,1,1,1,,,,0,0
62.588,2,2,1,,,,5,0.54
62.588,4,4,1,,,,-5,0.54
64.292,2,2,1,,,,0,0
64.292,4,4,1,,,,0,0
64.292,3,3,1,,,,-5,0.54
64.292,5,5,1,,,,5,0.54
65.971,1,1,1,,,,0,0.51
65.971,2,2,1,,,,-9,0.36
65.971,3,3,1,,,,9,0.36
65.971,4,4,1,,,,-18,0.28
65.971,5,5,1,,,,18,0.28
77.82,1,1,1,,,,0,0
77.82,3,3,1,,,,0,0
77.82,5,5,1,,,,0,0
77.82,2,2,1,,,,5,0.54
77.82,4,4,1,,,,-5,0.54
80.671,1,1,1,,,,0,0
80.671,2,2,1,,,,0,0
80.671,4,4,1,,,,0,0
80.671,3,3,1,,,,-5,0.54
80.671,5,5,1,,,,5,0.54
84.061,1,1,1,,,,0,0.51
84.061,2,2,1,,,,-9,0.36
84.061,3,3,1,,,,9,0.36
84.061,4,4,1,,,,-18,0.28
84.061,5,5,1,,,,18,0.28
91.046,1,1,1,,,,0,0.76
91.046,2,2,1,,,,0,0
91.046,3,3,1,,,,0,0
91.046,4,4,1,,,,0,0
91.046,5,5,1,,,,0,0
93.853,1,1,1,,,,0,0.51
93.853,2,2,1,,,,-9,0.36
93.853,3,3,1,,,,9,0.36
93.853,4,4,1,,,,-18,0.28
93.853,5,5,1,,,,18,0.28
