0.03333,MOT_mc_bg_black_00,seat100-0,,
0.93324,1,,,,D40
0.93324,2,,,,D40
0.93324,3,,,,D40
0.93324,4,,,,D40
0.93324,5,,,,D40
2.73306,MOT_mc_bg_black_00,b80-65,,
2.86638,1,,,,L0
2.86638,MOT_mc_speaker_00,temp4,,
2.96637,1,lp1,,,
2.96637,2,lp1,,,
2.96637,3,lp1,,,
2.96637,4,lp1,,,
2.96637,5,lp1,,,
3.69963,1,1-2,r1,,
3.69963,2,1-2,r1,,
3.69963,3,1-2,r1,,
3.69963,4,1-2,r1,,
3.69963,5,1-2,r1,,
4.49955,1,2-3,r2,,
4.49955,2,2-3,r2,,
4.49955,3,2-3,r2,,
4.49955,4,2-3,r2,,
4.49955,5,2-3,r2,,
5.26614,5,3-4,,,
5.3328,3,3-4,,,
5.3994599999999995,1,3-4,,,
5.43279,4,w3,,,
5.43279,2,w3,,,
5.46612,2,3-4,,,
5.53278,4,3-4,,,
6.066059999999999,1,j4-1,,,
6.19938,5,w4,,,
6.266039999999999,3,w4,,,
6.39936,2,w4,,,
6.466019999999999,4,w4,,,
6.5660099999999995,1,j1-2,,,
7.132619999999999,1,2-3,rb1,,
7.132619999999999,2,4-1,rb1,,
7.132619999999999,3,4-1,rb1,,
7.132619999999999,4,4-1,rb1,,
7.132619999999999,5,4-1,rb1,,
7.89921,1,3-4,rb0,,
7.89921,2,1-2,rb0,,
7.89921,3,1-2,rb0,,
7.89921,4,1-2,rb0,,
7.89921,5,1-2,rb0,,
8.765789999999999,4,sp2-3,,,
8.83245,5,w2,,,
8.83245,3,w2,,,
8.83245,1,w4,,,
8.83245,2,sp2-3,,,
8.89911,1,sp4-1,,,
8.96577,3,sp2-3,,,
9.03243,5,sp2-3,,,
9.76569,1,1-2,,,
9.76569,2,3-4,,,
9.76569,3,3-4,,,
9.76569,4,3-4,,,
9.76569,5,3-4,,,
10.23231,1,2-3,,f1,
10.698929999999999,5,w4,,,
10.698929999999999,4,w4,,,
10.698929999999999,3,w4,,,
10.698929999999999,2,w4,,,
10.998899999999999,1,lp3,,,
10.998899999999999,2,lp4,,,
10.998899999999999,3,lp4,,,
10.998899999999999,4,lp4,,,
10.998899999999999,5,lp4,,,
11.49885,1,sp3-4,,,
11.96547,1,j4-1,,,
12.59874,1,1-2,l1,,
12.96537,1,,lb0,,
13.39866,1,2-3,r1,,
13.76529,1,,rb0,,
14.23191,1,sp3-4,,,
14.79852,1,j4-1,,,
15.365129999999999,1,lp1,r1,,
15.93174,1,,rb0,,
16.56501,1,sp1-2,,,
16.9983,1,j2-3,,,
17.564909999999998,1,3-4,,,
18.03153,2,4-1,,,
18.03153,3,4-1,,,
18.46482,4,4-1,,,
18.46482,5,4-1,,,
18.49815,1,w4,,,
18.89811,1,4-1,,,
18.89811,2,1-2,,,
18.89811,3,1-2,,,
18.89811,4,1-2,,,
18.89811,5,1-2,,,
19.398059999999997,4,j2-3,,,
19.398059999999997,5,j2-3,,,
19.798019999999998,2,j2-3,,,
19.798019999999998,3,j2-3,,,
19.83135,1,w1,,,
20.23131,1,j1-2,,,
20.46462,5,w3,,,
20.46462,4,w3,,,
20.63127,1,2-3,,,
20.63127,2,3-4,,,
20.63127,3,3-4,,,
20.63127,4,3-4,,,
20.63127,5,3-4,,,
21.197879999999998,1,sp3-4,,,
21.197879999999998,2,sp4-1,,,
21.197879999999998,3,sp4-1,,,
21.197879999999998,4,sp4-1,,,
21.197879999999998,5,sp4-1,,,
21.86448,1,4-1,,,
21.86448,2,1-2,,,
21.86448,3,1-2,,,
21.86448,4,1-2,,,
21.86448,5,1-2,,,
22.29777,1,,,,L0
22.29777,2,,,,D20
22.29777,3,,,,D20
22.29777,4,,,,D20
22.29777,5,,,,D20
22.29777,MOT_mc_bg_black_00,b65-20,,
22.431089999999998,1,hj1,,,
22.431089999999998,2,hj2,,,
22.431089999999998,3,hj2,,,
22.431089999999998,4,hj2,,,
22.431089999999998,5,hj2,,,
22.431089999999998,MOT_mc_stage_color_00,y-flash,,
22.431089999999998,MOT_mc_speaker_00,temp2,,
22.431089999999998,MOT_mc_light_up_00,l4,,
22.431089999999998,MOT_mc_light_center_00,l3,,
22.431089999999998,MOT_mc_light_under_00,l1,,
23.09769,1,1-2,r1,,
23.09769,2,2-3,,,
23.09769,4,2-3,,,
23.09769,3,2-3,,,
23.09769,5,2-3,,,
23.09769,MOT_mc_stage_color_00,r-flash,,
23.53098,1,2-3,,,
23.53098,2,3-4,l1,,
23.53098,4,3-4,l1,,
23.53098,3,3-4,r1,,
23.53098,5,3-4,r1,,
23.53098,MOT_mc_stage_color_00,r-flash,,
23.9976,1,lp3,,,
23.9976,2,4-1,lb0,,
23.9976,4,4-1,lb0,,
23.9976,3,4-1,rb0,,
23.9976,5,4-1,rb0,,
24.73086,2,,,,L0
24.73086,3,,,,L0
24.73086,4,,,,L0
24.73086,5,,,,L0
24.864179999999998,2,1-2,l1,,
24.864179999999998,4,1-2,l1,,
24.864179999999998,3,1-2,r1,,
24.864179999999998,5,1-2,r1,,
24.864179999999998,MOT_mc_stage_color_00,r-flash,,
25.3308,2,2-3,lb0,,
25.3308,4,2-3,lb0,,
25.3308,3,2-3,rb0,,
25.3308,5,2-3,rb0,,
25.76409,2,sj3,,,
25.76409,4,sj3,,,
25.76409,3,sj3,,,
25.76409,5,sj3,,,
26.19738,2,sj3,,,
26.19738,4,sj3,,,
26.19738,3,sj3,,,
26.19738,5,sj3,,,
26.497349999999997,2,,,,D20
26.497349999999997,3,,,,D20
26.497349999999997,4,,,,D20
26.497349999999997,5,,,,D20
26.63067,1,3-4,rb0,,
26.63067,2,3-4,,,
26.63067,4,3-4,,,
26.63067,3,3-4,,,
26.63067,5,3-4,,,
26.63067,MOT_mc_stage_color_00,b-flash,,
27.063959999999998,1,4-1,l1,,
27.063959999999998,2,4-1,r1,,
27.063959999999998,4,4-1,r1,,
27.063959999999998,3,4-1,l1,,
27.063959999999998,5,4-1,l1,,
27.063959999999998,MOT_mc_stage_color_00,b-flash,,
27.53058,2,1-2,rb0,,
27.53058,4,1-2,rb0,,
27.53058,3,1-2,lb0,,
27.53058,5,1-2,lb0,,
27.59724,1,lp1,,,
28.43049,2,,,,L0
28.43049,3,,,,L0
28.43049,4,,,,L0
28.43049,5,,,,L0
28.46382,5,w2,,,
28.46382,4,w2,,,
28.46382,3,w2,,,
28.46382,2,w2,,,
28.56381,2,2-3,l1,,
28.56381,4,2-3,l1,,
28.56381,3,2-3,r1,,
28.56381,5,2-3,r1,,
28.56381,MOT_mc_stage_color_00,b-flash,,
29.03043,2,3-4,lb0,,
29.03043,4,3-4,lb0,,
29.03043,3,3-4,rb0,,
29.03043,5,3-4,rb0,,
29.43039,2,lp4,,,
29.43039,4,lp4,,,
29.43039,3,lp4,,,
29.43039,5,lp4,,,
30.03033,2,,,,D20
30.03033,3,,,,D20
30.03033,4,,,,D20
30.03033,5,,,,D20
30.163649999999997,1,1-2,lb0,,
30.163649999999997,2,4-1,,,
30.163649999999997,3,4-1,,,
30.163649999999997,4,4-1,,,
30.163649999999997,5,4-1,,,
30.163649999999997,MOT_mc_stage_color_00,y-flash,,
30.63027,1,j2-3,,,
30.63027,2,j1-2,,,
30.63027,3,j1-2,,,
30.63027,4,j1-2,,,
30.63027,5,j1-2,,,
30.63027,MOT_mc_stage_color_00,y-flash,,
31.06356,1,3-4,,,
31.06356,2,2-3,,,
31.06356,3,2-3,,,
31.06356,4,2-3,,,
31.06356,5,2-3,,,
31.530179999999998,1,4-1,,,
31.530179999999998,2,3-4,,,
31.530179999999998,3,3-4,,,
31.530179999999998,4,3-4,,,
31.530179999999998,5,3-4,,,
31.83015,2,,,,L0
31.83015,3,,,,L0
31.83015,4,,,,L0
31.83015,5,,,,L0
31.963469999999997,1,sp1-2,,,
31.963469999999997,2,sp4-1,,,
31.963469999999997,3,sp4-1,,,
31.963469999999997,4,sp4-1,,,
31.963469999999997,5,sp4-1,,,
31.963469999999997,MOT_mc_stage_color_00,y-flash,,
32.79672,1,j2-3,,,
32.79672,2,j1-2,,,
32.79672,3,j1-2,,,
32.79672,4,j1-2,,,
32.79672,5,j1-2,,,
33.76329,1,3-4,r1,,
33.76329,3,2-3,r1,,
33.76329,5,2-3,r1,,
33.863279999999996,4,w2,,,
33.863279999999996,2,w2,,,
34.19658,1,,rb0,,
34.62987,1,4-1,l1,,
34.62987,2,2-3,l1,,
34.62987,4,2-3,l1,,
34.696529999999996,5,w3,,,
34.696529999999996,3,w3,,,
35.02983,1,,lb0,,
35.496449999999996,1,lp1,,,
35.496449999999996,2,lp3,,,
35.496449999999996,3,lp3,,,
35.496449999999996,4,lp3,,,
35.496449999999996,5,lp3,,,
36.96297,2,,,,D20
36.96297,3,,,,D20
36.96297,4,,,,D20
36.96297,5,,,,D20
37.096289999999996,1,1-2,l1,,
37.096289999999996,2,3-4,l2,,
37.096289999999996,3,3-4,rb0,,
37.096289999999996,4,3-4,l2,,
37.096289999999996,5,3-4,rb0,,
37.096289999999996,MOT_mc_stage_color_00,y-flash,,
37.496249999999996,1,2-3,,,
37.496249999999996,2,4-1,,,
37.496249999999996,3,4-1,,,
37.496249999999996,4,4-1,,,
37.496249999999996,5,4-1,,,
37.496249999999996,MOT_mc_stage_color_00,y-flash,,
37.962869999999995,1,sp3-4,,,
37.962869999999995,2,sp1-2,,,
37.962869999999995,3,sp1-2,,,
37.962869999999995,4,sp1-2,,,
37.962869999999995,5,sp1-2,,,
38.729459999999996,1,lp4,,,
38.729459999999996,2,w2,,,
38.729459999999996,3,w2,,,
38.729459999999996,4,w2,,,
38.729459999999996,5,w2,,,
38.89611,2,,,,L0
38.89611,3,,,,L0
38.89611,4,,,,L0
38.89611,5,,,,L0
39.02943,2,sj2,,,
39.02943,3,sj2,,,
39.02943,4,sj2,,,
39.02943,5,sj2,,,
39.02943,MOT_mc_stage_color_00,y-flash,,
39.46272,2,sj2,,,
39.46272,3,sj2,,,
39.46272,4,sj2,,,
39.46272,5,sj2,,,
39.86268,2,sj2,,,
39.86268,3,sj2,,,
39.86268,4,sj2,,,
39.86268,5,sj2,,,
40.26264,2,2-3,,,
40.26264,3,2-3,,,
40.26264,4,2-3,,,
40.26264,5,2-3,,,
40.62927,2,,,,D20
40.62927,3,,,,D20
40.62927,4,,,,D20
40.62927,5,,,,D20
40.762589999999996,1,4-1,lb0,,
40.762589999999996,2,3-4,lb1,,
40.762589999999996,3,3-4,r1,,
40.762589999999996,4,3-4,lb1,,
40.762589999999996,5,3-4,r1,,
40.762589999999996,MOT_mc_stage_color_00,b-flash,,
41.162549999999996,1,,r1,,
41.162549999999996,2,4-1,,,
41.162549999999996,3,4-1,,,
41.162549999999996,4,4-1,,,
41.162549999999996,5,4-1,,,
41.162549999999996,MOT_mc_stage_color_00,b-flash,,
41.6625,1,lp1,,,
41.6625,2,lp1,,,
41.6625,3,lp1,,,
41.6625,4,lp1,,,
41.6625,5,lp1,,,
42.69573,2,,,,L0
42.69573,3,,,,L0
42.69573,4,,,,L0
42.69573,5,,,,L0
42.829049999999995,2,sj1,,,
42.829049999999995,3,sj1,,,
42.829049999999995,4,sj1,,,
42.829049999999995,5,sj1,,,
42.829049999999995,MOT_mc_stage_color_00,b-flash,,
43.262339999999995,2,sj1,,,
43.262339999999995,3,sj1,,,
43.262339999999995,4,sj1,,,
43.262339999999995,5,sj1,,,
43.662299999999995,2,sj1,,,
43.662299999999995,3,sj1,,,
43.662299999999995,4,sj1,,,
43.662299999999995,5,sj1,,,
44.062259999999995,2,lp1,,,
44.062259999999995,3,lp1,,,
44.062259999999995,4,lp1,,,
44.062259999999995,5,lp1,,,
44.29557,2,,,,D20
44.29557,3,,,,D20
44.29557,4,,,,D20
44.29557,5,,,,D20
44.428889999999996,1,lp1,rb0,,
44.428889999999996,2,lp1,l2,,
44.428889999999996,3,lp1,rb0,,
44.428889999999996,4,lp1,l2,,
44.428889999999996,5,lp1,rb0,,
44.428889999999996,MOT_mc_stage_color_00,r-flash,,
44.862179999999995,1,,r1,,
44.862179999999995,2,,lb1,,
44.862179999999995,3,,r1,,
44.862179999999995,4,,lb1,,
44.862179999999995,5,,r1,,
44.862179999999995,MOT_mc_stage_color_00,r-flash,,
45.09549,1,sp1-2,,,
45.09549,2,sp1-2,,,
45.09549,3,sp1-2,,,
45.09549,4,sp1-2,,,
45.09549,5,sp1-2,,,
45.56211,1,2-3,,,
45.56211,2,2-3,,,
45.56211,3,2-3,,,
45.56211,4,2-3,,,
