time,lyrics,size
0.000 ,,
3.667 ,Cuz I'm here so,
4.600 ,You will never be alone,
10.500 ,,
14.200 ,朝日が照らす　街と向き合うHeroes,
18.333 ,いつも何が強さなのか　考え続けんのさ,
24.317 ,悲しい事から　目を逸らしてちゃNo good,
28.367 ,知らないままに　戦えやしないだろう,
33.333 ,光が差したから　闇が生まれるって,
38.333 ,嘆く日々をこえて,
43.500 ,さあ Find the way 立ち上がれ,
48.500 ,可能性が尽きて崖っぷちでも　諦めない,
53.500 ,また Try again その先へ,
58.767 ,未来はいつでも自由な形　目の前にあって,
63.500 ,だから　捨てちゃいけない希望や輝きは,
69.667 ,大切にしたいもの　君はもう持ってるよ,
75.650 ,Just us justice!,
79.400 ,,
85.617 ,You can stand up,
86.733 ,そう君の道を,
91.467 ,さあ Find the way 駆け上がれ,
96.483 ,今を進んでる者を繋ぎ　回ってく世界,
101.500 ,ほら Far away 彼方まで,
106.600 ,優しさのかけら胸に抱いて　ともに行こう,
111.400 ,どこか　遠い場所で涙が零れても,
117.650 ,まっすぐ駆けつけてみせる,
121.833 ,Be alright,
127.333 ,,
