0.03333,1,,,,D60
0.03333,2,,,,D60
0.03333,3,,,,D60
0.03333,4,,,,D60
0.03333,5,,,,D60
0.03333,2,sort,-500,
0.03333,3,sort,-500,
0.03333,4,sort,-500,
0.03333,5,sort,-500,
0.03333,MOT_all,cut_soware1,,
0.03333,MOT_control_all,soware_zoom1,,
2.36643,1,j1-2,,,
2.36643,2,j1-2,,,
2.36643,3,j1-2,,,
2.36643,4,j1-2,,,
2.36643,5,j1-2,,,
2.6997299999999997,MOT_mc_stage_color_00,b-flash,,
2.73306,1,sp2-3,,,
2.73306,2,sp2-3,,,
2.73306,3,sp2-3,,,
2.73306,4,sp2-3,,,
2.73306,5,sp2-3,,,
3.36633,1,3-4,,,
3.36633,2,3-4,,,
3.36633,3,3-4,,,
3.36633,4,3-4,,,
3.36633,5,3-4,,,
3.73296,1,4-1,,,
3.73296,2,4-1,,,
3.73296,3,4-1,,,
3.73296,4,4-1,,,
3.73296,5,4-1,,,
4.09959,1,sp1-2,,,
4.09959,2,sp1-2,,,
4.09959,3,sp1-2,,,
4.09959,4,sp1-2,,,
4.09959,5,sp1-2,,,
4.53288,1,2-3,,,
4.53288,2,2-3,,,
4.53288,3,2-3,,,
4.53288,4,2-3,,,
4.53288,5,2-3,,,
4.83285,1,3-4,,,
4.83285,2,3-4,,,
4.83285,3,3-4,,,
4.83285,4,3-4,,,
4.83285,5,3-4,,,
5.16615,1,j4-1,,,
5.16615,2,j4-1,,,
5.16615,3,j4-1,,,
5.16615,4,j4-1,,,
5.16615,5,j4-1,,,
5.79942,1,1-2,,,
5.79942,2,1-2,,,
5.79942,3,1-2,,,
5.79942,4,1-2,,,
5.79942,5,1-2,,,
6.066059999999999,1,2-3,,,
6.066059999999999,2,2-3,,,
6.066059999999999,3,2-3,,,
6.066059999999999,4,2-3,,,
6.066059999999999,5,2-3,,,
6.3327,1,j3-4,,,
6.3327,2,j3-4,,,
6.3327,3,j3-4,,,
6.3327,4,j3-4,,,
6.3327,5,j3-4,,,
6.6659999999999995,1,sp4-1,,,
6.6659999999999995,2,sp4-1,,,
6.6659999999999995,3,sp4-1,,,
6.6659999999999995,4,sp4-1,,,
6.6659999999999995,5,sp4-1,,,
7.86588,1,j1-2,,,
7.86588,2,j1-2,,,
7.86588,3,j1-2,,,
7.86588,4,j1-2,,,
7.86588,5,j1-2,,,
7.89921,MOT_all,cut_soware2,,
8.09919,MOT_mc_stage_color_00,b-flash,,
8.09919,1,,,,L20
8.09919,2,,,,L40
8.09919,3,,,,L40
8.09919,4,,,,L40
8.09919,5,,,,L40
8.29917,4,2-3,,,
8.29917,5,2-3,,,
8.465819999999999,2,2-3,,,
8.465819999999999,3,2-3,,,
8.665799999999999,1,hj2,,,
8.79912,2,lp3,,,
8.79912,3,lp3,,,
8.79912,4,lp3,,,
8.79912,5,lp3,,,
9.26574,1,j2-3,,,
9.36573,4,3-4,,,
9.36573,5,3-4,,,
9.53238,2,3-4,,,
9.53238,3,3-4,,,
9.86568,1,3-4,,,
9.86568,2,4-1,,,
9.86568,3,4-1,,,
9.86568,4,4-1,,,
9.86568,5,4-1,,,
10.198979999999999,1,4-1,,,
10.198979999999999,2,1-2,,,
10.198979999999999,3,1-2,,,
10.198979999999999,4,1-2,,,
10.198979999999999,5,1-2,,,
10.53228,1,j1-2,,,
10.53228,2,j2-3,,,
10.53228,3,j2-3,,,
10.53228,4,j2-3,,,
