time,lyrics,size
0.00 ,, 
5.45 ,いつか観ていた映画の中みたい,
10.65 ,工事中の駅前　空へ背伸びしていくビルディング,
17.82 ,ヒールが鳴らすリズムと命の音が揃う,
24.98 ,あたしはまだ未完成で不完全,
28.41 ,起死回生のハウトゥー　知ってるの,
38.66 ,今が一番若いの　第六感、六感またがって,
42.92 ,今日は年甲斐ないことしたいの,
45.91 ,予定にないこと　第六感、六感おしえて,
49.84 ,物足りないの　引き合いたいよ　偶然とハートしたい,
57.55 ,産声をあげた日は理由もなく泣いていたのに,
64.89 ,今僕ら　泣くことすらうまくできずに,
71.34 ,されどしかと死守せよ　品格と真似できぬプライドを,
78.59 ,せーので手放せよ　感覚で胸を打つものそれ以外を,
91.14 ,Crazy about this thing.,
98.65 ,今が一番若いの　第六感、六感またがって,
103.73 ,今日は年甲斐ないことしたいの,
106.91 ,予定にないこと　第六感、六感おしえて,
110.69 ,おしえて、おしえて,
113.990427,今最高潮なんです ! 第六感、六感またがって,
118.117614,このまま何処までいけるの,
121.265363,途方も無いままで　六感、六感おしえて,
124.782712,もう揺るがないこの速度は　そう偶然とハートしたい,
134.017,,
