0.03333,MOT_mc_bg_black_00,seat100-0,,
1.9998,MOT_mc_speaker_00,temp2,,
2.36643,MOT_mc_stage_color_00,y-flash,,
2.36643,MOT_mc_bg_black_00,b65-45,,
2.36643,MOT_mc_light_up_00,l1,,
2.36643,MOT_mc_light_center_00,l1,,
2.36643,MOT_mc_light_under_00,l1,,
2.36643,2,,,,D20
2.36643,3,,,,D20
2.36643,4,,,,D20
2.36643,5,,,,D20
2.36643,1,1-2,,,
2.63307,MOT_mc_stage_color_00,r-flash,,
3.29967,1,w2,,,
3.3329999999999997,MOT_mc_stage_color_00,b-flash,,
3.3329999999999997,1,j2-3,,,
3.73296,MOT_mc_stage_color_00,y-flash,,
3.73296,2,1-2,,,
3.73296,3,1-2,,,
3.73296,4,1-2,,,
3.73296,5,1-2,,,
4.0329299999999995,MOT_mc_stage_color_00,r-flash,,
4.0329299999999995,1,j3-4,,,
4.3328999999999995,MOT_mc_stage_color_00,y-flash,,
4.3328999999999995,2,2-3,,,
4.3328999999999995,3,2-3,,,
4.3328999999999995,4,2-3,,,
4.3328999999999995,5,2-3,,,
4.63287,MOT_mc_stage_color_00,y-flash,,
4.63287,1,j4-1,,,
5.13282,MOT_mc_stage_color_00,y-flash,,
5.13282,1,j1-2,,,
5.26614,5,w3,,,
5.26614,4,w3,,,
5.26614,3,w3,,,
5.26614,2,w3,,,
5.4994499999999995,2,3-4,,,
5.4994499999999995,3,3-4,,,
5.4994499999999995,4,3-4,,,
5.4994499999999995,5,3-4,,,
5.86608,1,2-3,,,
6.23271,2,4-1,,,
6.23271,3,4-1,,,
6.23271,4,4-1,,,
6.23271,5,4-1,,,
6.5660099999999995,MOT_mc_stage_color_00,r-flash,,
6.5660099999999995,1,sp3-4,,,
6.5660099999999995,2,sp1-2,,,
6.5660099999999995,3,sp1-2,,,
6.5660099999999995,4,sp1-2,,,
6.5660099999999995,5,sp1-2,,,
7.532579999999999,1,4-1,,,
7.532579999999999,2,2-3,,,
7.532579999999999,3,2-3,,,
7.532579999999999,4,2-3,,,
7.532579999999999,5,2-3,,,
7.96587,MOT_mc_stage_color_00,b-flash,,
7.96587,1,j1-2,,,
8.19918,2,3-4,,,
8.19918,3,3-4,,,
8.19918,4,3-4,,,
8.19918,5,3-4,,,
9.03243,1,w2,,,
9.13242,5,w4,,,
9.13242,4,w4,,,
9.13242,3,w4,,,
9.13242,2,w4,,,
9.23241,MOT_mc_stage_color_00,r-flash,,
9.23241,1,j2-3,,,
9.46572,2,4-1,,,
9.46572,3,4-1,,,
9.46572,4,4-1,,,
9.46572,5,4-1,,,
10.298969999999999,1,w3,,,
10.398959999999999,5,w1,,,
10.398959999999999,4,w1,,,
10.398959999999999,3,w1,,,
10.398959999999999,2,w1,,,
10.598939999999999,1,j3-4,,,
10.83225,2,1-2,,,
10.83225,3,1-2,,,
10.83225,4,1-2,,,
10.83225,5,1-2,,,
11.6655,1,w4,,,
11.69883,MOT_mc_stage_color_00,r-flash,,
11.69883,1,j4-1,,,
11.76549,5,w2,,,
11.76549,4,w2,,,
11.76549,3,w2,,,
11.76549,2,w2,,,
11.9988,2,2-3,,,
11.9988,3,2-3,,,
11.9988,4,2-3,,,
11.9988,5,2-3,,,
12.26544,MOT_mc_stage_color_00,y-flash,,
12.29877,1,j1-2,,,
12.56541,2,3-4,,,
12.56541,3,3-4,,,
12.56541,4,3-4,,,
12.56541,5,3-4,,,
13.331999999999999,1,j2-3,,,
13.49865,5,w4,,,
13.49865,4,w4,,,
13.49865,3,w4,,,
13.49865,2,w4,,,
13.631969999999999,2,4-1,,,
13.631969999999999,3,4-1,,,
13.631969999999999,4,4-1,,,
13.631969999999999,5,4-1,,,
14.39856,1,w3,,,
14.565209999999999,5,w1,,,
14.565209999999999,4,w1,,,
14.565209999999999,3,w1,,,
14.565209999999999,2,w1,,,
14.59854,1,3-4,,,
14.89851,2,j1-2,,,
14.89851,3,j1-2,,,
14.89851,4,j1-2,,,
14.89851,5,j1-2,,,
15.53178,1,w4,,,
15.89841,1,4-1,,,
15.965069999999999,5,w2,,,
15.965069999999999,4,w2,,,
15.965069999999999,3,w2,,,
15.965069999999999,2,w2,,,
16.23171,2,j2-3,,,
16.23171,3,j2-3,,,
16.23171,4,j2-3,,,
16.23171,5,j2-3,,,
16.83165,1,w1,,,
17.09829,MOT_mc_stage_color_00,r-flash,,
17.09829,1,1-2,,,
17.29827,5,w3,,,
17.29827,4,w3,,,
17.29827,3,w3,,,
17.29827,2,w3,,,
17.39826,2,j3-4,,,
17.39826,3,j3-4,,,
17.39826,4,j3-4,,,
17.39826,5,j3-4,,,
17.6649,1,2-3,,,
17.69823,MOT_mc_stage_color_00,b-flash,,
17.93154,2,j4-1,,,
17.93154,3,j4-1,,,
17.93154,4,j4-1,,,
17.93154,5,j4-1,,,
18.39816,MOT_mc_stage_color_00,r-flash,,
18.39816,1,lp3,,,
18.39816,2,lp1,,,
18.39816,3,lp1,,,
18.39816,4,lp1,,,
18.39816,5,lp1,,,
20.29797,1,3-4,,,
20.29797,2,1-2,,,
20.29797,3,1-2,,,
20.29797,4,1-2,,,
20.29797,5,1-2,,,
21.23121,5,w2,,,
21.23121,4,w2,,,
21.23121,3,w2,,,
21.23121,2,w2,,,
21.23121,1,w4,,,
22.031129999999997,MOT_mc_stage_color_00,y-flash,,
22.031129999999997,MOT_mc_bg_black_00,b45-65,,
22.031129999999997,MOT_mc_light_center_00,l1,,
22.031129999999997,MOT_mc_light_up_00,l3,,
22.031129999999997,2,lp2,,,
22.031129999999997,3,lp2,,,
22.031129999999997,4,lp2,,,
22.031129999999997,5,lp2,,,
22.031129999999997,1,4-1,,f1,
22.53108,1,1-2,,,
23.16435,1,2-3,,,
23.19768,MOT_mc_stage_color_00,b-flash,,
24.09759,1,w3,,,
24.56421,MOT_mc_stage_color_00,r-flash,,
24.56421,1,3-4,l1,,
25.09749,1,4-1,lb0,,
25.464119999999998,1,1-2,,,
25.83075,1,sp2-3,,,
27.23061,MOT_mc_stage_color_00,r-flash,,
27.23061,1,j3-4,,,
27.76389,MOT_mc_stage_color_00,y-flash,,
27.76389,1,4-1,l1,,
28.19718,MOT_mc_stage_color_00,r-flash,,
28.19718,1,1-2,lb0,,
28.56381,MOT_mc_stage_color_00,b-flash,,
28.56381,1,2-3,,,
29.097089999999998,MOT_mc_stage_color_00,y-flash,,
29.097089999999998,1,sp3-4,,,
31.06356,1,4-1,,,
31.330199999999998,2,2-3,,,
31.330199999999998,3,2-3,,,
31.330199999999998,4,2-3,,,
31.330199999999998,5,2-3,,,
31.59684,1,1-2,,,
31.86348,2,3-4,,,
31.86348,3,3-4,,,
31.86348,4,3-4,,,
31.86348,5,3-4,,,
32.43009,MOT_mc_stage_color_00,r-flash,,
32.43009,1,j2-3,,,
32.43009,2,j4-1,,,
32.43009,3,j4-1,,,
32.43009,4,j4-1,,,
32.43009,5,j4-1,,,
33.096689999999995,2,lp1,,,
33.096689999999995,3,lp1,,,
33.096689999999995,4,lp1,,,
33.096689999999995,5,lp1,,,
33.496649999999995,1,w3,,,
33.69663,MOT_mc_stage_color_00,y-flash,,
33.69663,1,3-4,,,
34.06326,1,4-1,,,
34.42989,1,1-2,,,
34.9965,1,2-3,l1,,
35.36313,1,3-4,lb0,,
35.59644,2,1-2,,,
35.59644,3,1-2,,,
35.59644,4,1-2,,,
35.59644,5,1-2,,,
35.86308,1,4-1,,,
36.52968,5,w2,,,
36.52968,4,w2,,,
36.52968,3,w2,,,
36.52968,2,w2,,,
36.79632,1,w1,,,
36.92964,MOT_mc_stage_color_00,b-flash,,
36.92964,2,lp2,,,
36.92964,3,lp2,,,
36.92964,4,lp2,,,
36.92964,5,lp2,,,
36.92964,1,1-2,r1,,
37.42959,1,2-3,rb0,,
37.62957,2,j2-3,,,
37.62957,3,j2-3,,,
37.62957,4,j2-3,,,
37.62957,5,j2-3,,,
37.79622,1,3-4,,,
37.9962,2,j3-4,,,
37.9962,3,j3-4,,,
37.9962,4,j3-4,,,
37.9962,5,j3-4,,,
38.16285,1,4-1,,,
38.52948,1,1-2,,,
38.796119999999995,2,4-1,,,
38.796119999999995,3,4-1,,,
38.796119999999995,4,4-1,,,
38.796119999999995,5,4-1,,,
39.129419999999996,1,j2-3,,,
39.129419999999996,2,j1-2,,,
39.129419999999996,3,j1-2,,,
39.129419999999996,4,j1-2,,,
39.129419999999996,5,j1-2,,,
39.79602,MOT_mc_stage_color_00,y-flash,,
39.79602,1,3-4,l1,,
40.16265,1,4-1,lb0,,
40.19598,5,w2,,,
40.19598,4,w2,,,
40.19598,3,w2,,,
40.19598,2,w2,,,
40.62927,2,j2-3,,,
40.62927,3,j2-3,,,
40.62927,4,j2-3,,,
40.62927,5,j2-3,,,
41.02923,1,1-2,r1,,
41.36253,1,2-3,rb0,,
41.69583,5,w3,,,
41.69583,4,w3,,,
41.69583,3,w3,,,
41.69583,2,w3,,,
41.995799999999996,1,j3-4,,,
41.995799999999996,2,j3-4,,,
41.995799999999996,3,j3-4,,,
41.995799999999996,4,j3-4,,,
41.995799999999996,5,j3-4,,,
43.02903,MOT_mc_stage_color_00,b-flash,,
43.02903,MOT_mc_bg_black_00,b45-80,,
43.02903,1,4-1,,,
43.06236,5,w4,,,
43.06236,4,w4,,,
43.06236,3,w4,,,
43.06236,2,w4,,,
43.82895,MOT_mc_stage_color_00,y-flash,,
43.82895,1,lp1,,,
43.82895,2,4-1,,,
43.82895,3,4-1,,,
43.82895,4,4-1,,,
43.82895,5,4-1,,,
44.19558,MOT_mc_stage_color_00,r-flash,,
44.19558,2,1-2,,,
44.19558,3,1-2,,,
44.19558,4,1-2,,,
44.19558,5,1-2,,,
44.56221,MOT_mc_stage_color_00,b-flash,,
44.56221,2,2-3,,,
44.56221,3,2-3,,,
44.56221,4,2-3,,,
44.56221,5,2-3,,,
44.92884,MOT_mc_stage_color_00,y-flash,,
44.92884,2,3-4,,,
44.92884,3,3-4,,,
44.92884,4,3-4,,,
44.92884,5,3-4,,,
45.295469999999995,MOT_mc_stage_color_00,b-flash,,
45.295469999999995,2,4-1,,,
45.295469999999995,3,4-1,,,
45.295469999999995,4,4-1,,,
45.295469999999995,5,4-1,,,
46.12872,MOT_mc_stage_color_00,y-flash,,
46.12872,1,1-2,,,
46.22871,5,w1,,,
46.22871,4,w1,,,
46.22871,3,w1,,,
46.22871,2,w1,,,
46.495349999999995,1,2-3,,,
46.92864,1,3-4,l1,,
47.56191,1,4-1,lb0,,
48.128519999999995,1,j1-2,,,
49.12842,MOT_mc_stage_color_00,b-flash,,
49.12842,1,lp2,,,
49.12842,2,1-2,,,
49.12842,3,1-2,,,
49.12842,4,1-2,,,
49.12842,5,1-2,,,
49.52838,MOT_mc_stage_color_00,r-flash,,
49.52838,2,2-3,,,
49.52838,3,2-3,,,
49.52838,4,2-3,,,
49.52838,5,2-3,,,
49.96167,MOT_mc_stage_color_00,b-flash,,
49.96167,2,3-4,,,
49.96167,3,3-4,,,
49.96167,4,3-4,,,
49.96167,5,3-4,,,
50.3283,MOT_mc_stage_color_00,y-flash,,
50.3283,2,4-1,,,
50.3283,3,4-1,,,
50.3283,4,4-1,,,
50.3283,5,4-1,,,
50.894909999999996,2,j1-2,,,
50.894909999999996,3,j1-2,,,
50.894909999999996,4,j1-2,,,
50.894909999999996,5,j1-2,,,
51.86148,1,2-3,l1,,
51.96147,5,w2,,,
51.96147,4,w2,,,
51.96147,3,w2,,,
51.96147,2,w2,,,
52.22811,1,3-4,lb0,,
52.894709999999996,1,4-1,,,
53.361329999999995,1,1-2,,,
53.727959999999996,1,2-3,,,
54.29457,MOT_mc_stage_color_00,r-flash,,
54.29457,2,2-3,,,
54.29457,3,2-3,,,
54.29457,4,2-3,,,
54.29457,5,2-3,,,
54.6612,1,w3,,,
54.76119,MOT_mc_stage_color_00,r-flash,,
54.76119,2,3-4,,,
54.76119,3,3-4,,,
54.76119,4,3-4,,,
54.76119,5,3-4,,,
55.22781,MOT_mc_stage_color_00,b-flash,,
55.22781,2,4-1,,,
55.22781,3,4-1,,,
55.22781,4,4-1,,,
55.22781,5,4-1,,,
55.6611,MOT_mc_stage_color_00,y-flash,,
55.6611,2,1-2,,,
55.6611,3,1-2,,,
55.6611,4,1-2,,,
55.6611,5,1-2,,,
56.02773,2,2-3,,,
56.02773,3,2-3,,,
56.02773,4,2-3,,,
56.02773,5,2-3,,,
56.39436,2,sp3-4,,,
56.39436,3,sp3-4,,,
56.39436,4,sp3-4,,,
56.39436,5,sp3-4,,,
56.660999999999994,1,3-4,,,
57.027629999999995,1,4-1,l1,,
57.394259999999996,2,4-1,,,
57.394259999999996,3,4-1,,,
57.394259999999996,4,4-1,,,
57.394259999999996,5,4-1,,,
57.394259999999996,1,1-2,lb0,,
57.760889999999996,1,j2-3,,,
58.3275,5,w1,,,
58.3275,4,w1,,,
58.3275,3,w1,,,
58.3275,2,w1,,,
58.3275,1,3-4,r1,,
58.694129999999994,1,4-1,rb0,,
59.060759999999995,1,j1-2,,,
59.72736,MOT_mc_stage_color_00,b-flash,,
59.72736,1,lp2,,,
59.72736,2,1-2,,,
59.72736,3,1-2,,,
59.72736,4,1-2,,,
59.72736,5,1-2,,,
60.16065,MOT_mc_stage_color_00,y-flash,,
60.16065,2,2-3,,,
60.16065,3,2-3,,,
60.16065,4,2-3,,,
60.16065,5,2-3,,,
60.593939999999996,2,3-4,,,
60.593939999999996,3,3-4,,,
60.593939999999996,4,3-4,,,
60.593939999999996,5,3-4,,,
60.627269999999996,MOT_mc_stage_color_00,b-flash,,
60.9939,MOT_mc_stage_color_00,r-flash,,
60.9939,2,4-1,,,
60.9939,3,4-1,,,
60.9939,4,4-1,,,
60.9939,5,4-1,,,
61.69383,2,sp1-2,,,
61.69383,3,sp1-2,,,
61.69383,4,sp1-2,,,
61.69383,5,sp1-2,,,
62.360429999999994,MOT_mc_stage_color_00,y-flash,,
62.360429999999994,2,2-3,,,
62.360429999999994,3,2-3,,,
62.360429999999994,4,2-3,,,
62.360429999999994,5,2-3,,,
62.360429999999994,1,2-3,r1,,
62.727059999999994,MOT_mc_stage_color_00,b-flash,,
62.727059999999994,2,lp3,,,
62.727059999999994,3,lp3,,,
62.727059999999994,4,lp3,,,
62.727059999999994,5,lp3,,,
62.727059999999994,1,3-4,rb0,,
63.093689999999995,MOT_mc_stage_color_00,r-flash,,
63.093689999999995,1,4-1,,,
63.426989999999996,MOT_mc_stage_color_00,y-flash,,
63.426989999999996,1,1-2,,,
63.72696,MOT_mc_stage_color_00,r-flash,,
63.76029,1,2-3,,,
64.09358999999999,1,3-4,,,
64.42689,1,4-1,,,
64.42689,2,3-4,,,
