id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,264,0,0,928,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,2.666667,3,5,5,0,1,1,,125,2.666667
5,2.666667,8,3,3,0,0,0,,200,2.666667
6,2.666667,9,5,5,28,0,2,,50,2.666667
7,2.666667,1,1,1,0,1,0,,,2.666667
8,3.333333,8,5,5,0,0,0,,200,3.333333
9,3.333333,8,4,4,0,0,0,,200,3.333333
10,3.333333,8,1,1,0,0,0,,200,3.333333
11,3.333333,8,2,2,0,0,0,,200,3.333333
12,3.333333,9,3,3,28,0,3,,50,3.333333
13,3.333333,9,3,3,28,0,2,,50,3.333333
14,4,8,3,3,0,0,0,,200,4
15,4,9,5,5,28,0,4,,50,4
16,4,9,5,5,28,0,3,,50,4
17,4,3,5,5,0,1,1,,,4
18,4,1,1,1,0,1,0,,,4
19,4.333333,8,5,5,0,0,0,,200,4.333333
20,4.333333,9,4,4,28,0,4,,50,4.333333
21,4.333333,9,4,4,28,0,5,,50,4.333333
22,4.666667,9,5,5,28,0,5,,50,4.666667
23,4.666667,3,5,5,0,0,1,,125,4.666667
24,4.666667,8,3,3,0,0,0,,200,4.666667
25,4.666667,8,2,2,0,0,0,,200,4.666667
26,4.666667,8,1,1,0,0,0,,200,4.666667
27,5.333333,3,1,1,0,1,6,,125,5.333333
28,5.333333,8,3,3,0,0,0,,200,5.333333
29,5.333333,9,1,1,28,0,7,,50,5.333333
30,5.333333,1,5,5,0,1,0,,,5.333333
31,6,8,1,1,0,0,0,,200,6
32,6,9,3,3,28,0,7,,50,6
33,6,9,3,3,28,0,8,,50,6
34,6,8,2,2,0,0,0,,200,6
35,6,8,4,4,0,0,0,,200,6
36,6,8,5,5,0,0,0,,200,6
37,6.666667,8,3,3,0,0,0,,200,6.666667
38,6.666667,9,1,1,28,0,8,,50,6.666667
39,6.666667,9,1,1,28,0,9,,50,6.666667
40,6.666667,3,1,1,0,1,6,,,6.666667
41,6.666667,1,5,5,0,1,0,,,6.666667
42,7,8,1,1,0,0,0,,200,7
43,7,9,2,2,28,0,9,,50,7
44,7,9,2,2,28,0,10,,50,7
45,7.333333,9,1,1,28,0,10,,50,7.333333
46,7.333333,3,1,1,0,0,6,,125,7.333333
47,7.333333,8,3,3,0,0,0,,200,7.333333
48,7.333333,8,4,4,0,0,0,,200,7.333333
49,7.333333,8,5,5,0,0,0,,200,7.333333
50,8,1,3,4,0,1,0,,,8
51,8,1,3,2,0,1,0,,,8
52,8,8,3,3,0,0,0,,200,8
53,8.333333,3,3,3,0,1,11,,125,8.333333
54,8.333333,1,4,5,0,1,0,,,8.333333
55,8.333333,8,4,4,0,0,0,,200,8.333333
56,8.333333,8,2,1,0,0,0,,200,8.333333
57,8.5,8,2,2,0,0,0,,200,8.5
58,8.666667,8,3,3,0,0,0,,200,8.666667
59,8.666667,8,4,5,0,0,0,,200,8.666667
60,8.666667,8,2,1,0,0,0,,200,8.666667
61,8.833333,8,2,2,0,0,0,,200,8.833333
62,9,3,3,3,0,1,11,,125,9
63,9,8,4,4,0,0,0,,200,9
64,9,1,4,5,0,1,0,,,9
65,9,8,2,1,0,0,0,,200,9
66,9.333333,1,3,4,0,1,0,,,9.333333
67,9.333333,1,3,2,0,1,0,,,9.333333
68,9.333333,8,3,3,0,0,0,,200,9.333333
69,9.666667,3,3,3,0,1,12,,125,9.666667
70,9.666667,1,2,1,0,1,0,,,9.666667
71,9.666667,8,2,2,0,0,0,,200,9.666667
72,9.666667,8,4,5,0,0,0,,200,9.666667
73,9.833333,8,4,4,0,0,0,,200,9.833333
74,10,8,3,3,0,0,0,,200,10
75,10,8,2,1,0,0,0,,200,10
76,10,8,4,5,0,0,0,,200,10
77,10.166667,8,4,4,0,0,0,,200,10.166667
78,10.333333,3,3,3,0,1,12,,125,10.333333
79,10.333333,8,2,2,0,0,0,,200,10.333333
80,10.333333,8,4,5,0,0,0,,200,10.333333
81,10.333333,1,2,1,0,1,0,,,10.333333
82,10.666667,1,3,2,0,1,0,,,10.666667
83,10.666667,1,3,4,0,1,0,,,10.666667
84,10.666667,8,3,3,0,0,0,,200,10.666667
85,11,3,3,3,0,1,13,,125,11
86,11,1,4,5,0,1,0,,,11
87,11,8,4,4,0,0,0,,200,11
88,11,8,2,1,0,0,0,,200,11
89,11.166667,8,2,2,0,0,0,,200,11.166667
90,11.333333,8,3,3,0,0,0,,200,11.333333
91,11.333333,8,4,5,0,0,0,,200,11.333333
92,11.333333,8,2,1,0,0,0,,200,11.333333
93,11.5,8,2,2,0,0,0,,200,11.5
94,11.666667,3,3,3,0,1,13,,125,11.666667
95,11.666667,8,4,4,0,0,0,,200,11.666667
96,11.666667,8,2,1,0,0,0,,200,11.666667
97,11.666667,1,4,5,0,1,0,,,11.666667
98,12,3,1,1,0,1,14,,125,12
99,12,3,5,5,0,1,15,,125,12
100,12,8,3,3,0,0,0,,200,12
101,12,8,2,2,0,0,0,,200,12
102,12,8,4,4,0,0,0,,200,12
103,12.166667,8,3,3,0,0,0,,200,12.166667
104,12.333333,8,1,1,0,0,0,,200,12.333333
105,12.333333,8,5,5,0,0,0,,200,12.333333
106,12.333333,8,3,3,0,0,0,,200,12.333333
107,12.5,8,3,3,0,0,0,,200,12.5
108,12.666667,3,1,1,0,1,14,,,12.666667
109,12.666667,3,5,5,0,1,15,,,12.666667
110,12.666667,8,3,3,0,0,0,,200,12.666667
111,12.833333,8,3,3,0,0,0,,150,12.833333
112,12.833333,8,3,4,0,0,0,,200,12.833333
113,12.833333,8,3,2,0,0,0,,200,12.833333
114,13,8,4,2,0,0,0,,200,13
115,13,3,1,1,0,1,14,,125,13
116,13,3,5,5,0,1,15,,125,13
117,13,8,3,3,0,0,0,,300,13
118,13,8,2,4,0,0,0,,200,13
