time,lyrics,size
0,,
15.38,TA TA　太陽　まぶしーさー,
18.52,光る波が呼んでる,
21.65,FU FU　ふたりで　たのしーさー♪,
24.92,ひみつ　ひみつのアバンチュール,
28.12,PA PA　パパには　「シー」なのさ,
31.18,うまくおねがい　my mother,
34.42,AH AH　アイスは　シークワーサー,
38.03,初恋に似た味ね,
40.72,期待しすぎちゃ　はしたないかな…？,
47.43,ざわわ　さとうきび !,
52.08,,
53.82,白い砂浜　かけだして,
56.72,真っ白　宿題も置いてきて,
60.13,今日の課題はあなただけ,
63.03,いっしょに絵日記でも書こうか,
69.52,,
72.45,ひと夏の魔法,
76.05,解けても溶けない,
79.22,恋にしたいから,
83.75,,
86.98,星に抱かれたバルコニー,
89.77,言葉はいらないね　今だけは,
93.28,こぶし二つ分の距離で,
96.18,そっとね　優しく　手をつないだ,
99.18,白いハートの星の砂,
102.50,いっぱいいっぱい集めようよ,
105.75,大好きなのはあなただけ,
108.88,たくさん思い出をつくろうよ,
112.23,Chu Chu……ちゅららちゅらりら,
118.45,Chu Chu……いとしーさー♥,
124.22,あなたのこと,
125.80,夢から覚めてもね,
127.77,いとしーさー♥,
132.63,,
