0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,,,,D80
0.03333,2,,,,D80
0.03333,3,,,,D80
0.03333,4,,,,D80
0.03333,5,,,,D80
2.19978,1,1-2,,,
2.19978,2,1-2,,,
2.19978,3,1-2,,,
2.19978,4,1-2,,,
2.19978,5,1-2,,,
2.29977,MOT_mc_speaker_00,temp4,,
2.29977,MOT_mc_light_under_00,l1,,
2.36643,1,,,,L60
2.36643,2,,,,L60
2.36643,3,,,,L60
2.36643,4,,,,L60
2.36643,5,,,,L60
2.53308,1,lp2,,,
2.53308,2,lp2,,,
2.53308,3,lp2,,,
2.53308,4,lp2,,,
2.53308,5,lp2,,,
4.63287,MOT_mc_bg_black_00,b80-45,,
4.6662,1,2-3,,f1,
4.69953,2,2-3,,,
4.69953,3,2-3,,,
4.69953,4,2-3,,,
4.69953,5,2-3,,,
4.799519999999999,1,,,,L0
4.799519999999999,2,,,,L20
4.799519999999999,3,,,,L20
4.799519999999999,4,,,,L20
4.799519999999999,5,,,,L20
4.86618,MOT_mc_stage_color_00,b-flash,,
4.86618,MOT_mc_light_up_00,l1,,
4.86618,MOT_mc_light_center_00,l2,,
5.099489999999999,1,3-4,,,
5.5994399999999995,1,4-1,,,
5.63277,5,w3,,,
5.63277,4,w3,,,
5.63277,3,w3,,,
5.63277,2,w3,,,
5.966069999999999,1,lp1,,,
6.3327,1,j1-2,,,
6.366029999999999,2,3-4,,,
6.366029999999999,3,3-4,,,
6.366029999999999,4,3-4,,,
6.366029999999999,5,3-4,,,
6.53268,MOT_mc_stage_color_00,r-flash,,
6.63267,MOT_mc_bg_black_00,stay,,
6.63267,MOT_mc_light_up_00,stay,,
6.63267,MOT_mc_light_center_00,stay,,
6.63267,MOT_mc_speaker_00,stay,,
6.63267,MOT_mc_light_under_00,stay,,
6.63267,1,,,,D80
6.63267,2,,,,D80
6.63267,3,,,,D80
6.63267,4,,,,D80
6.63267,5,,,,D80
7.29927,5,w4,,,
7.29927,4,w4,,,
7.29927,3,w4,,,
7.29927,2,w4,,,
7.39926,1,w2,,,
8.83245,1,2-3,,,
8.83245,2,4-1,,,
8.83245,3,4-1,,,
8.83245,4,4-1,,,
8.83245,5,4-1,,,
9.13242,MOT_mc_bg_black_00,b65-80,,
9.16575,MOT_mc_speaker_00,temp4,,
9.16575,MOT_mc_light_under_00,l1,,
9.16575,1,,,,Dred
9.16575,2,,,,Dred
9.16575,3,,,,Dred
9.16575,4,,,,Dred
9.16575,5,,,,Dred
9.76569,5,w1,,,
9.76569,4,w1,,,
9.76569,3,w1,,,
9.76569,2,w1,,,
9.76569,1,w3,,,
10.53228,1,3-4,,,
10.53228,2,1-2,,,
10.53228,3,1-2,,,
10.53228,4,1-2,,,
10.53228,5,1-2,,,
10.83225,MOT_mc_bg_black_00,b65-80,,
10.898909999999999,1,,,,Dred
10.898909999999999,2,,,,Dred
10.898909999999999,3,,,,Dred
10.898909999999999,4,,,,Dred
10.898909999999999,5,,,,Dred
11.3322,1,4-1,,,
11.46552,5,w2,,,
11.46552,4,w2,,,
11.46552,3,w2,,,
11.46552,2,w2,,,
11.6655,1,lp1,,,
13.09869,1,1-2,,,
13.09869,2,2-3,,,
13.09869,3,2-3,,,
13.09869,4,2-3,,,
13.09869,5,2-3,,,
13.46532,2,lp3,,,
13.46532,3,lp3,,,
13.46532,4,lp3,,,
13.46532,5,lp3,,,
14.03193,1,w2,,,
14.59854,4,j3-4,,,
14.59854,5,j3-4,,,
14.73186,3,j3-4,,,
14.73186,2,j3-4,,,
14.89851,1,hj2,,,
15.49845,2,4-1,r1,,
15.49845,3,4-1,l1,,
