0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,2,,,b-1
0.03333,1,,,b-1
0.03333,4,,,b-1
0.03333,5,,,b-1
0.03333,3,,,f1
2.03313,MOT_mc_bg_black_00,b80-65,,
2.86638,3,1-2,,
3.2330099999999997,1,1-2,,
3.2330099999999997,2,1-2,,
3.2330099999999997,3,2-3,,
3.2330099999999997,4,1-2,,
3.2330099999999997,5,1-2,,
3.49965,MOT_mc_stage_color_00,b-flash,,
3.5663099999999996,MOT_mc_light_center_00,l1,,
3.5663099999999996,MOT_mc_light_under_00,l1,,
3.59964,3,lp3,,
4.09959,3,j3-4,,
4.16625,5,w2,,
4.16625,4,w2,,
4.16625,1,w2,,
4.16625,2,w2,,
4.46622,3,lp4,,
5.06616,3,j4-1,,
5.46612,3,1-2,,
5.89941,3,j2-3,,
6.89931,3,sj3,,
7.36593,3,3-4,,
7.76589,3,j4-1,,
8.3325,3,1-2,,
8.69913,3,lp2,,
9.6657,3,2-3,,
10.098989999999999,4,2-3,,
10.13232,2,2-3,,
10.16565,3,3-4,,
10.198979999999999,1,2-3,,
10.23231,5,2-3,,
10.6656,1,j3-4,,
10.6656,2,j3-4,,
10.6656,3,j4-1,,
10.6656,4,j3-4,,
10.6656,5,j3-4,,
10.998899999999999,3,lp1,,
11.56551,3,j1-2,,
11.73216,5,w4,,
11.73216,4,w4,,
11.73216,1,w4,,
11.73216,2,w4,,
11.932139999999999,3,lp2,,
12.532079999999999,3,j2-3,,
12.932039999999999,3,3-4,,
13.36533,3,j4-1,,
13.76529,3,lp1,,
14.365229999999999,1,4-1,,
14.365229999999999,2,4-1,,
14.365229999999999,3,1-2,,
14.365229999999999,4,4-1,,
14.365229999999999,5,4-1,,
14.665199999999999,3,sp2-3,,
15.29847,5,w1,,
15.29847,4,w1,,
15.29847,1,w1,,
15.29847,2,w1,,
15.365129999999999,3,sj3,,
15.73176,3,lp3,,
17.03163,4,sj1,,
17.03163,5,sj1,,
17.49825,3,sj3,,
17.49825,2,sj1,,
17.49825,1,sj1,,
17.531579999999998,5,w1,,
17.531579999999998,4,w1,,
17.93154,1,j1-2,,
17.93154,2,j1-2,,
17.93154,3,j3-4,,
17.93154,4,j1-2,,
17.93154,5,j1-2,,
18.26484,MOT_mc_stage_color_00,r-flash,,
18.26484,MOT_mc_bg_black_00,b65-45,,
18.3315,MOT_mc_light_up_00,l1,,
18.3315,MOT_mc_speaker_00,w3,,
18.3315,1,lp2,,
18.3315,2,lp2,,
18.3315,3,lp4,,
18.3315,4,lp2,,
18.3315,5,lp2,,
18.79812,1,j2-3,,
18.79812,2,j2-3,,
18.79812,3,j4-1,,
18.79812,4,j2-3,,
18.79812,5,j2-3,,
19.198079999999997,1,lp3,,
19.198079999999997,2,lp3,,
19.198079999999997,3,lp1,,
19.198079999999997,4,lp3,,
19.198079999999997,5,lp3,,
19.964669999999998,2,,r1,
19.964669999999998,1,,r1,
19.964669999999998,3,,l1,
19.964669999999998,4,,l1,
19.964669999999998,5,,l1,
20.43129,2,,rb0,
20.43129,1,,rb0,
20.43129,3,,lb0,
20.43129,4,,lb0,
20.43129,5,,lb0,
20.797919999999998,1,3-4,,
20.797919999999998,2,3-4,,
20.797919999999998,3,1-2,,
20.797919999999998,4,3-4,,
20.797919999999998,5,3-4,,
21.06456,1,lp4,,
21.06456,2,lp4,,
21.06456,3,lp2,,
21.06456,4,lp4,,
21.06456,5,lp4,,
21.631169999999997,1,j4-1,,
21.631169999999997,2,j4-1,,
21.631169999999997,3,j2-3,,
21.631169999999997,4,j4-1,,
21.631169999999997,5,j4-1,,
21.997799999999998,1,lp1,,
21.997799999999998,2,lp1,,
21.997799999999998,3,lp3,,
21.997799999999998,4,lp1,,
21.997799999999998,5,lp1,,
23.16435,1,1-2,,
23.16435,2,1-2,,
23.16435,3,3-4,,
23.16435,4,1-2,,
23.16435,5,1-2,,
23.46432,1,sp2-3,,
23.46432,2,sp2-3,,
23.46432,3,sp4-1,,
23.46432,4,sp2-3,,
23.46432,5,sp2-3,,
24.49755,1,sj3,,
24.49755,2,sj3,,
24.49755,3,sj1,,
24.49755,4,sj3,,
24.49755,5,sj3,,
24.830849999999998,1,w3,,
24.830849999999998,2,w3,,
24.830849999999998,3,w1,,
24.830849999999998,4,w3,,
24.830849999999998,5,w3,,
25.13082,MOT_mc_bg_black_00,b45-80,,
25.39746,3,1-2,,
25.59744,MOT_mc_stage_color_00,b-flash,,
25.664099999999998,MOT_mc_light_up_00,stay,,
25.664099999999998,MOT_mc_speaker_00,w3,,
25.73076,3,j2-3,,
26.097389999999997,3,lp3,,
27.16395,3,3-4,,
27.53058,3,lp4,,
29.06376,2,3-4,,
29.06376,1,3-4,,
29.06376,4,3-4,,
29.06376,5,3-4,,
29.06376,3,j4-1,,
29.43039,3,lp1,,
29.997,5,w4,,
29.997,4,w4,,
29.997,1,w4,,
29.997,2,w4,,
30.89691,1,4-1,,
30.89691,2,4-1,,
30.89691,3,1-2,,
30.89691,4,4-1,,
30.89691,5,4-1,,
31.83015,5,w1,,
31.83015,4,w1,,
31.83015,1,w1,,
31.83015,2,w1,,
31.83015,3,w2,,
32.79672,2,1-2,,
32.79672,1,1-2,,
32.79672,4,1-2,,
32.79672,5,1-2,,
33.19668,3,2-3,,
33.36333,MOT_mc_bg_black_00,b80-65,,
33.52998,3,j3-4,,
33.72996,5,w2,,
33.72996,4,w2,,
33.72996,1,w2,,
33.72996,2,w2,,
33.896609999999995,3,lp4,,
34.92984,3,4-1,,
35.29647,3,sj1,,
35.69643,3,lp1,,
36.42969,1,sj2,,
36.42969,2,sj2,,
36.42969,3,sj1,,
36.42969,4,sj2,,
36.42969,5,sj2,,
36.86298,1,lp2,,
36.86298,2,lp2,,
36.86298,3,lp1,,
36.86298,4,lp2,,
36.86298,5,lp2,,
36.86298,3,sj1,,
37.29627,3,sj1,,
37.6629,3,lp1,,
38.19618,1,j2-3,,
38.19618,2,j2-3,,
38.19618,3,j1-2,,
38.19618,4,j2-3,,
38.19618,5,j2-3,,
38.59614,1,lp3,,
38.59614,2,lp3,,
38.59614,3,lp2,,
38.59614,4,lp3,,
38.59614,5,lp3,,
39.09609,1,3-4,,
39.09609,2,3-4,,
39.09609,3,2-3,,
39.09609,4,3-4,,
39.09609,5,3-4,,
39.562709999999996,1,4-1,,
39.562709999999996,2,4-1,,
39.562709999999996,3,3-4,,
39.562709999999996,4,4-1,,
39.562709999999996,5,4-1,,
40.02933,1,1-2,,
40.02933,2,1-2,,
40.02933,3,4-1,,
40.02933,4,1-2,,
40.02933,5,1-2,,
40.362629999999996,MOT_mc_stage_color_00,b-flash,,
40.362629999999996,MOT_mc_bg_black_00,b65-80,,
40.96257,5,w2,,
40.96257,4,w2,,
40.96257,1,w2,,
40.96257,2,w2,,
40.96257,3,sj1,,
41.46252,3,w1,,
41.86248,3,j1-2,,
42.26244,3,lp2,,
42.69573,3,2-3,,
42.9957,1,2-3,,
42.9957,2,2-3,,
42.9957,3,3-4,,
42.9957,4,2-3,,
42.9957,5,2-3,,
43.49565,1,hj3,,
43.49565,2,hj3,,
43.49565,3,hj4,,
43.49565,4,hj3,,
43.49565,5,hj3,,
44.16225,1,lp3,,
44.16225,2,lp3,,
44.16225,3,lp4,,
44.16225,4,lp3,,
44.16225,5,lp3,,
45.595439999999996,4,j3-4,,
45.595439999999996,5,j3-4,,
45.96207,MOT_mc_stage_color_00,y-flash,,
46.028729999999996,2,j3-4,,
46.028729999999996,1,j3-4,,
46.428689999999996,MOT_mc_stage_color_00,r-flash,,
46.462019999999995,1,j4-1,,
46.462019999999995,2,j4-1,,
46.462019999999995,3,j4-1,,
46.462019999999995,4,j4-1,,
46.462019999999995,5,j4-1,,
46.861979999999996,MOT_mc_stage_color_00,b-flash,,
46.92864,MOT_mc_bg_black_00,b80-45,,
46.96197,4,1-2,,
46.9953,2,1-2,,
47.02863,3,1-2,,
47.06196,1,1-2,,
47.09529,5,1-2,,
47.42859,1,j2-3,,
47.42859,2,j2-3,,
47.42859,3,j2-3,,
47.42859,4,j2-3,,
47.42859,5,j2-3,,
47.728559999999995,MOT_mc_stage_color_00,b-flash,,
47.76189,1,lp3,,
47.76189,2,lp3,,
47.76189,3,lp3,,
47.76189,4,lp3,,
47.76189,5,lp3,,
47.79522,MOT_mc_light_up_00,l2,,
47.79522,MOT_mc_light_center_00,l2,,
47.79522,MOT_mc_light_under_00,l2,,
47.79522,MOT_mc_speaker_00,w3,,
48.3285,1,j3-4,,
48.3285,2,j3-4,,
48.3285,3,j3-4,,
48.3285,4,j3-4,,
48.3285,5,j3-4,,
48.69513,1,lp4,,
48.69513,2,lp4,,
48.69513,3,lp4,,
48.69513,4,lp4,,
48.69513,5,lp4,,
49.295069999999996,1,j4-1,,
49.295069999999996,2,j4-1,,
49.295069999999996,3,j4-1,,
49.295069999999996,4,j4-1,,
49.295069999999996,5,j4-1,,
49.695029999999996,1,1-2,,
49.695029999999996,2,1-2,,
49.695029999999996,3,1-2,,
49.695029999999996,4,1-2,,
49.695029999999996,5,1-2,,
50.128319999999995,1,j2-3,,
50.128319999999995,2,j2-3,,
50.128319999999995,3,j2-3,,
50.128319999999995,4,j2-3,,
50.128319999999995,5,j2-3,,
51.09489,1,sj3,,
51.09489,2,sj3,,
51.09489,3,sj3,,
51.09489,4,sj3,,
51.09489,5,sj3,,
51.56151,1,3-4,,
51.56151,2,3-4,,
51.56151,3,3-4,,
51.56151,4,3-4,,
51.56151,5,3-4,,
51.96147,1,j4-1,,
51.96147,2,j4-1,,
51.96147,3,j4-1,,
51.96147,4,j4-1,,
51.96147,5,j4-1,,
52.528079999999996,1,1-2,,
52.528079999999996,2,1-2,,
52.528079999999996,3,1-2,,
52.528079999999996,4,1-2,,
52.528079999999996,5,1-2,,
52.894709999999996,1,2-3,,
52.894709999999996,2,2-3,,
52.894709999999996,3,2-3,,
52.894709999999996,4,2-3,,
52.894709999999996,5,2-3,,
53.52798,1,hj3,,
53.52798,2,hj3,,
53.52798,3,hj3,,
53.52798,4,hj3,,
53.52798,5,hj3,,
54.227909999999994,4,3-4,,
54.26124,2,3-4,,
54.29457,3,3-4,,
54.3279,1,3-4,,
54.36123,5,3-4,,
54.79452,1,j4-1,,
54.79452,2,j4-1,,
54.79452,3,j4-1,,
54.79452,4,j4-1,,
54.79452,5,j4-1,,
55.12782,1,lp1,,
55.12782,2,lp1,,
55.12782,3,lp1,,
55.12782,4,lp1,,
55.12782,5,lp1,,
55.69443,1,j1-2,,
55.69443,2,j1-2,,
55.69443,3,j1-2,,
55.69443,4,j1-2,,
55.69443,5,j1-2,,
56.06106,1,lp2,,
56.06106,2,lp2,,
56.06106,3,lp2,,
56.06106,4,lp2,,
56.06106,5,lp2,,
56.660999999999994,1,j2-3,,
56.660999999999994,2,j2-3,,
56.660999999999994,3,j2-3,,
56.660999999999994,4,j2-3,,
56.660999999999994,5,j2-3,,
57.060959999999994,1,3-4,,
57.060959999999994,2,3-4,,
57.060959999999994,3,3-4,,
57.060959999999994,4,3-4,,
57.060959999999994,5,3-4,,
57.49425,1,j4-1,,
57.49425,2,j4-1,,
57.49425,3,j4-1,,
57.49425,4,j4-1,,
57.49425,5,j4-1,,
57.894209999999994,1,lp1,,
57.894209999999994,2,lp1,,
57.894209999999994,3,lp1,,
57.894209999999994,4,lp1,,
57.894209999999994,5,lp1,,
58.49415,1,1-2,,
58.49415,2,1-2,,
58.49415,3,1-2,,
58.49415,4,1-2,,
58.49415,5,1-2,,
58.79412,1,sp2-3,,
58.79412,2,sp2-3,,
58.79412,3,sp2-3,,
58.79412,4,sp2-3,,
58.79412,5,sp2-3,,
59.494049999999994,1,sj3,,
59.494049999999994,2,sj3,,
59.494049999999994,3,sj3,,
59.494049999999994,4,sj3,,
59.494049999999994,5,sj3,,
59.860679999999995,1,lp3,,
59.860679999999995,2,lp3,,
59.860679999999995,3,lp3,,
59.860679999999995,4,lp3,,
59.860679999999995,5,lp3,,
61.79382,1,3-4,,
61.79382,2,3-4,,
61.79382,3,3-4,,
61.79382,4,3-4,,
61.79382,5,3-4,,
62.227109999999996,1,4-1,l1,
62.227109999999996,2,4-1,l1,
62.227109999999996,3,4-1,l1,
62.227109999999996,4,4-1,l1,
62.227109999999996,5,4-1,l1,
62.49375,MOT_mc_stage_color_00,r-flash,,
62.627069999999996,1,lp1,,
62.627069999999996,2,lp1,,
62.627069999999996,3,lp1,,
62.627069999999996,4,lp1,,
62.627069999999996,5,lp1,,
63.22701,1,,l2,
63.22701,2,,l2,
63.22701,3,,l2,
63.22701,4,,l2,
63.22701,5,,l2,
64.06026,1,j1-2,,
64.06026,2,j1-2,,
64.06026,3,j1-2,,
64.06026,4,j1-2,,
64.06026,5,j1-2,,
64.46021999999999,1,lp2,,
64.46021999999999,2,lp2,,
64.46021999999999,3,lp2,,
