time,lyrics,size
0.00 ,,
6.717,One Two One Two One Two LOVE!,
11.250,SUPERLOVE☆Chu Chu Chu,
13.583,キミに　友達（トモ）に　世界中に,
15.867,ハッピータイム　EVERYDAY,
18.100,ラブまみレインボー !,
20.433,Chu Chu Chu Ru Chu☆（LOVE!）,
24.500,,
31.533,近未来　愛は次元を超えた,
36.100,いろんなカタチのアイラブユー,
40.717,超ド級　もう止められやしない,
45.250,ここは愛の最前線,
48.667,どんな愛も　愛は愛じゃん,
53.250,どんなキミも　キミはキミじゃん,
58.433,ほら　あとは気付くだけじゃん,
60.733,もうちょっと　手をのばすだけじゃん,
63.017,信じあおう　認めあおう　愛する人たちよ !,
67.933,SUPERLOVE☆Chu Chu Chu,
70.100,ママに　パパに　お姉ちゃんに,
72.450,キューティーな　HOW TO LOVE,
74.717,アタシなりに　届けたいよ,
76.967,SUPERLOVE☆Chu Chu Chu,
79.250,キミに　友達（トモ）に　世界中に,
81.533,ハッピータイム　EVERYDAY,
83.817,ラブまみレインボー !,
86.117,「好き、好きっす…めっちゃ好きっす ! 」,
89.553,Chu Chu Chu Ru Chu☆,
91.250,SUPERLOVE☆Chu Chu Chu,
93.533,ドキドキする　このリズム,
95.817,ゼンリョクで　TOUCH YOUR HEART,
98.100,アタシらしく　愛してあげる,
100.383,SUPERLOVE☆Chu Chu Chu,
102.667,キミに　友達（トモ）に　世界中に,
104.967,ハッピータイム　EVERYDAY,
107.250,ラブまみレインボー !,
109.533,「好き、好きっす…めっちゃ好きっす ! 」,
112.983,Chu Chu Chu Ru Chu☆（LOVE!）,
117.000,,
119.250,One Two One Two One Two SUPERLOVE☆,
126.800,,
