time,lyrics,size
0,,
3.467,"Passion, Liberty, Love, Love",
5.25,"Passion, Liberty, Love, Love",
7,「今年も猛暑が各地で続く予想です。」,
12.717,アガれ ! !,
14,パリラパリラ ! （パリラパリラ）,
15.767,夏休みの（合言葉は）,
17.433,情熱、自由、愛→パ・リ・ラ,
21.15,太陽だけには　教えてあげるわ,
24.5,真夏の（真夏の）少女は（少女は）　欲しいものを叫んでる,
31.35,,
42.25,Olá! 秘密のリゾートへ行こう,
45.2,「ヴァカンスが始まる　エメラルド身に付けて」,
49.117,レモンの果肉のようなビーチ　眩しい,
52.333,「露出もっと高めて　サングラス投げすてて」,
56.2,ラテンのリズムで浮かれちゃえ,
58.967,トロピカルなドリンクとレディオ,
62.683,誘惑が多すぎる,
66.567,ぴーかんの空とノートを見比べて,
69.917,順調に一向に進まない宿題 ! ,
73.433,「やんのか？ ! やめるか？ ! やんのか？ ! やめるか？ ! 」,
75.667,やーめーた ! !,
76.9,パリラパリラ ! （パリラパリラ）,
78.8,煽り煽られ（煽り煽られ）,
80.483,ギラギラ照り返す,
83.833,大人に隠れて　思わせぶりな目線　試したい覚えたい,
89.633,Te Amo!,
90.95,セニョールセニョール ! （セニョールセニョール）,
92.8,火照る火照る（火照る火照る）,
94.45,日焼けのせい？　ノンノンノン !,
98.167,太陽だけには　教えてあげるわ,
101.35,真夏の（真夏の）少女は（少女は）　欲しいものを見つめてる,
105.05,欲しいものを叫んでる,
108.2,見上げた入道雲も　しつこいくらいの蝉も,
112.1,一度だけの出会いだけど,
115.617,この季節の匂い　忘れないよきっと,
119,"経験したのはPassion, Liberty, （Love, Love,）",
122.467,経験したいのはパ・パ・パリラ ! （パリラー ! ）,
127.367,,
