time,lyrics,size
0.00 ,,
22.900 ,どんな風に誰かを好きになるんだっけ？（忘れちゃった）,
29.533 ,もう二度と恋なんて　できないと思っていた,
36.433 ,君に会うまで,
37.900 ,「まんまでいいよ」　あの日の　何気ない一言,
44.300 ,ホコリかぶって　止まってたエンジン,
47.617 ,噴射して飛び立とう（3.2.1 GO ! ）,
52.767 ,果てしなく自由だ　ハートは無限大,
56.100 ,ずっとずっと　アイラブユー,
58.817 ,夢中で探した　星空に君を,
62.100 ,出会えた Oh 奇跡が大爆発,
66.000 ,後ろからムギュッと　そんでもってチューしよう,
69.233 ,もっともっと　空へ高く,
72.017 ,宇宙まで届け　愛を乗せたシャトル,
75.333 ,いつまでも　どこまでも　君となら無重力,
80.900 ,何千億光年も はたまた太陽系から　はぐれちゃっても,
87.383 ,この想いのスピード　１秒間に地球を100周,
90.233 ,君のもとへ　辿り着け !,
97.250 ,果てしなく自由だ　ハートは無限大,
100.783 ,ずっとずっと　アイラブユー,
103.600 ,夢中で探した　星空に君を,
106.783 ,出会えた Oh 奇跡が大爆発,
110.750 ,後ろからムギュッと　そんでもってチューしよう,
113.867 ,もっともっと　空へ高く,
116.716 ,宇宙まで届け　愛を乗せたシャトル,
120.017 ,いつまでも　どこまでも　君となら無重力,
126.730 ,,
