0.03333,MOT_mc_bg_black_00,seat100-0,,
0.06666,MOT_all,cut1,,
0.06666,1,,,,D40
0.06666,2,,,,D40
0.06666,3,,,,D40
0.06666,MOT_mc_bg_black_00,seat100-0,,
3.5663099999999996,2,hj1,,,
3.5663099999999996,3,hj1,,,
3.5663099999999996,MOT_mc_bg_black_00,b65-20,,
3.5663099999999996,MOT_mc_stage_color_00,b-flash,,
3.59964,MOT_control_all,zoom01,,
3.73296,MOT_mc_stage_color_00,y-flash,,
3.79962,1,,,,L0
3.79962,2,,,,L0
3.79962,3,,,,L0
3.79962,1,hj1,,,
4.46622,1,1-2,,,
4.46622,2,1-2,,,
4.46622,3,1-2,,,
5.03283,1,j2-3,,,
5.03283,2,j2-3,,,
5.03283,3,j2-3,,,
5.3328,MOT_mc_stage_color_00,r-flash,,
5.53278,MOT_mc_stage_color_00,b-flash,,
5.56611,1,3-4,,,
5.79942,2,3-4,,,
5.79942,3,3-4,,,
6.03273,1,4-1,,,
6.266039999999999,2,4-1,,,
6.266039999999999,3,4-1,,,
6.69933,1,hj1,,,
6.69933,2,hj1,,,
6.69933,3,hj1,,,
7.09929,MOT_mc_stage_color_00,y-flash,,
7.26594,1,,,,D40
7.26594,2,,,,D40
7.26594,3,,,,D40
7.29927,MOT_mc_stage_color_00,r-flash,,
7.632569999999999,1,,,,L0
7.632569999999999,2,,,,L0
7.632569999999999,3,,,,L0
7.632569999999999,1,1-2,,,
7.632569999999999,2,1-2,,,
7.632569999999999,3,1-2,,,
8.065859999999999,MOT_mc_stage_color_00,b-flash,,
8.165849999999999,MOT_mc_stage_color_00,y-flash,,
8.3325,1,2-3,,,
8.3325,2,2-3,,,
8.3325,3,2-3,,,
8.93244,MOT_mc_stage_color_00,r-flash,,
9.03243,MOT_mc_stage_color_00,b-flash,,
9.06576,1,3-4,,,
9.26574,3,w3,,,
9.26574,2,w3,,,
9.56571,MOT_mc_stage_color_00,y-flash,,
9.799019999999999,MOT_control_all,zoom02,,
9.799019999999999,2,hj3,,,
9.799019999999999,3,hj3,,,
9.998999999999999,1,w4,,,
9.998999999999999,MOT_mc_stage_color_00,r-flash,,
10.298969999999999,2,,,,D40
10.298969999999999,3,,,,D40
10.298969999999999,1,j4-1,,,
10.83225,2,,,,L0
10.83225,3,,,,L0
10.83225,1,lp1,,,
10.83225,2,lp3,,,
10.83225,3,lp3,,,
10.83225,MOT_mc_stage_color_00,b-flash,,
13.9986,1,,,,D40
13.9986,2,,,,D40
13.9986,3,,,,D40
13.9986,1,1-2,,,
13.9986,2,3-4,,,
13.9986,3,3-4,,,
14.3319,1,,,,L0
14.3319,2,,,,L0
14.3319,3,,,,L0
14.3319,1,lp2,,,
14.3319,2,lp4,,,
14.3319,3,lp4,,,
14.3319,MOT_mc_stage_color_00,y-flash,,
16.131719999999998,MOT_mc_stage_color_00,r-flash,,
16.56501,MOT_mc_stage_color_00,b-flash,,
16.9983,MOT_mc_stage_color_00,y-flash,,
17.43159,MOT_mc_stage_color_00,r-flash,,
17.63157,1,,,,D40
17.63157,2,,,,D40
17.63157,3,,,,D40
17.63157,1,2-3,,,
17.63157,2,4-1,,,
17.63157,3,4-1,,,
17.964869999999998,1,,,,L0
17.964869999999998,2,,,,L0
17.964869999999998,3,,,,L0
17.964869999999998,1,lp3,,,
17.964869999999998,2,lp1,,,
17.964869999999998,3,lp1,,,
21.16455,1,,,,D40
21.16455,2,,,,D40
21.16455,3,,,,D40
21.16455,1,3-4,,,
21.16455,2,1-2,,,
21.16455,3,1-2,,,
21.49785,1,,,,L0
21.49785,2,,,,L0
21.49785,3,,,,L0
21.49785,1,lp4,,,
21.49785,2,lp2,,,
21.49785,3,lp2,,,
23.430989999999998,MOT_control_all,zoom03,,
23.430989999999998,1,4-1,,,
23.430989999999998,MOT_mc_stage_color_00,b-flash,,
23.79762,MOT_control_all,zoom04,,
23.864279999999997,2,2-3,l1,,
23.864279999999997,3,2-3,r1,,
23.864279999999997,MOT_mc_stage_color_00,y-flash,,
24.13092,MOT_control_all,zoom05,,
24.19758,1,hj1,,,
24.19758,MOT_mc_stage_color_00,r-flash,,
24.59754,1,,,,D40
24.59754,2,,,,D40
24.59754,3,,,,D40
24.59754,2,3-4,,,
24.59754,3,3-4,,,
24.664199999999997,MOT_control_all,zoom06,,
24.664199999999997,MOT_mc_stage_color_00,b-flash,,
24.93084,1,,,,L0
24.93084,1,hj1,,,
24.93084,2,lp4,,,
24.93084,3,lp4,,,
25.63077,1,1-2,,,
25.9974,1,2-3,,,
26.3307,1,j3-4,,,
26.863979999999998,1,4-1,,,
27.3306,1,1-2,,,
27.76389,1,hj2,,,
28.130519999999997,1,,,,D40
28.130519999999997,MOT_mc_stage_color_00,y-flash,,
28.56381,1,,,,L0
28.56381,1,hj2,,,
29.297069999999998,1,2-3,,,
29.76369,1,3-4,,,
30.23031,1,4-1,,,
30.730259999999998,1,hj1,,,
31.43019,1,,,,D40
31.963469999999997,1,w1,,,
31.963469999999997,1,,,,L0
31.963469999999997,1,j1-2,,,
32.79672,1,2-3,,,
33.29667,1,3-4,,,
33.863279999999996,1,j4-1,,,
33.863279999999996,MOT_mc_stage_color_00,r-flash,,
34.263239999999996,1,j1-2,,,
34.263239999999996,MOT_mc_stage_color_00,b-flash,,
34.696529999999996,1,j2-3,,,
34.696529999999996,MOT_mc_stage_color_00,y-flash,,
35.529779999999995,1,sj3,,,
35.9964,1,hj3,,,
36.52968,1,3-4,,,
36.89631,1,sj4,,,
37.39626,1,w4,,,
37.46292,1,hj4,,,
37.76289,2,j4-1,,,
37.76289,MOT_mc_stage_color_00,r-flash,,
37.962869999999995,3,j4-1,,,
37.962869999999995,MOT_mc_stage_color_00,b-flash,,
38.19618,2,j1-2,,,
38.19618,MOT_mc_stage_color_00,y-flash,,
38.362829999999995,3,j1-2,,,
38.362829999999995,MOT_mc_stage_color_00,r-flash,,
38.59614,1,,,,D40
38.69613,1,w4,,,
38.86278,1,j4-1,,,
38.86278,2,j2-3,,,
38.86278,3,j2-3,,,
38.86278,MOT_mc_stage_color_00,b-flash,,
39.129419999999996,MOT_control_all,zoom07,,
39.129419999999996,3,,,,L0
39.36273,3,hj3,,,
39.36273,2,lp3,,,
39.36273,1,lp1,,,
39.962669999999996,3,j3-4,,,
40.46262,3,4-1,,,
40.86258,3,1-2,,,
41.195879999999995,3,2-3,,,
41.52918,3,3-4,,,
42.46242,3,w4,,,
42.72906,3,j4-1,,,
43.262339999999995,3,hj1,,,
43.76229,3,1-2,,,
44.19558,3,2-3,,,
44.52888,3,3-4,,,
44.92884,3,hj4,,,
45.79542,3,,,,D40
45.79542,1,1-2,,,
45.79542,2,3-4,,,
45.79542,3,4-1,,,
46.19538,MOT_control_all,zoom08,,
46.19538,2,,,,L0
46.19538,2,j4-1,,,
46.19538,1,lp2,,,
46.19538,3,lp1,,,
47.06196,2,1-2,,,
47.39526,2,2-3,,,
47.728559999999995,2,j3-4,,,
48.16185,2,j4-1,,,
48.16185,MOT_mc_stage_color_00,y-flash,,
48.59514,2,j1-2,,,
48.59514,MOT_mc_stage_color_00,r-flash,,
48.9951,2,hj2,,,
48.9951,MOT_mc_stage_color_00,b-flash,,
49.695029999999996,MOT_control_all,zoom09,,
49.82835,1,,,,L0
49.82835,3,,,,L0
49.82835,1,hj2,,,
49.82835,2,hj2,,,
49.82835,3,hj1,,,
49.82835,MOT_mc_stage_color_00,y-flash,,
50.39496,1,2-3,,,
50.39496,2,2-3,,,
50.39496,3,1-2,,,
50.82825,1,hj3,,,
50.82825,2,hj3,,,
50.82825,3,hj2,,,
50.82825,MOT_mc_stage_color_00,r-flash,,
51.328199999999995,1,3-4,,,
51.328199999999995,2,3-4,,,
51.328199999999995,3,2-3,,,
51.92814,2,j4-1,,,
51.92814,MOT_mc_stage_color_00,b-flash,,
52.128119999999996,3,j3-4,,,
52.128119999999996,MOT_mc_stage_color_00,y-flash,,
52.26144,1,w4,,,
52.39476,1,j4-1,,,
52.39476,MOT_mc_stage_color_00,r-flash,,
52.62807,MOT_mc_stage_color_00,b-flash,,
52.82805,MOT_control_all,zoom10,,
52.928039999999996,1,,,,D40
52.928039999999996,3,,,,D40
52.928039999999996,2,hj1,,,
53.19468,3,w4,,,
53.46132,1,w1,,,
53.52798,2,,,,D40
53.89461,1,j1-2,,,
54.161249999999995,2,j1-2,,,
54.46122,3,j4-1,,,
54.594539999999995,1,,,,L0
54.594539999999995,1,hj2,,,
54.594539999999995,MOT_mc_stage_color_00,r-flash,,
55.22781,2,w2,,,
55.26114,1,,,,D40
55.26114,2,j2-3,,,
55.52778,3,w1,,,
55.52778,1,j2-3,,,
55.794419999999995,3,j1-2,,,
56.09439,2,j3-4,,,
56.594339999999995,1,w3,,,
56.594339999999995,3,,,,L0
56.594339999999995,3,hj2,,,
56.594339999999995,MOT_mc_stage_color_00,b-flash,,
57.027629999999995,3,,,,D40
57.027629999999995,1,j3-4,,,
57.16095,2,w4,,,
57.26094,3,j2-3,,,
57.52758,2,j4-1,,,
57.794219999999996,1,j4-1,,,
58.09419,2,,,,L0
58.09419,2,hj1,,,
58.09419,MOT_mc_stage_color_00,y-flash,,
58.3275,3,w3,,,
58.79412,1,,,,L0
58.79412,3,,,,L0
58.79412,2,hj1,,,
58.79412,MOT_mc_stage_color_00,r-flash,,
58.86078,1,w1,,,
59.26074,3,hj3,,,
59.26074,MOT_mc_stage_color_00,b-flash,,
59.69403,1,hj1,,,
59.69403,MOT_mc_stage_color_00,y-flash,,
60.02733,2,w1,,,
60.12732,2,hj1,,,
60.12732,MOT_mc_stage_color_00,r-flash,,
60.49395,3,hj3,,,
60.49395,MOT_mc_stage_color_00,b-flash,,
60.79392,1,,,,D40
60.79392,2,,,,D40
60.79392,3,,,,D40
60.79392,1,j1-2,,,
61.093889999999995,2,j1-2,,,
61.39386,3,j3-4,,,
61.62717,1,,,,L0
61.62717,1,2-3,,,
61.62717,MOT_mc_stage_color_00,y-flash,,
61.960469999999994,1,hj3,,,
62.16045,2,w2,,,
62.39376,1,,,,D40
62.39376,2,j2-3,,,
62.46042,3,w4,,,
62.59374,1,j3-4,,,
62.82705,3,j4-1,,,
63.060359999999996,1,j4-1,,,
63.39366,3,,,,L0
63.39366,3,hj1,,,
63.39366,MOT_mc_stage_color_00,r-flash,,
63.460319999999996,2,w3,,,
64.02693,3,,,,D40
64.02693,2,,,,L0
64.02693,2,hj3,,,
64.12692,1,w1,,,
64.36023,2,,,,D40
64.36023,1,,,,L0
64.36023,1,hj1,,,
64.62687,3,w1,,,
64.79352,1,,,,D40
64.79352,3,,,,L0
64.79352,3,hj1,,,
65.09349,3,,,,D40
65.09349,2,,,,L0
65.09349,2,hj3,,,
65.46012,2,,,,D40
65.46012,3,,,,L0
65.46012,3,hj1,,,
65.59344,1,w1,,,
65.96007,1,,,,L0
65.96007,2,,,,L0
65.96007,2,3-4,,,
65.96007,MOT_mc_stage_color_00,b-flash,,
66.19337999999999,1,1-2,,,
66.19337999999999,MOT_mc_stage_color_00,y-flash,,
66.49334999999999,3,1-2,,,
66.49334999999999,MOT_mc_stage_color_00,r-flash,,
66.82665,1,hj2,,,
66.82665,2,hj4,,,
