time,lyrics,size
0,,
3.755,絶体絶命 ! Summer Night,
5.536,完徹決定 ! All Night,
7.522,ヤバイ !　ヤバイ !　まぢでヤバイ ! (やばい ! ),
10.864,La La La La...,
23.523,What a Night !,
25.012,灼熱　太陽の下で　こんがり　小麦色,
31.963,ライブ　ビキニ　きもだめし　さいっこうの夏休み ! ,
39.328,ふと　気付けば　31日　真っ青　ナスビ色,
46.159,ずっと　カバン　眠ってた　手付かず　山積み　プリント,
52.998,クエスチョン ! ,
53.544,"x+y=？　""CIA ! """,
55.315,"オーストラリアの首都は？　""ありません ! """,
57.098,"法隆寺を建てたのは？　""卑弥呼様 ! """,
58.868,意味不明 ! ,
60.666,"Where do you live now？　""Yes, I Do ! """,
62.429,"酸素を作るには？　""ワニとシャンプー ! """,
64.078,やばい !　ヤバイ !　yabai !　ゃヴぁぃ !　YABAI ! ,
65.968,まぢヤバすぎる ! ,
67.537,終わらない　終わらない,
69.311,ぜーんぜん　ぜんぜん　終わらない,
71.051,8月　最終日の　宿題 ! ,
74.873,てきとに　やっても　しょうがない　でも,
76.642,てきとに　やるしか　しょうがない,
78.155,とりあえず　ひたすら　かきまくれー !! ,
81.753,わからない　わからない,
83.514,ぜーんぜん　ぜんぜん　わからない,
85.252,もう少し　手加減してよ　宿題 ! ,
89.102,誰かのせいには　したくない　でも,
90.86,自分のせいには　したくない,
92.413,残り　80枚 ! ,
94.382,終わらない宿題,
96.175,絶対絶命 ! Summer Night,
97.983,完徹決定 ! All Night,
99.985,ヤバイ !　ヤバイ !　まぢでヤバイ ! (やばい ! ),
103.344,はぁ・・・・終わんない,
104.864,終わらない　終わらない,
106.622,ぜーんぜん　ぜんぜん　終わらない,
108.409,8月　最終日の　宿題 ! ,
112.208,てきとに　やっても　しょうがない　でも,
113.979,てきとに　やるしか　しょうがない,
115.538,とりあえず　ひたすら　かきまくれー !! ,
119.051,わからない　わからない,
120.829,ぜーんぜん　ぜんぜん　わからない,
122.655,もう少し　手加減してよ　宿題 ! ,
126.427,誰かのせいには　したくない　でも,
128.201,自分のせいには　したくない,
129.753,残り　60枚 ! ,
131.739,終わらない宿題,
136.349,,
