time,lyrics,size
0.00 ,,
23.167 ,全身を突き抜ける　,
25.667 ,想像を超えた衝動が,
28.867 ,アタシを動かす,
33.333 ,轟音に包まれて,
35.883 ,心臓が爆ぜ飛びそうに,
39.117 ,激しく昂る,
43.217 ,真紅の決意　この身に纏い,
47.750,この世界の頂へと　駆け上がるぜ　,
55.983,覚悟決めろよ,
58.117,Get Tough　ぶちかますのさ,
60.667,Get Tough　暴走上等だろ,
63.483,まだ見ぬ高み　今　確かめに行くぜ,
68.317,Fire　空前絶後に,
70.883,Fire　最強の夢を見て,
73.633,咲かせるのさ　炎の華を　Wow Wow Haaah!,
79.017,Burning Soul　魅せてやるぜ,
81.517,真紅の誇り　恥じないように,
85.983,この世界で咲き誇るさ　命懸けて,
94.150,覚悟決めろよ,
96.367,Get Tough　燃え尽きるまで,
98.967,Get Tough　燃えさかるだけさ,
101.833,本気の極み　さあ確かめに行くぜ,
106.617,Fire　空前絶後に,
109.183,Fire　最強の夢だから,
112.050,咲かせるのさ　炎の華を　Wow Wow Haaah!,
117.267,Burning Soul　魅せてやるぜ,
121.773,,
