0.03333,MOT_mc_bg_black_00,seat100-0,,
2.56641,MOT_mc_bg_black_00,b80-65,,
2.56641,MOT_speaker_00,temp4,,
3.16635,MOT_mc_stage_color_00,y-flash,,
3.16635,MOT_mc_light_center_00,l1,,
3.16635,MOT_mc_light_under_00,l2,,
3.26634,1,1-4,,
3.26634,2,1-4,,
3.26634,3,1-4,,
3.26634,4,1-4,,
3.26634,5,1-4,,
3.63297,MOT_mc_stage_color_00,y-flash,,
3.69963,MOT_mc_light_under_00,l2,,
3.69963,1,sj4,,
3.69963,2,sj4,,
3.69963,3,sj4,,
3.69963,4,sj4,,
3.69963,5,sj4,,
3.9996,1,w4,,
3.9996,2,w4,,
3.9996,3,w4,,
3.9996,4,w4,,
3.9996,5,w4,,
4.53288,MOT_mc_stage_color_00,y-flash,,
4.59954,1,j4-2,,
4.96617,2,j4-2,,
4.96617,3,j4-2,,
5.199479999999999,4,j4-2,,
5.199479999999999,5,j4-2,,
5.199479999999999,1,lp2,,
5.43279,2,lp2,,
5.43279,3,lp2,,
5.63277,4,lp2,,
5.63277,5,lp2,,
6.166049999999999,1,2-3,l1,
6.166049999999999,2,2-3,l1,
6.166049999999999,3,2-3,l1,
6.166049999999999,4,2-3,l1,
6.166049999999999,5,2-3,l1,
6.466019999999999,MOT_mc_stage_color_00,y-flash,,
6.49935,1,3-1,,
6.49935,2,3-1,,
6.49935,3,3-1,,
6.49935,4,3-1,,
6.49935,5,3-1,,
6.83265,1,lp1,,
6.83265,2,lp1,,
6.83265,3,lp1,,
6.83265,4,lp1,,
6.83265,5,lp1,,
7.69923,1,1-2,lb0,
7.69923,2,1-2,lb0,
7.69923,3,1-2,lb0,
7.69923,4,1-2,lb0,
7.69923,5,1-2,lb0,
8.065859999999999,1,j2-3,,
8.065859999999999,2,j2-3,,
8.065859999999999,3,j2-3,,
8.065859999999999,4,j2-3,,
8.065859999999999,5,j2-3,,
8.49915,1,lp3,,
8.49915,2,lp3,,
8.49915,3,lp3,,
8.49915,4,lp3,,
8.49915,5,lp3,,
8.9991,1,sp3-4,,
8.9991,2,sp3-4,,
8.9991,3,sp3-4,,
8.9991,4,sp3-4,,
8.9991,5,sp3-4,,
10.23231,1,hj4,,
10.23231,2,hj4,,
10.23231,3,hj4,,
10.23231,4,hj4,,
10.23231,5,hj4,,
10.93224,1,4-2,r1,
10.93224,2,4-2,r1,
10.93224,3,4-2,r1,
10.93224,4,4-2,r1,
10.93224,5,4-2,r1,
11.23221,1,lp2,,
11.23221,2,lp2,,
11.23221,3,lp2,,
11.23221,4,lp2,,
11.23221,5,lp2,,
11.43219,1,2-1,r2,
11.43219,2,2-1,r2,
11.43219,3,2-1,r2,
11.43219,4,2-1,r2,
11.43219,5,2-1,r2,
11.76549,1,lp1,,
11.76549,2,lp1,,
11.76549,3,lp1,,
11.76549,4,lp1,,
11.76549,5,lp1,,
12.232109999999999,1,1-3,rb1,
12.232109999999999,2,1-3,rb1,
12.232109999999999,3,1-3,rb1,
12.232109999999999,4,1-3,rb1,
12.232109999999999,5,1-3,rb1,
12.56541,1,j3-4,,
12.56541,2,j3-4,,
12.56541,3,j3-4,,
12.56541,4,j3-4,,
12.56541,5,j3-4,,
13.06536,1,lp4,,
13.06536,2,lp4,,
13.06536,3,lp4,,
