time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0.1,1,2,1,MasterOut,0,1.0,0,0.35
0.2,2,2,1,BUS_0007,0,0,-3,0.29
0.3,3,2,1,,,,3,0.29
0.4,4,2,1,,,,-5.4,0.24
0.5,5,2,1,,,,5.4,0.24
0.6,6,1,1,MasterOut,0,1.0,-18,0.2
0.7,7,1,1,BUS_0007,0,0,-22.2,0.2
0.8,8,1,1,,,,-13.8,0.24
0.9,9,1,1,,,,-26.4,0.2
1.0,10,1,1,,,,-9.6,0.24
1.1,11,3,1,MasterOut,0,1.0,18,0.2
1.2,12,3,1,BUS_0007,0,0,13.8,0.24
1.3,13,3,1,,,,22.2,0.2
1.4,14,3,1,,,,9.6,0.24
1.5,15,3,1,,,,26.4,0.2
13.239,,1,,MasterOut,0,0,,
13.239,,3,,MasterOut,0,0,,
13.239,,2,,MasterOut,0,1.0,,
13.239,,2,,BUS_0007,0,0.2,,
13.239,1,,,,,,0,0.5
13.239,2,,,,,,-9,0.35
13.239,3,,,,,,9,0.35
13.239,4,,,,,,-18,0.27
13.239,5,,,,,,18,0.27
30.343,,2,,MasterOut,0.05,0,,
30.343,,2,,BUS_0007,0.2,0,,
30.429,,1,,MasterOut,0,1.0,,
30.429,,1,,BUS_0007,0,0.2,,
30.429,6,,,,,,0,0.5
30.429,7,,,,,,-9,0.35
30.429,8,,,,,,9,0.35
30.429,9,,,,,,-18,0.27
30.429,10,,,,,,18,0.27
35.657,,1,,MasterOut,0.05,0,,
35.657,,1,,BUS_0007,0.2,0,,
35.914,,3,,MasterOut,0,1.0,,
35.914,,3,,BUS_0007,0,0.2,,
35.914,11,,,,,,0,0.5
35.914,12,,,,,,-9,0.35
35.914,13,,,,,,9,0.35
35.914,14,,,,,,-18,0.27
35.914,15,,,,,,18,0.27
41.314,,3,,MasterOut,0.05,0,,
41.314,,3,,BUS_0007,0.2,0,,
41.4,1,2,1,MasterOut,0,1.0,0,0.35
41.4,2,2,1,,,,-3,0.29
41.4,3,2,1,,,,3,0.29
41.4,4,2,1,,,,-5.4,0.24
41.4,5,2,1,,,,5.4,0.24
41.4,6,1,1,MasterOut,0,1.0,-18,0.2
41.4,7,1,1,,,,-22.2,0.2
41.4,8,1,1,,,,-13.8,0.24
41.4,9,1,1,,,,-26.4,0.2
41.4,10,1,1,,,,-9.6,0.24
41.4,11,3,1,MasterOut,0,1.0,18,0.2
41.4,12,3,1,,,,13.8,0.24
41.4,13,3,1,,,,22.2,0.2
41.4,14,3,1,,,,9.6,0.24
41.4,15,3,1,,,,26.4,0.2
46.629,,2,,MasterOut,0,0,,
46.629,,3,,MasterOut,0,0,,
46.629,,1,,MasterOut,0,1.0,,
46.629,,1,,BUS_0007,0,0.2,,
46.629,6,,,,,,0,0.5
46.629,7,,,,,,-9,0.35
46.629,8,,,,,,9,0.35
46.629,9,,,,,,-18,0.27
46.629,10,,,,,,18,0.27
51.429,,1,,MasterOut,0.05,0,,
51.429,,1,,BUS_0007,0.5,0,,
51.6,1,2,1,MasterOut,0,1.0,0,0.35
51.6,2,2,1,,,,-3,0.29
51.6,3,2,1,,,,3,0.29
