time,lyrics,size
0,,
17.667,今を投げ出してもいいくらいに,
22.65,なりふり構わず進んでいけ,
27.433,Trust us ⿎動分け合ってよね,
30.117,This is our own fate 絆繋いで,
32.75,完全に⾒据えた運命は揺るがない,
36.133,Nothing more to say kick it out,
37.717,Don't fake it,
38.783,誤魔化せない,
39.917,有り余ってるんだ,
41.233,You know you know 激情,
42.817,Feel this groove,
43.95,こだわってよ,
44.967,⼼同⼠ Going straight,
46.6,迷い消していこう,
48.05,叶えたい願いは今,
52.133,理想の⾳奏でた,
60.3,抑えきれない衝動を,
62.9,この歌に乗せ届けよう,
65.5,世界を動かす程叫べ,
69.283,We can make it loud,
70.6,がむしゃらなメロディー,
72.9,叫ぶように胸に突き刺すよ,
76.55,躊躇いはいらない,
81.017,限界なんて知らない,
83.817,This is our song,
93.333,,
