1.13322,2,,,,D20
1.13322,3,,,,D20
1.13322,4,,,,D20
1.13322,5,,,,D20
1.13322,1,sj1,,,
1.13322,2,sj1,,,
1.13322,3,sj1,,,
1.13322,4,sj1,,,
1.13322,5,sj1,,,
1.16655,MOT_mc_back_00,bg2,,
1.16655,MOT_mc_light_up_00,l1,,
1.16655,MOT_mc_light_under_00,l1,,
1.3998599999999999,1,sj1,,,
1.3998599999999999,2,sj1,,,
1.3998599999999999,3,sj1,,,
1.3998599999999999,4,sj1,,,
1.3998599999999999,5,sj1,,,
1.46652,MOT_mc_light_up_00,l1,,
1.46652,MOT_mc_light_under_00,l1,,
1.6664999999999999,1,1-2,,,
1.6664999999999999,2,1-2,,,
1.6664999999999999,3,1-2,,,
1.6664999999999999,4,1-2,,,
1.6664999999999999,5,1-2,,,
1.96647,1,j2-3,,,
1.96647,2,j2-3,,,
1.96647,3,j2-3,,,
1.96647,4,j2-3,,,
1.96647,5,j2-3,,,
2.89971,4,j3-4,,,
2.89971,5,j3-4,,,
3.0330299999999997,3,w3,,,
3.0330299999999997,2,w3,,,
3.0330299999999997,1,w3,,,
3.2330099999999997,2,j3-4,,,
3.2330099999999997,3,j3-4,,,
3.5663099999999996,1,j3-4,,,
3.9662699999999997,5,w4,,,
3.9662699999999997,4,w4,,,
4.29957,3,w4,,,
4.29957,2,w4,,,
4.36623,1,4-1,,,
4.49955,2,4-1,,,
4.49955,3,4-1,,,
4.63287,4,4-1,,,
4.63287,5,4-1,,,
5.16615,1,j1-2,,,
5.16615,2,j1-2,,,
5.16615,3,j1-2,,,
5.16615,4,j1-2,,,
5.16615,5,j1-2,,,
5.4994499999999995,1,lp2,,,
5.4994499999999995,2,lp2,,,
5.4994499999999995,3,lp2,,,
5.4994499999999995,4,lp2,,,
5.4994499999999995,5,lp2,,,
5.86608,1,2-3,,,
5.86608,2,2-3,,,
5.86608,3,2-3,,,
5.86608,4,2-3,,,
5.86608,5,2-3,,,
6.19938,1,lp3,,,
6.19938,2,lp3,,,
6.19938,3,lp3,,,
6.19938,4,lp3,,,
6.19938,5,lp3,,,
6.7659899999999995,1,j3-4,,,
7.09929,2,j3-4,,,
7.09929,3,j3-4,,,
7.432589999999999,4,j3-4,,,
7.432589999999999,5,j3-4,,,
7.8325499999999995,1,lp4,,,
7.8325499999999995,2,lp4,,,
7.8325499999999995,3,lp4,,,
7.8325499999999995,4,lp4,,,
7.8325499999999995,5,lp4,,,
8.63247,1,4-1,,,
8.93244,2,4-1,,,
8.93244,3,4-1,,,
9.23241,4,4-1,,,
9.23241,5,4-1,,,
9.56571,1,w1,,,
9.799019999999999,1,j1-2,,,
9.799019999999999,2,j1-2,,,
9.799019999999999,3,j1-2,,,
9.799019999999999,4,j1-2,,,
9.799019999999999,5,j1-2,,,
10.23231,1,lp2,,,
10.23231,2,lp2,,,
10.23231,3,lp2,,,
10.23231,4,lp2,,,
10.23231,5,lp2,,,
10.798919999999999,4,j2-3,,,
10.798919999999999,5,j2-3,,,
11.13222,2,j2-3,,,
11.13222,3,j2-3,,,
11.46552,1,j2-3,,,
11.86548,5,w3,,,
11.86548,4,w3,,,
12.19878,3,w3,,,
