0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.53308,1,j1-2,,,
2.53308,2,j1-2,,,
2.53308,3,j1-2,,,
2.53308,4,j1-2,,,
2.53308,5,j1-2,,,
3.2330099999999997,1,j2-3,,,
3.2330099999999997,2,j2-3,,,
3.2330099999999997,3,j2-3,,,
3.2330099999999997,4,j2-3,,,
3.2330099999999997,5,j2-3,,,
4.0329299999999995,1,j3-4,,,
4.0329299999999995,2,j3-4,,,
4.0329299999999995,3,j3-4,,,
4.0329299999999995,4,j3-4,,,
4.0329299999999995,5,j3-4,,,
4.799519999999999,1,4-1,,,
4.799519999999999,2,4-1,,,
4.799519999999999,3,4-1,,,
4.799519999999999,4,4-1,,,
4.799519999999999,5,4-1,,,
5.5994399999999995,2,lp1,,,
5.5994399999999995,3,lp1,,,
5.5994399999999995,1,j1-2,,,
5.5994399999999995,4,j1-2,,,
5.5994399999999995,5,j1-2,,,
5.79942,MOT_mc_stage_color_00,r-flash,,
5.9994,1,2-3,,,
5.9994,4,2-3,,,
5.9994,5,2-3,,,
6.366029999999999,1,3-4,,,
6.366029999999999,4,3-4,,,
6.366029999999999,5,3-4,,,
6.69933,1,j4-1,,,
6.69933,4,j4-1,,,
6.69933,5,j4-1,,,
6.73266,MOT_mc_stage_color_00,r_stay,,
7.09929,1,1-2,,,
7.09929,4,1-2,,,
7.09929,5,1-2,,,
7.46592,1,2-3,,,
7.46592,4,2-3,,,
7.46592,5,2-3,,,
7.8325499999999995,2,j1-2,,,
7.8325499999999995,3,j1-2,,,
7.8325499999999995,1,lp3,,,
7.8325499999999995,4,lp3,,,
7.8325499999999995,5,lp3,,,
8.23251,2,j2-3,,,
8.23251,3,j2-3,,,
8.565809999999999,1,j3-4,,,
8.565809999999999,4,j3-4,,,
8.565809999999999,5,j3-4,,,
8.63247,2,lp3,,,
8.63247,3,lp3,,,
8.96577,1,4-1,,,
8.96577,4,4-1,,,
8.96577,5,4-1,,,
9.3324,1,1-2,,,
9.3324,4,1-2,,,
9.3324,5,1-2,,,
9.6657,1,j2-3,,,
9.6657,4,j2-3,,,
9.6657,5,j2-3,,,
10.06566,1,3-4,,,
10.06566,4,3-4,,,
10.06566,5,3-4,,,
10.43229,1,4-1,,,
10.43229,4,4-1,,,
10.43229,5,4-1,,,
10.76559,2,j3-4,,,
10.76559,3,j3-4,,,
10.798919999999999,1,lp1,,,
10.798919999999999,4,lp1,,,
10.798919999999999,5,lp1,,,
11.16555,2,j4-1,,,
11.16555,3,j4-1,,,
11.56551,2,lp1,,,
11.56551,3,lp1,,,
11.56551,1,j1-2,,,
11.56551,4,j1-2,,,
11.56551,5,j1-2,,,
11.932139999999999,1,lp2,,,
11.932139999999999,4,lp2,,,
11.932139999999999,5,lp2,,,
12.59874,1,2-3,,,
12.59874,4,2-3,,,
12.59874,5,2-3,,,
12.96537,1,3-4,,,
12.96537,4,3-4,,,
12.96537,5,3-4,,,
13.36533,1,lp4,,,
13.36533,4,lp4,,,
13.36533,5,lp4,,,
13.79862,1,4-1,,,
13.79862,2,1-2,,,
13.79862,3,1-2,,,
13.79862,4,4-1,,,
13.79862,5,4-1,,,
14.13192,1,lp1,,,
14.13192,2,lp2,,,
14.13192,3,lp2,,,
14.13192,4,lp1,,,
14.13192,5,lp1,,,
14.565209999999999,1,j1-2,,,
14.565209999999999,2,j2-3,,,
14.565209999999999,3,j2-3,,,
14.565209999999999,4,j1-2,,,
14.565209999999999,5,j1-2,,,
14.93184,1,sp2-3,,,
14.93184,2,sp3-4,,,
14.93184,3,sp3-4,,,
14.93184,4,sp2-3,,,
14.93184,5,sp2-3,,,
15.765089999999999,1,hj3,,,
15.765089999999999,2,hj4,,,
15.765089999999999,3,hj4,,,
15.765089999999999,4,hj3,,,
15.765089999999999,5,hj3,,,
16.23171,MOT_mc_stage_color_00,r-flash,,
16.39836,1,3-4,,,
16.39836,4,3-4,,,
16.39836,5,3-4,,,
16.76499,1,lp4,,,
16.76499,4,lp4,,,
16.76499,5,lp4,,,
16.9983,3,w4,,,
16.9983,2,w4,,,
17.46492,1,j4-1,,,
17.46492,4,j4-1,,,
17.46492,5,j4-1,,,
17.89821,1,lp1,,,
17.89821,4,lp1,,,
17.89821,5,lp1,,,
18.23151,2,j4-1,,,
18.23151,3,j4-1,,,
18.49815,MOT_mc_stage_color_00,b-flash,,
18.59814,1,w1,,,
18.59814,4,w1,,,
18.59814,5,w1,,,
18.63147,2,j1-2,,,
18.63147,3,j1-2,,,
18.86478,MOT_mc_stage_color_00,r-flash,,
18.9981,2,lp2,,,
18.9981,3,lp2,,,
19.764689999999998,2,w2,,,
19.764689999999998,5,j1-2,,,
19.764689999999998,3,j2-3,,,
19.93134,MOT_mc_stage_color_00,y-flash,,
20.164649999999998,5,j2-3,,,
20.164649999999998,3,j3-4,,,
20.3313,MOT_mc_stage_color_00,r-flash,,
21.23121,5,w3,,,
21.23121,3,w4,,,
21.26454,2,j2-3,,,
21.26454,4,j1-2,,,
21.46452,MOT_mc_stage_color_00,b-flash,,
21.6645,2,j3-4,,,
21.6645,4,j2-3,,,
21.831149999999997,MOT_mc_stage_color_00,y-flash,,
22.031129999999997,1,j1-2,,,
22.031129999999997,2,j4-1,,,
22.031129999999997,3,j4-1,,,
22.031129999999997,4,j3-4,,,
22.031129999999997,5,j3-4,,,
22.26444,MOT_mc_stage_color_00,r-flash,,
22.397759999999998,1,lp2,,,
22.397759999999998,4,lp4,,,
22.397759999999998,5,lp4,,,
23.06436,1,2-3,,,
23.06436,4,4-1,,,
23.06436,5,4-1,,,
23.09769,3,w1,,,
23.09769,2,w1,,,
23.430989999999998,1,j3-4,,,
23.430989999999998,4,j1-2,,,
23.430989999999998,5,j1-2,,,
23.864279999999997,1,lp4,,,
23.864279999999997,4,lp2,,,
23.864279999999997,5,lp2,,,
24.19758,2,j1-2,,,
24.19758,3,j1-2,,,
24.464219999999997,MOT_mc_stage_color_00,b-flash,,
24.56421,1,w4,,,
24.56421,4,w2,,,
24.56421,5,w2,,,
24.59754,2,j2-3,,,
24.59754,3,j2-3,,,
24.830849999999998,MOT_mc_stage_color_00,r-flash,,
24.96417,2,lp3,,,
24.96417,3,lp3,,,
25.09749,1,4-1,,,
25.09749,4,2-3,,,
25.09749,5,2-3,,,
25.230809999999998,2,3-4,,,
25.230809999999998,3,3-4,,,
26.03073,5,w3,,,
26.03073,4,w3,,,
26.03073,1,w1,,,
26.16405,3,w4,,,
26.16405,2,w4,,,
26.23071,1,1-2,,,
26.23071,4,3-4,,,
26.23071,5,3-4,,,
26.36403,2,4-1,,,
26.36403,3,4-1,,,
27.16395,5,w4,,,
27.16395,4,w4,,,
27.16395,1,w2,,,
27.297269999999997,3,w1,,,
27.297269999999997,2,w1,,,
27.43059,1,j2-3,,,
27.43059,2,j1-2,,,
27.43059,3,j1-2,,,
27.43059,4,j4-1,,,
27.43059,5,j4-1,,,
