time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,1,0
5.217391,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,30.66666667,0
7.826087,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,184,0
20.869565,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
21.847826,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
22.173913,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
23.152174,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
23.478261,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
24.456522,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
24.782609,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
25.76087,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
30,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,184,0
39.130435,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
40.108696,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
40.434783,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
41.413043,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
41.73913,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
42.717391,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
43.043478,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,61.33333333,0
44.021739,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
46.956522,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,26.28571429,0
49.23913,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
49.565217,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,184,0
72.554348,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,368,0
72.717391,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Pause,1,0
72.880435,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,368,0
73.043478,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Pause,1,0
75.326087,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,184,8
75.652174,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,92,8
75.652174,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,1,1
76.222826,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,184,1
76.548913,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,1,1
77.527174,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,184,1
77.853261,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,1,1
78.831522,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,184,1
79.157609,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,1,1
80.13587,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,184,1
80.461957,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,PPPH,1,1
86.086957,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,26.28571429,0
88.369565,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
88.695652,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,26.28571429,0
90.978261,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
91.304348,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,184,0
106.956522,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,26.28571429,0
109.23913,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,184,8
109.565217,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Oioi,184,0
123.913043,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Uhoi,26.28571429,0
126.521739,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Pause,1,0
129.375,Uhoi,5,Div2,Blue06,Red02,,,,,,,,,Bye,300,0
