0.03333,1,sort,-24000,
0.03333,2,sort,-24000,
0.03333,3,sort,-24000,
0.03333,4,sort,-24000,
0.03333,5,sort,-24000,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.06666,MOT_mc_special_01,scene01,,
2.09979,2,1-4,l1,
2.09979,3,1-4,r1,
2.09979,4,1-4,l1,
2.09979,5,1-4,r1,
2.09979,1,1-4,,
2.23311,MOT_mc_light_center_00,l1,,
2.23311,MOT_mc_stage_color_00,b,,
2.23311,MOT_mc_light_under_00,l2,,
2.23311,MOT_mc_back_00,l2,,
2.5997399999999997,1,w4,,
3.36633,2,4-3,l2,
3.36633,3,4-3,r2,
3.36633,4,4-3,l2,
3.36633,5,4-3,r2,
3.36633,1,4-1,,
4.06626,1,j1-3,,
4.49955,1,j3-2,,
4.49955,2,j3-1,,
4.49955,3,j3-1,,
4.49955,5,j3-1,,
4.49955,4,j3-1,,
4.96617,1,lp2,,
4.96617,2,lp1,,
4.96617,3,lp1,,
4.96617,4,lp1,,
4.96617,5,lp1,,
7.132619999999999,1,2-1,l1,
7.132619999999999,2,1-2,l3,
7.132619999999999,3,1-2,rb1,
7.132619999999999,4,1-2,l3,
7.132619999999999,5,1-2,rb1,
7.26594,MOT_mc_stage_color_00,r-flash,,
7.26594,MOT_mc_back_00,l3,,
7.26594,MOT_mc_bg_black_00,b80-45,,
7.26594,MOT_mc_light_up_00,l1,,
7.46592,MOT_mc_special_01,scene02,,
7.79922,1,,lb0,
7.79922,2,,lb2,
7.79922,3,,r2,
7.79922,4,,lb2,
7.79922,5,,r2,
8.43249,1,1-3,r1,
8.43249,2,2-3,lb1,
8.43249,3,2-3,r3,
8.43249,4,2-3,lb1,
8.43249,5,2-3,r3,
9.06576,1,,rb0,
9.06576,2,,l2,
9.06576,3,,rb2,
9.06576,4,,l2,
9.06576,5,,rb2,
9.63237,1,3-1,l1,
9.63237,2,3-2,l3,
9.63237,3,3-2,rb1,
9.63237,4,3-2,l3,
9.63237,5,3-2,rb1,
10.298969999999999,1,,lb0,
10.298969999999999,2,,lb2,
10.298969999999999,3,,r2,
10.298969999999999,4,,lb2,
10.298969999999999,5,,r2,
10.898909999999999,1,1-3,r1,
10.898909999999999,2,2-3,lb1,
10.898909999999999,3,2-3,r3,
10.898909999999999,4,2-3,lb1,
10.898909999999999,5,2-3,r3,
11.49885,1,,rb0,
11.49885,2,,l2,
11.49885,3,,rb2,
11.49885,4,,l2,
11.49885,5,,rb2,
11.49885,1,lp3,,
11.49885,2,lp3,,
11.49885,3,lp3,,
11.49885,4,lp3,,
11.49885,5,lp3,,
12.16545,2,,lb1,
12.432089999999999,3,,rb1,
12.49875,MOT_mc_special_01,scene03,,
12.49875,MOT_control_all,scene03_01,,
12.49875,MOT_all,cut2,,
12.69873,4,,lb1,
12.96537,5,,rb1,
13.331999999999999,1,j3-4,,
13.6653,2,j3-4,,
13.6653,3,j3-4,,
13.965269999999999,4,j3-4,,
13.965269999999999,5,j3-4,,
14.065259999999999,MOT_all,cut3,,
14.365229999999999,1,w4,,
14.365229999999999,2,w4,,
14.365229999999999,3,w4,,
14.365229999999999,4,w4,,
14.365229999999999,5,w4,,
14.59854,1,4-2,,
14.59854,2,4-2,,
14.59854,3,4-2,,
14.59854,4,4-2,,
14.59854,5,4-2,,
14.9985,1,2-4,,
15.09849,2,2-4,,
15.09849,3,2-4,,
15.19848,4,2-4,,
15.19848,5,2-4,,
15.365129999999999,1,w4,,
15.49845,4,4-3,,
15.49845,5,4-3,,
15.59844,2,4-3,,
15.59844,3,4-3,,
15.69843,1,4-3,,
15.965069999999999,4,j3-1,,
15.965069999999999,5,j3-1,,
16.131719999999998,2,j3-1,,
16.131719999999998,3,j3-1,,
16.29837,1,j3-1,,
16.49835,MOT_mc_bg_black_00,b45-80,,
16.931639999999998,MOT_mc_stage_color_00,stay,,
16.931639999999998,MOT_mc_light_up_00,l2,,
16.931639999999998,MOT_mc_back_00,l2,,
16.9983,MOT_control_all,scene03_03,,
16.9983,MOT_mc_special_01,scene04,,
16.9983,1,1-4,,f1
16.9983,1,sort,-24000,
16.9983,4,1-2,lb0,
16.9983,5,1-2,rb0,
16.9983,2,1-2,lb0,
16.9983,3,1-2,rb0,
17.43159,1,lp4,,f1
17.43159,1,sort,-24000,
17.43159,2,w2,,
17.43159,3,w2,,
17.43159,4,w2,,
17.43159,5,w2,,
19.49805,1,j4-3,,
19.93134,1,lp3,,
21.69783,1,w3,,b0
21.69783,1,sort,-24000,
21.93114,2,2-4,,f1
21.93114,2,sort,-24000,
22.36443,2,lp4,,
24.464219999999997,2,j4-3,,
24.89751,2,lp3,,
26.497349999999997,2,w3,,b0
26.497349999999997,2,sort,-24000,
27.03063,3,2-4,,f1
27.03063,3,sort,-24000,
27.463919999999998,3,lp4,,
29.46372,3,j4-3,,
29.897009999999998,3,lp3,,
31.09689,3,w3,,b0
31.09689,3,sort,-24000,
31.46352,4,2-4,,f1
31.46352,4,sort,-24000,
31.89681,4,lp4,,
32.73006,4,4-2,,
33.063359999999996,4,2-3,,
33.36333,4,lp3,,
33.96327,4,w3,,b0
33.96327,4,sort,-24000,
34.16325,5,2-4,,f1
34.16325,5,sort,-24000,
34.59654,5,lp4,,
35.22981,5,4-2,,
35.56311,5,2-3,,
35.896409999999996,5,lp3,,
36.59634,5,w3,,b0
36.59634,5,sort,-24000,
37.02963,MOT_mc_bg_black_00,b80-65,,
37.02963,1,3-4,,f1
37.02963,1,sort,-24000,
37.26294,MOT_mc_special_01,scene05,,
37.39626,1,lp4,,
38.19618,1,j4-1,,
38.59614,1,lp1,,
39.49605,1,1-2,,
40.06266,1,2-3,,
40.59594,1,3-4,,
41.09589,1,lp4,,
41.39586,2,j3-1,,
41.39586,3,j3-1,,
41.69583,1,j4-2,,
41.995799999999996,2,j1-4,,
41.995799999999996,3,j1-4,,
42.26244,1,w2,,
42.3291,MOT_mc_special_02,scene06,,
42.49575,2,j4-1,,
42.49575,3,j4-1,,
42.9957,2,j1-2,,
42.9957,3,j1-2,,
43.52898,2,lp2,,
43.52898,3,lp2,,
43.662299999999995,4,j3-1,,
43.662299999999995,5,j3-1,,
44.19558,4,j1-4,,
44.19558,5,j1-4,,
44.26224,2,sj2,,
44.26224,3,sj2,,
44.62887,MOT_mc_bg_black_00,b45-20,,
44.72886,2,sj2,,
44.72886,3,sj2,,
44.795519999999996,4,j4-1,,
44.795519999999996,5,j4-1,,
45.195479999999996,2,w2,,
45.195479999999996,3,w2,,
45.295469999999995,4,j1-2,,
45.295469999999995,5,j1-2,,
45.82875,4,lp2,,
45.82875,5,lp2,,
