time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,0,,
0,,2,,BUS_0007,0,0,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0.78
33.24,,1,,MasterOut,0.05,0,,
33.24,,1,,BUS_0007,0.2,0,,
33.875,,2,,MasterOut,0,1,,
33.875,,2,,BUS_0007,0,0.1,,
42.259,,1,,MasterOut,0,1,,
42.259,,1,,BUS_0007,0,0.1,,
42.259,1,1,1,,,,-5,0.54
42.259,2,2,1,,,,5,0.54
52.42,,2,,MasterOut,0.05,0,,
52.42,,2,,BUS_0007,0.2,0,,
52.42,1,1,1,,,,0,0.78
57.104,,2,,MasterOut,0,1,,
57.104,,2,,BUS_0007,0,0.1,,
57.104,1,1,1,,,,0,0
57.104,2,2,1,,,,0,0.78
61.004,1,1,1,,,,-5,0.54
61.004,2,2,1,,,,5,0.54
75.906,1,1,1,,,,0,0.78
75.906,2,2,1,,,,0,0
78.143,1,1,1,,,,0,0
78.143,2,2,1,,,,0,0.78
80.349,1,1,1,,,,0,0.78
80.349,2,2,1,,,,0,0
81.289,1,1,1,,,,0,0
81.289,2,2,1,,,,0,0.78
82.526,1,1,1,,,,-5,0.54
82.526,2,2,1,,,,5,0.54
