time,lyrics,size
0.00,,
15.54,我愛你　酔いが覚めない,
18.72,"Oh, I need you 恋が醒めない",
21.91,お生憎様の慣れ果て察して,
28.13,無問題　破滅してみて,
31.26,Hold me tight トラウマの味,
34.30,猛反対　お手お座りでハイ♡報酬,
40.17,喉の奥がチクンチクン,
43.81,僕はドクンドクン,
46.98,鼓動で孤独消してみせてよ,
52.66,愛も恋も独裁して,
56.28,僕を独占して,
59.43,このまま中毒になるまでチューしよ,
65.19,そして\nGet get get on! Get get get on! Get on chu!,
68.81,Get get get on! Get get get get on chu!,
71.43,熱く　とろけるくらいに溢れた気持ちが\nたまらないでしょ,
78.25,Get get get on! Get get get on! Get on chu!,
81.50,Get get get on! Get get get get on chu!,
83.65,Get on! Get on! 我愛你　無問題,
87.77,Get Get Get on chu!,
90.27,いかれた街は　ゾンビで溢れる,
93.94,君は僕に恋してる,
96.53,ときめく胸に　繋がるロープを引きなよ,
102.76,いくよ\nBet bet bet on! Bet bet bet on! Bet on chu!,
106.54,Bet bet bet on! Bet bet bet bet on chu!,
109.04,本気（マジ）で狂えるくらいの鬱々しさが\n美しいでしょ,
115.98,Get get get on! Get get get on! Get on chu!,
119.09,Get get get on! Get get get get on chu!,
121.34,せーの　ポン・チー・カン　終わんない,
125.33,Get Get Get on chu!,
127.82,ほらね　我愛你　無問題,
131.65,Get Get Get on chu!,
138.06,,
