time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,0,,
0,,1,,BUS_0007,0,0,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,0,,
0,,3,,BUS_0007,0,0,,
0,,4,,MasterOut,0,0,,
0,,4,,BUS_0007,0,0,,
0,,5,,MasterOut,0,0,,
0,,5,,BUS_0007,0,0,,
0,,6,,MasterOut,0,1,,
0,,6,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0.78
0,3,3,1,,,,0,0.78
0,4,4,1,,,,0,0.78
0,5,5,1,,,,0,0.78
0,6,6,1,,,,18,0.75
17.856,,2,,MasterOut,0.05,0,,
17.856,,2,,BUS_0007,0.2,0,,
18.525,,1,,MasterOut,0,1,,
18.525,,1,,BUS_0007,0,0.1,,
20.433,6,6,,,,,-18,0.75
23.452,,1,,MasterOut,0.05,0,,
23.452,,1,,BUS_0007,0.2,0,,
23.988,,2,,MasterOut,0,1,,
23.988,,2,,BUS_0007,0,0.1,,
26.726,,1,,MasterOut,0,1,,
26.726,,1,,BUS_0007,0,0.1,,
26.726,,6,,MasterOut,0.05,0,,
26.726,,6,,BUS_0007,0.2,0,,
26.726,2,2,,,,,0,0
29.354,,3,,MasterOut,0,1,,
29.354,,3,,BUS_0007,0,0.1,,
29.354,,4,,MasterOut,0,1,,
29.354,,4,,BUS_0007,0,0.1,,
29.354,1,1,,,,,0,0
32.026,1,1,,,,,12,0.54
32.026,2,2,,,,,-12,0.54
32.026,3,3,,,,,0,0
34.775,1,1,,,,,0,0
34.775,2,2,,,,,0,0
34.775,3,3,,,,,0,0.78
40.187,,4,,MasterOut,0.05,0,,
40.187,,4,,BUS_0007,0.2,0,,
40.989,,5,,MasterOut,0,1,,
40.989,,5,,BUS_0007,0,0.1,,
44.063,1,1,,,,,0,0.78
44.063,3,3,,,,,0,0
46.903,,1,,MasterOut,0.05,0,,
46.903,,1,,BUS_0007,0.2,0,,
47.103,2,2,,,,,-12,0.54
47.103,3,3,,,,,12,0.54
48.276,,1,,MasterOut,0,1,,
48.276,,1,,BUS_0007,0,0.1,,
48.276,1,1,,,,,0,0.54
48.276,2,2,,,,,-18,0.4
48.276,3,3,,,,,18,0.4
52.13,1,1,,,,,0,0.78
52.13,2,2,,,,,0,0
52.13,3,3,,,,,0,0
53.7,1,1,,,,,0,0.54
53.7,2,2,,,,,-18,0.4
53.7,3,3,,,,,18,0.4
57.517,1,1,,,,,0,0
57.517,2,2,,,,,0,0
57.517,3,3,,,,,0,0.78
59.093,2,2,,,,,0,0.78
59.093,3,3,,,,,0,0
61.713,1,1,,,,,-12,0.54
61.713,2,2,,,,,0,0
61.713,3,3,,,,,12,0.54
64.509,1,1,,,,,0,0.54
64.509,2,2,,,,,-18,0.4
64.509,3,3,,,,,18,0.4
96.659,1,1,,,,,0,0.78
96.659,2,2,,,,,0,0
96.659,3,3,,,,,0,0
98.204,1,1,,,,,0,0.54
98.204,2,2,,,,,-18,0.4
98.204,3,3,,,,,18,0.4
102.043,1,1,,,,,0,0
102.043,2,2,,,,,0,0
102.043,3,3,,,,,0,0.78
103.58,2,2,,,,,0,0.78
103.58,3,3,,,,,0,0
106.247,1,1,,,,,-12,0.54
106.247,2,2,,,,,0,0
106.247,3,3,,,,,12,0.54
108.991,1,1,,,,,0,0.54
108.991,2,2,,,,,-18,0.4
108.991,3,3,,,,,18,0.4
