id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,126,0,0
2,0,91,,,,0,0
3,2.4,2,1,1,0,1,0
4,2.4,2,5,5,0,1,0
5,6,2,5,5,0,1,0
6,6,2,1,1,0,1,0
7,7.2,2,3,3,0,0,0
8,8.4,2,3,3,0,0,0
9,9.6,2,3,3,0,0,0
10,10.8,2,3,3,0,0,0
11,12,2,1,1,0,1,0
12,12,2,5,5,0,1,0
13,12.6,2,1,1,0,1,0
14,12.6,2,5,5,0,1,0
15,13.2,1,1,1,0,0,0
16,14.4,1,4,4,0,0,0
17,15.6,1,2,2,0,0,0
18,16.8,1,3,3,0,0,0
19,18,1,4,4,0,0,0
20,19.2,1,2,2,0,0,0
21,20.4,1,4,4,0,0,0
22,21.6,1,5,5,0,0,0
23,22.8,1,1,1,0,0,0
24,24,1,4,4,0,0,0
25,25.2,1,1,1,0,0,0
26,26.4,1,3,3,0,0,0
27,27.6,1,4,4,0,0,0
28,28.8,1,2,2,0,0,0
29,30,1,4,4,0,0,0
30,31.2,1,5,5,0,0,0
31,32.4,1,4,4,0,0,0
32,33.6,1,1,1,0,0,0
33,34.8,1,4,4,0,0,0
34,36,1,1,1,0,0,0
35,37.2,1,2,2,0,0,0
36,38.4,1,5,5,0,0,0
37,39.6,1,3,3,0,0,0
38,40.8,1,5,5,0,0,0
39,42,1,3,3,0,0,0
40,43.2,1,3,3,0,0,0
41,44.4,2,2,1,0,1,0
42,44.4,2,4,5,0,1,0
43,46.2,2,2,1,0,1,0
44,46.2,2,4,5,0,1,0
45,46.8,1,2,2,0,0,0
46,48,1,5,5,0,0,0
47,49.2,1,2,1,0,0,0
48,49.8,1,3,2,0,0,0
49,50.4,1,3,4,0,0,0
50,51.6,1,5,5,0,0,0
51,52.8,1,1,1,0,0,0
52,54,1,4,4,0,0,0
53,55.2,1,5,5,0,0,0
54,55.8,1,3,3,0,0,0
55,56.4,1,2,2,0,0,0
56,57.6,1,5,5,0,0,0
57,58.8,1,2,1,0,0,0
58,59.4,1,3,2,0,0,0
59,60,1,4,5,0,0,0
60,61.2,1,3,3,0,0,0
61,62.4,1,1,1,0,0,0
62,63.6,1,2,1,0,1,0
63,63.6,1,4,5,0,1,0
64,64.8,1,3,3,0,0,0
65,66,2,2,1,0,1,0
66,66,2,4,5,0,1,0
67,68.4,2,2,1,0,1,0
68,68.4,2,4,5,0,1,0
69,70.2,1,1,1,0,1,0
70,70.2,1,5,5,0,1,0
71,72,1,5,5,0,0,0
72,73.2,1,2,2,0,0,0
73,74.4,1,4,4,0,0,0
74,75.6,1,1,1,0,0,0
75,76.8,1,4,4,0,0,0
76,78,1,1,1,0,0,0
77,79.2,1,3,3,0,0,0
78,80.4,1,2,1,0,1,0
79,80.4,1,4,5,0,1,0
80,81.6,1,4,4,0,0,0
81,82.8,1,2,2,0,0,0
82,84,1,4,4,0,0,0
83,85.2,1,1,1,0,0,0
84,86.4,1,4,4,0,0,0
85,87.6,2,3,3,0,0,0
86,89.4,2,3,3,0,0,0
87,90,2,2,1,0,1,0
88,90,2,4,5,0,1,0
89,91.8,2,2,1,0,1,0
90,91.8,2,4,5,0,1,0
91,92.4,1,2,2,0,0,0
92,93.6,1,5,5,0,0,0
93,94.8,1,2,1,0,0,0
94,95.4,1,3,2,0,0,0
95,96,1,3,4,0,0,0
96,97.2,1,5,5,0,0,0
97,98.4,1,2,2,0,0,0
98,99.6,1,4,4,0,0,0
99,100.8,1,5,5,0,0,0
100,101.4,1,1,1,0,0,0
101,102,1,3,2,0,0,0
102,102.6,1,4,3,0,0,0
103,103.2,1,4,5,0,0,0
104,103.8,1,3,4,0,0,0
105,104.4,1,3,2,0,0,0
106,105,1,3,4,0,0,0
107,105.6,1,4,5,0,0,0
108,106.2,1,3,3,0,0,0
109,106.8,1,4,4,0,0,0
110,108,1,2,2,0,0,0
111,109.2,1,2,1,0,1,0
112,109.2,1,4,5,0,1,0
113,110.4,1,2,1,0,1,0
114,110.4,1,4,5,0,1,0
115,111.6,2,2,1,0,1,0
116,111.6,2,4,5,0,1,0
117,114,2,2,1,0,1,0
118,114,2,4,5,0,1,0
119,115.2,1,2,2,0,0,0
120,116.4,1,5,5,0,0,0
121,117.6,1,2,1,0,0,0
122,118.2,1,4,5,0,0,0
123,118.8,1,2,1,0,0,0
124,120,1,4,4,0,0,0
125,121.2,2,2,1,0,1,0
126,121.2,2,4,5,0,1,0
127,125.4,2,4,5,0,1,0
128,125.4,2,2,1,0,1,0
129,128.1,92,,,,0,0
