time,lyrics,size
0,,
2.22,cherry＊merry＊cherry,
6.883,（cherry＊merry＊cherry）×2,
12.915,ワンピース　ふわふわ　ドキドキに踊るの　だってそうでしょ？　今日は,
22.833,逢いに行く　あなたに　しかも　遊園地だから　楽しみなの　でも,
31.933,ちゃんとしなくちゃ　ハシャぎすぎちゃ　嫌われちゃうかもです,
41.75,妖精さん　わたしに　魔法をかけて,
46.667,cherry＊merry＊cherry　恋のおまじない,
51.42,どんなわたしも　受け止めてくださいね,
56.115,cherry＊merry＊cherry　届けたいんです,
60.833,ハートは大切な気持ち　あなただけに♡,
64.63,cherry＊merry＊cherry,
71.46,観覧車が　時を刻む　12時を目指して,
81.07,抑えきれないみたいです　フ・シ・ギな　胸のト・キ・メ・キ,
89.60,For You...,
92.08,cherry＊merry＊cherry　まるで夢みたい,
96.35,大好きな場所　大好きな　あなたと,
101.667,cherry＊merry＊cherry　伝えていいですか？,
106.617,ハートは恋してるシルシ,
108.78,あなただけに♡　cherry＊merry＊cherry,
114.95,cherry＊merry＊cherry,
119.911,cherry＊merry＊cherry,
127.8,,
