time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,1,0
3.6,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Oioi,200,0
70.5,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,33.33333333,0
72.3,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,100,8
72.9,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,33.33333333,0
74.7,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,100,8
75.3,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,33.33333333,0
77.1,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,100,8
77.7,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,33.33333333,0
79.5,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,100,8
80.1,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Oioi,200,0
81,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Pause,200,0
81.9,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Oioi,200,8
82.2,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Oioi,200,0
111.6,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,28.57142857,0
113.7,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Uhoi,200,8
114,Oioi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Oioi,200,0
128.1,Uhoi,5,Random5,Pink05,Green05,Green05,Green05,Green05,,,,,,Bye,360,0
