0.03333,MOT_mc_speaker_00,l1,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.4997499999999997,MOT_mc_light_up_00,l3,,
2.4997499999999997,MOT_mc_light_center_00,l3,,
2.4997499999999997,MOT_mc_light_under_00,l2,,
3.36633,MOT_mc_stage_color_00,r-flash,,
3.4329899999999998,MOT_mc_speaker_00,l2,,
3.4329899999999998,MOT_mc_back_00,l1,,
3.4329899999999998,MOT_mc_bg_black_00,l1,,
8.89911,1,1-2,,
8.89911,2,1-2,,
8.89911,3,1-2,,
8.89911,4,1-2,,
8.89911,5,1-2,,
9.3324,1,2-3,,
9.3324,2,2-3,,
9.3324,3,2-3,,
9.3324,4,2-3,,
9.3324,5,2-3,,
9.76569,1,3-4,,
9.76569,2,3-4,,
9.76569,3,3-4,,
9.76569,4,3-4,,
9.76569,5,3-4,,
10.16565,1,j4-1,,
10.16565,2,j4-1,,
10.16565,3,j4-1,,
10.16565,4,j4-1,,
10.16565,5,j4-1,,
10.498949999999999,MOT_mc_stage_color_00,b-flash,,
10.598939999999999,1,lp1,,
10.598939999999999,2,lp1,,
10.598939999999999,3,lp1,,
10.598939999999999,4,lp1,,
10.598939999999999,5,lp1,,
11.932139999999999,1,j1-2,,
11.932139999999999,2,j1-2,,
11.932139999999999,3,j1-2,,
11.932139999999999,4,j1-2,,
11.932139999999999,5,j1-2,,
12.36543,1,lp2,,
12.36543,2,lp2,,
12.36543,3,lp2,,
12.36543,4,lp2,,
12.36543,5,lp2,,
12.96537,4,2-3,,
12.96537,5,2-3,,
13.16535,2,2-3,,
13.16535,3,2-3,,
13.39866,1,2-3,,
13.69863,1,sj3,,
13.69863,2,sj3,,
13.69863,3,sj3,,
13.69863,4,sj3,,
13.69863,5,sj3,,
14.09859,1,lp3,,
14.09859,2,lp3,,
14.09859,3,lp3,,
14.09859,4,lp3,,
14.09859,5,lp3,,
15.965069999999999,1,3-4,,
15.965069999999999,2,3-4,,
15.965069999999999,3,3-4,,
15.965069999999999,4,3-4,,
15.965069999999999,5,3-4,,
16.36503,1,4-1,,
16.36503,2,4-1,,
16.36503,3,4-1,,
16.36503,4,4-1,,
16.36503,5,4-1,,
16.76499,1,1-2,,
16.76499,2,1-2,,
16.76499,3,1-2,,
16.76499,4,1-2,,
16.76499,5,1-2,,
17.09829,1,hj2,,
17.09829,2,hj2,,
17.09829,3,hj2,,
17.09829,4,hj2,,
17.09829,5,hj2,,
17.69823,1,lp2,,
17.69823,2,lp2,,
17.69823,3,lp2,,
17.69823,4,lp2,,
17.69823,5,lp2,,
19.06476,1,2-3,,
19.06476,2,2-3,,
19.06476,3,2-3,,
19.06476,4,2-3,,
19.06476,5,2-3,,
19.43139,1,j3-4,,
19.43139,2,j3-4,,
19.43139,3,j3-4,,
19.43139,4,j3-4,,
19.43139,5,j3-4,,
20.197979999999998,5,4-1,,
20.23131,3,4-1,,
20.26464,1,4-1,,
20.29797,2,4-1,,
20.3313,4,4-1,,
20.86458,1,j1-2,,
20.86458,2,j1-2,,
20.86458,3,j1-2,,
20.86458,4,j1-2,,
20.86458,5,j1-2,,
21.26454,1,lp2,,
21.26454,2,lp2,,
21.26454,3,lp2,,
21.26454,4,lp2,,
21.26454,5,lp2,,
22.96437,1,2-3,,
22.96437,2,2-3,,
22.96437,3,2-3,,
22.96437,4,2-3,,
22.96437,5,2-3,,
23.331,1,sj3,,
23.331,2,sj3,,
23.331,3,sj3,,
23.331,4,sj3,,
23.331,5,sj3,,
23.69763,1,lp3,,
23.69763,2,lp3,,
23.69763,3,lp3,,
23.69763,4,lp3,,
23.69763,5,lp3,,
24.73086,1,j3-4,,
24.73086,2,j3-4,,
24.73086,3,j3-4,,
24.73086,4,j3-4,,
24.73086,5,j3-4,,
25.16415,1,lp4,,
25.16415,2,lp4,,
25.16415,3,lp4,,
25.16415,4,lp4,,
25.16415,5,lp4,,
25.59744,1,j4-1,,
25.59744,2,j4-1,,
25.59744,3,j4-1,,
25.59744,4,j4-1,,
25.59744,5,j4-1,,
26.16405,1,1-2,,
26.16405,2,1-2,,
26.16405,3,1-2,,
26.16405,4,1-2,,
26.16405,5,1-2,,
26.53068,1,lp2,,
26.53068,2,lp2,,
26.53068,3,lp2,,
26.53068,4,lp2,,
26.53068,5,lp2,,
27.063959999999998,5,j2-3,,
27.097289999999997,3,j2-3,,
27.13062,1,j2-3,,
27.16395,2,j2-3,,
27.19728,4,j2-3,,
27.863879999999998,1,j3-4,,
27.863879999999998,2,j3-4,,
27.863879999999998,3,j3-4,,
27.863879999999998,4,j3-4,,
27.863879999999998,5,j3-4,,
