0.03333,MOT_mc_bg_black_00,b80,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
0.03333,1,,,,D80
0.03333,2,,,,D80
0.03333,1,,rw2,,
0.03333,2,,lw2,,
0.06666,1,,r1,,
0.06666,2,,l1,,
2.3997599999999997,1,1-2,,,
2.3997599999999997,2,1-2,,,
2.4997499999999997,1,,,,L40
2.4997499999999997,2,,,,L40
2.56641,MOT_mc_bg_black_00,b80-65,,
2.5997399999999997,MOT_mc_stage_color_00,b-flash,,
2.7997199999999998,1,lp2,,,
2.7997199999999998,2,lp2,,,
4.86618,1,2-3,rb0,,
4.86618,2,2-3,lb0,,
5.4994499999999995,1,,l1,,
5.4994499999999995,2,,r1,,
5.79942,2,w3,,,
5.79942,1,w3,,,
6.066059999999999,1,,l2,,
6.066059999999999,2,,r2,,
6.43269,1,lp3,,,
6.43269,2,lp3,,,
6.7659899999999995,1,3-4,,,
6.7659899999999995,2,3-4,,,
7.36593,1,j4-1,,,
7.36593,2,j4-1,,,
7.76589,1,lp1,,,
7.76589,2,lp1,,,
8.465819999999999,1,1-2,,,
8.465819999999999,2,1-2,,,
8.79912,1,lp2,,,
8.79912,2,lp2,,,
9.998999999999999,1,2-3,,,
9.998999999999999,2,2-3,,,
10.46562,1,3-4,,,
10.46562,2,3-4,,,
10.93224,1,j4-1,,,
10.93224,2,j4-1,,,
11.9988,2,w1,,,
11.9988,1,w1,,,
12.432089999999999,MOT_mc_bg_black_00,b65-20,,
12.49875,1,1-2,,,
12.49875,1,,,f1,
12.69873,MOT_mc_stage_color_00,b-flash,,
12.732059999999999,1,,,,L20
12.732059999999999,2,,,,L20
13.09869,1,2-3,lb1,,
13.76529,1,3-4,lb0,,
14.465219999999999,1,4-1,r1,,
14.83185,1,1-2,,,
15.165149999999999,1,2-3,,,
15.49845,1,lp3,,,
17.69823,1,j3-4,,,
18.26484,1,j4-1,,,
18.63147,1,lp1,,,
18.9981,1,1-2,,,
19.69803,1,2-3,,,
20.06466,1,3-4,,,
20.43129,1,lp4,,,
20.797919999999998,1,4-1,,,
21.16455,1,lp1,,,
22.13112,1,1-2,,b0,
22.76439,2,1-2,,f1,
22.9977,MOT_mc_stage_color_00,y-flash,,
23.06436,1,w2,,,
23.39766,2,j2-3,,,
23.9976,2,j3-4,,,
24.73086,2,4-1,r3,,
25.09749,2,1-2,rb2,,
25.464119999999998,2,2-3,r3,,
26.03073,2,3-4,rb2,,
26.464019999999998,2,j4-1,,,
26.863979999999998,2,lp1,,,
28.03053,2,j1-2,,,
28.36383,2,lp2,,,
29.39706,2,2-3,rb1,,
29.79702,2,,rb0,,
30.163649999999997,2,,l1,,
30.330299999999998,2,w3,,,
30.46362,2,lp3,,,
31.63017,2,3-4,,,
31.9968,2,lp4,,,
32.56341,2,4-1,,b0,
32.696729999999995,MOT_mc_stage_color_00,r-flash,,
32.89671,MOT_mc_stage_color_00,b-flash,,
33.096689999999995,MOT_mc_stage_color_00,y-flash,,
33.496649999999995,2,w1,,,
33.76329,1,j2-3,,,
33.96327,MOT_mc_stage_color_00,b-flash,,
33.96327,MOT_mc_bg_black_00,b20-45,,
34.02993,MOT_mc_light_center_00,on,,
34.02993,MOT_mc_light_up_00,on,,
34.02993,MOT_all,cut2,,
34.36323,1,j3-4,,,
34.79652,1,4-1,rb0,,
35.16315,1,,l1,,
35.463119999999996,1,1-2,,,
35.56311,1,,l2,,
36.363029999999995,2,j1-2,,,
36.39636,1,w2,,,
36.9963,2,j2-3,,,
37.42959,2,3-4,lb0,,
37.79622,2,,r1,,
38.12952,2,4-1,,,
38.19618,2,,r2,,
