time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,4,1,1,,,,-18,0.28
0,2,2,1,,,,-9,0.36
0,1,3,1,,,,0,0.51
0,3,4,1,,,,9,0.36
0,5,5,1,,,,18,0.28
23.5,,1,,MasterOut,0.05,0,,
23.5,,1,,BUS_0007,0.2,0,,
23.5,,2,,MasterOut,0.05,0,,
23.5,,2,,BUS_0007,0.2,0,,
23.5,,3,,MasterOut,0.05,0,,
23.5,,3,,BUS_0007,0.2,0,,
23.5,,4,,MasterOut,0.05,0,,
23.5,,4,,BUS_0007,0.2,0,,
23.5,,5,,MasterOut,0.05,0,,
23.5,,5,,BUS_0007,0.2,0,,
24.5,,3,,MasterOut,0,1,,
24.5,,3,,BUS_0007,0,0.1,,
24.5,1,,,,,,0,0.78
34.25,,3,,MasterOut,0.05,0,,
34.25,,3,,BUS_0007,0.2,0,,
35,,4,,MasterOut,0,1,,
35,,4,,BUS_0007,0,0.1,,
35,3,,,,,,0,0.78
44.75,,4,,MasterOut,0.05,0,,
44.75,,4,,BUS_0007,0.2,0,,
45.167,,5,,MasterOut,0,1,,
45.167,,5,,BUS_0007,0,0.1,,
45.167,5,,,,,,0,0.78
47.457,,5,,MasterOut,0.05,0,,
47.457,,5,,BUS_0007,0.2,0,,
47.726,,1,,MasterOut,0,1,,
47.726,,1,,BUS_0007,0,0.1,,
47.726,4,,,,,,0,0.78
51.597,,1,,MasterOut,0.05,0,,
51.597,,1,,BUS_0007,0.2,0,,
52.104,,2,,MasterOut,0,1,,
52.104,,2,,BUS_0007,0,0.1,,
52.104,2,,,,,,0,0.78
56.084,,2,,MasterOut,0.05,0,,
56.084,,2,,BUS_0007,0.2,0,,
56.355,,1,,MasterOut,0,1,,
56.355,,1,,BUS_0007,0,0.1,,
56.355,,2,,MasterOut,0,1,,
56.355,,2,,BUS_0007,0,0.1,,
56.355,,3,,MasterOut,0,1,,
56.355,,3,,BUS_0007,0,0.1,,
56.355,,4,,MasterOut,0,1,,
56.355,,4,,BUS_0007,0,0.1,,
56.355,,5,,MasterOut,0,1,,
56.355,,5,,BUS_0007,0,0.1,,
56.355,4,,,,,,-18,0.28
56.355,2,,,,,,-9,0.36
56.355,1,,,,,,0,0.51
56.355,3,,,,,,9,0.36
56.355,5,,,,,,18,0.28
64.804,,1,,MasterOut,0.05,0,,
64.804,,1,,BUS_0007,0.2,0,,
64.804,,2,,MasterOut,0.05,0,,
64.804,,2,,BUS_0007,0.2,0,,
64.804,,3,,MasterOut,0.05,0,,
64.804,,3,,BUS_0007,0.2,0,,
64.804,,4,,MasterOut,0.05,0,,
64.804,,4,,BUS_0007,0.2,0,,
64.804,,5,,MasterOut,0.05,0,,
64.804,,5,,BUS_0007,0.2,0,,
65.143,,3,,MasterOut,0,1,,
65.143,,3,,BUS_0007,0,0.1,,
65.143,1,,,,,,0,0.78
69.591,,3,,MasterOut,0.05,0,,
69.591,,3,,BUS_0007,0.2,0,,
69.869,,1,,MasterOut,0,1,,
69.869,,1,,BUS_0007,0,0.1,,
69.869,,2,,MasterOut,0,1,,
69.869,,2,,BUS_0007,0,0.1,,
69.869,,3,,MasterOut,0,1,,
69.869,,3,,BUS_0007,0,0.1,,
69.869,,4,,MasterOut,0,1,,
69.869,,4,,BUS_0007,0,0.1,,
69.869,,5,,MasterOut,0,1,,
69.869,,5,,BUS_0007,0,0.1,,
69.869,4,,,,,,-18,0.28
69.869,2,,,,,,-9,0.36
69.869,1,,,,,,0,0.51
69.869,3,,,,,,9,0.36
69.869,5,,,,,,18,0.28
74.795,,1,,MasterOut,0.05,0,,
74.795,,1,,BUS_0007,0.2,0,,
74.795,,2,,MasterOut,0.05,0,,
74.795,,2,,BUS_0007,0.2,0,,
74.795,,3,,MasterOut,0.05,0,,
74.795,,3,,BUS_0007,0.2,0,,
74.795,,4,,MasterOut,0.05,0,,
74.795,,4,,BUS_0007,0.2,0,,
74.795,,5,,MasterOut,0.05,0,,
74.795,,5,,BUS_0007,0.2,0,,
75.196,,4,,MasterOut,0,1,,
75.196,,4,,BUS_0007,0,0.1,,
75.196,3,,,,,,0,0.78
79.698,,4,,MasterOut,0.05,0,,
79.698,,4,,BUS_0007,0.2,0,,
79.934,,1,,MasterOut,0,1,,
79.934,,1,,BUS_0007,0,0.1,,
79.934,,2,,MasterOut,0,1,,
79.934,,2,,BUS_0007,0,0.1,,
79.934,,3,,MasterOut,0,1,,
79.934,,3,,BUS_0007,0,0.1,,
79.934,,4,,MasterOut,0,1,,
79.934,,4,,BUS_0007,0,0.1,,
79.934,,5,,MasterOut,0,1,,
79.934,,5,,BUS_0007,0,0.1,,
79.934,4,,,,,,-18,0.28
79.934,2,,,,,,-9,0.36
79.934,1,,,,,,0,0.51
79.934,3,,,,,,9,0.36
79.934,5,,,,,,18,0.28
85,,1,,MasterOut,0.05,0,,
85,,1,,BUS_0007,0.2,0,,
85,,2,,MasterOut,0.05,0,,
85,,2,,BUS_0007,0.2,0,,
85,,3,,MasterOut,0.05,0,,
85,,3,,BUS_0007,0.2,0,,
85,,4,,MasterOut,0.05,0,,
85,,4,,BUS_0007,0.2,0,,
85,,5,,MasterOut,0.05,0,,
85,,5,,BUS_0007,0.2,0,,
93.994,,5,,MasterOut,0,1,,
93.994,,5,,BUS_0007,0,0.1,,
93.994,5,,,,,,0,0.78
96.14,,5,,MasterOut,0.05,0,,
96.14,,5,,BUS_0007,0.2,0,,
96.353,,2,,MasterOut,0,1,,
96.353,,2,,BUS_0007,0,0.1,,
96.353,2,,,,,,0,0.78
97.389,,2,,MasterOut,0.05,0,,
97.389,,2,,BUS_0007,0.2,0,,
97.791,,1,,MasterOut,0,1,,
97.791,,1,,BUS_0007,0,0.1,,
97.791,4,,,,,,0,0.78
101.021,,1,,MasterOut,0.05,0,,
101.021,,1,,BUS_0007,0.2,0,,
101.284,,1,,MasterOut,0,1,,
101.284,,1,,BUS_0007,0,0.1,,
101.284,,2,,MasterOut,0,1,,
101.284,,2,,BUS_0007,0,0.1,,
101.284,,5,,MasterOut,0,1,,
101.284,,5,,BUS_0007,0,0.1,,
101.284,4,,,,,,-18,0.4
101.284,2,,,,,,0,0.54
101.284,5,,,,,,18,0.4
102.312,,1,,MasterOut,0.05,0,,
102.312,,1,,BUS_0007,0.2,0,,
102.312,,2,,MasterOut,0.05,0,,
102.312,,2,,BUS_0007,0.2,0,,
102.312,,5,,MasterOut,0.05,0,,
102.312,,5,,BUS_0007,0.2,0,,
102.547,,1,,MasterOut,0,1,,
102.547,,1,,BUS_0007,0,0.1,,
102.547,,2,,MasterOut,0,1,,
102.547,,2,,BUS_0007,0,0.1,,
102.547,,3,,MasterOut,0,1,,
102.547,,3,,BUS_0007,0,0.1,,
102.547,,4,,MasterOut,0,1,,
102.547,,4,,BUS_0007,0,0.1,,
102.547,,5,,MasterOut,0,1,,
102.547,,5,,BUS_0007,0,0.1,,
102.547,4,,,,,,-18,0.28
102.547,2,,,,,,-9,0.36
102.547,1,,,,,,0,0.51
102.547,3,,,,,,9,0.36
102.547,5,,,,,,18,0.28
122.604,,1,,MasterOut,0.05,0,,
122.604,,1,,BUS_0007,0.2,0,,
122.604,,2,,MasterOut,0.05,0,,
122.604,,2,,BUS_0007,0.2,0,,
122.604,,3,,MasterOut,0.05,0,,
122.604,,3,,BUS_0007,0.2,0,,
122.604,,4,,MasterOut,0.05,0,,
122.604,,4,,BUS_0007,0.2,0,,
122.604,,5,,MasterOut,0.05,0,,
122.604,,5,,BUS_0007,0.2,0,,
