time,lyrics,size
0,,
2.667,超難関だって　どんとこい　サイキックヒーツ !,
5.567,超展開なんて　言わせない　最強のチーム !,
8.333,超人類ってわけじゃなく　がんばり屋です !,
11.267,「超能力 ! 」「超体力 ! 」,
12.733,超 ! 超 ! 超最強 ! GO !,
15.667,,
25.517,なんだって　聞かせてください !,
28.383,言いにくいことなら　こっそり !,
31.2,君の悩み　それは全部,
34.24,地球も悩んでる !,
37.083,「全力熱血で挑んでも」,
38.517,「さいきっくぱわーをもってしても」,
39.817,『時にぶち当たる大ピンチ ! 』,
41.233,「どうする？」「どうする？」『どうする !？』,
42.617,「押してダメなら」「サイキック ! 」,
44.017,「曲げられないなら」「体当たり ! 」,
45.517,「いけそう？」「いけそう？」『いけそう ! 』,
46.917,『あなたのチカラ、貸してください ! 』,
49.317,さあ　一緒に　挑みましょう !,
52.683,さあ　今日から　始めましょう !,
55.583,We can do! We can do!,
57.089,We can do! We can do!,
58.767,ひとりじゃありません !,
60.983,そう　仲間こそ　チカラです !,
64.083,そう　チカラ is ぱわーです !,
67.017,We can do! We can do!,
68.504,We can do! We can do!,
70.286,悩みも乗り越えて !,
72.250,さあ　進むんだ　自分ごと !,
75.583,さあ　回すんだ　地球ごと !,
78.517,We can do! We can do!,
79.922,We can do! We can do!,
81.617,あなたもリーダーです !,
83.900,そう　あなたこそ　チカラです !,
87.133,そう　チカラ is ぱわーです !,
89.867,We can do! We can do!,
91.381,We can do! We can do!,
93.083,ひとりじゃありません !,
95.467,超難関だって　どんとこい !　サイキックヒーツ !,
98.417,超展開なんて　言わせない !　最強のチーム !,
101.150,超一丸で行っちゃおう !　巻き込んじゃえ !,
104.150,「超能力 ! 」「超体力 ! 」,
105.517,超 ! 超 ! 超最強 ! GO !,
107.100,超難関だって　どんとこい !　サイキックヒーツ !,
109.850,超展開なんて　言わせない !　最強のチーム !,
112.883,超万能じゃないから 『あなたが必要ですっ ! 』,
115.633,「超能力 ! 」「超体力 ! 」,
117.100,超 ! 超 ! 超最強 ! GO !,
122.868,超 ! 超 ! 超最強 ! GO !,
125.714,,
