id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,720,0,0
2,0,91,,,,0,0
3,2.857143,1,3,2,1,1,24
4,2.857143,1,3,4,0,1,0
5,2.901786,1,3,1,1,0,24
6,3.214286,1,4,3,0,0,0
7,3.392857,1,4,2,0,0,0
8,3.571429,1,3,4,0,0,0
9,3.839286,1,3,4,0,0,0
10,4.107143,1,3,4,0,0,0
11,4.464286,1,2,1,0,0,0
12,4.642857,1,2,3,0,0,0
13,4.821429,1,2,1,0,0,0
14,5,1,3,4,0,0,0
15,5.178571,1,3,2,0,0,0
16,5.357143,1,3,4,2,0,21
17,5.401786,1,3,5,2,0,21
18,5.714286,1,3,4,0,1,0
19,5.714286,1,3,2,1,1,22
20,5.758929,1,3,1,1,0,22
21,6.071429,1,4,3,0,0,0
22,6.25,1,4,2,0,0,0
23,6.428571,1,3,4,0,0,0
24,6.696429,1,3,4,0,0,0
25,6.964286,1,3,4,0,0,0
26,7.321429,1,2,1,0,0,0
27,7.5,1,2,3,0,0,0
28,7.678571,1,2,1,0,0,0
29,7.857143,1,3,4,0,0,0
30,8.035714,1,3,2,0,0,0
31,8.214286,1,3,4,2,0,23
32,8.258929,1,3,5,2,0,23
33,8.571429,1,3,2,1,1,25
34,8.571429,1,3,4,0,1,0
35,8.616071,1,3,1,1,0,25
36,8.928571,1,4,3,0,0,0
37,9.107143,1,4,2,0,0,0
38,9.285714,1,3,4,0,0,0
39,9.553571,1,3,4,0,0,0
40,9.821429,1,3,4,0,0,0
41,10.178571,1,2,1,0,0,0
42,10.357143,1,2,3,0,0,0
43,10.535714,1,2,1,0,0,0
44,10.714286,1,3,4,0,0,0
45,10.892857,1,3,2,0,0,0
46,11.071429,1,3,4,2,0,26
47,11.116071,1,3,5,2,0,26
48,11.428571,1,2,2,1,0,1
49,11.473214,1,2,1,1,0,1
50,11.607143,1,1,1,2,0,2
51,11.651786,1,1,2,2,0,2
52,11.785714,1,2,2,1,0,3
53,11.830357,1,2,1,1,0,3
54,12.142857,1,3,4,0,1,0
55,12.142857,1,3,5,0,1,0
56,12.321429,1,3,4,0,1,0
57,12.321429,1,3,5,0,1,0
58,12.5,1,3,5,0,1,0
59,12.5,1,3,4,0,1,0
60,12.857143,1,2,1,0,1,0
61,12.857143,1,4,5,0,1,0
62,13.035714,1,3,2,0,1,0
63,13.035714,1,3,4,0,1,0
64,13.214286,1,3,3,0,0,0
65,13.392857,1,4,2,0,1,0
66,13.392857,1,2,4,0,1,0
67,13.571429,1,4,1,0,1,0
68,13.571429,1,2,5,0,1,0
69,13.928571,1,1,1,2,1,4
70,13.928571,1,5,5,1,1,5
71,13.973214,1,1,2,2,1,4
72,13.973214,1,5,4,1,1,5
73,14.285714,1,2,1,0,0,0
74,14.464286,1,2,3,0,0,0
75,14.642857,1,2,4,0,0,0
76,14.821429,1,3,2,0,0,0
77,15,1,3,1,0,0,0
78,15.178571,1,3,2,0,0,0
79,15.357143,1,3,3,0,0,0
80,15.535714,1,3,4,0,0,0
81,15.714286,1,4,3,0,1,0
82,15.714286,1,3,5,0,1,0
83,16.071429,1,3,4,0,1,0
84,16.071429,1,3,2,0,1,0
85,16.428571,1,4,3,0,1,0
86,16.428571,1,4,5,0,1,0
87,16.785714,1,3,2,0,1,0
88,16.785714,1,3,4,0,1,0
89,17.142857,1,1,3,0,1,0
90,17.142857,2,3,1,0,1,0
91,17.5,2,3,1,0,1,0
92,17.5,1,2,3,0,1,0
93,17.678571,1,2,4,0,0,0
94,17.857143,1,2,5,0,0,0
95,18.035714,1,4,3,0,0,0
96,18.214286,1,3,4,0,0,0
97,18.392857,1,3,2,0,0,0
98,18.571429,1,2,1,0,1,0
99,18.571429,1,2,3,0,1,0
100,18.75,1,2,1,0,1,0
101,18.75,1,2,3,0,1,0
102,18.928571,1,3,4,0,0,0
