0.03333,9,sort,-500,
0.03333,8,sort,-500,
0.03333,7,sort,-500,
0.03333,6,sort,-500,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.4997499999999997,1,1-2,,
2.4997499999999997,2,1-2,,
2.4997499999999997,3,1-2,,
2.4997499999999997,4,1-2,,
2.4997499999999997,5,1-2,,
2.4997499999999997,6,1-2,,
2.4997499999999997,7,1-2,,
2.4997499999999997,8,1-2,,
2.4997499999999997,9,1-2,,
2.73306,MOT_mc_stage_color_00,b-flash,,
2.73306,MOT_mc_light_up_00,l1,,
2.7997199999999998,1,lp2,,
2.7997199999999998,2,lp2,,
2.7997199999999998,3,lp2,,
2.7997199999999998,4,lp2,,
2.7997199999999998,5,lp2,,
2.7997199999999998,6,lp2,,
2.7997199999999998,7,lp2,,
2.7997199999999998,8,lp2,,
2.7997199999999998,9,lp2,,
2.9997,1,j2-3,,
2.9997,2,j2-3,,
2.9997,3,j2-3,,
2.9997,4,j2-3,,
2.9997,5,j2-3,,
2.9997,6,j2-3,,
2.9997,7,j2-3,,
2.9997,8,j2-3,,
2.9997,9,j2-3,,
3.3329999999999997,1,lp3,,
3.3329999999999997,2,lp3,,
3.3329999999999997,3,lp3,,
3.3329999999999997,4,lp3,,
3.3329999999999997,5,lp3,,
3.3329999999999997,6,lp3,,
3.3329999999999997,7,lp3,,
3.3329999999999997,8,lp3,,
3.3329999999999997,9,lp3,,
4.09959,1,j3-4,,
4.09959,2,j3-4,,
4.09959,3,j3-4,,
4.09959,4,j3-4,,
4.09959,5,j3-4,,
4.09959,6,j3-4,,
4.09959,7,j3-4,,
4.09959,8,j3-4,,
4.09959,9,j3-4,,
4.4328899999999996,1,lp4,,
4.4328899999999996,2,lp4,,
4.4328899999999996,3,lp4,,
4.4328899999999996,4,lp4,,
4.4328899999999996,5,lp4,,
4.4328899999999996,6,lp4,,
4.4328899999999996,7,lp4,,
4.4328899999999996,8,lp4,,
4.4328899999999996,9,lp4,,
5.3328,1,4-1,,
5.3328,2,4-1,,
5.3328,3,4-1,,
5.3328,4,4-1,,
5.3328,5,4-1,,
5.3328,6,4-1,,
5.3328,7,4-1,,
5.3328,8,4-1,,
5.3328,9,4-1,,
5.89941,1,1-2,,
5.89941,2,1-2,,
5.89941,3,1-2,,
5.89941,4,1-2,,
5.89941,5,1-2,,
5.89941,6,1-2,,
5.89941,7,1-2,,
5.89941,8,1-2,,
5.89941,9,1-2,,
6.43269,1,j2-3,,
6.43269,2,j2-3,,
6.43269,3,j2-3,,
6.43269,4,j2-3,,
6.43269,5,j2-3,,
6.43269,6,j2-3,,
6.43269,7,j2-3,,
6.43269,8,j2-3,,
6.43269,9,j2-3,,
6.79932,1,lp3,,
6.79932,2,lp3,,
6.79932,3,lp3,,
6.79932,4,lp3,,
6.79932,5,lp3,,
6.79932,6,lp3,,
6.79932,7,lp3,,
6.79932,8,lp3,,
6.79932,9,lp3,,
7.732559999999999,6,,r1,
7.732559999999999,7,,r1,
7.732559999999999,8,,r1,
7.732559999999999,9,,r1,
7.732559999999999,1,,l1,
7.732559999999999,2,,l1,
7.732559999999999,3,,l1,
7.732559999999999,4,,l1,
7.732559999999999,5,,l1,
8.29917,6,,r2,
8.29917,7,,r2,
8.29917,8,,r2,
8.29917,9,,r2,
8.29917,1,,l2,
8.29917,2,,l2,
8.29917,3,,l2,
8.29917,4,,l2,
8.29917,5,,l2,
8.79912,6,3-4,rb1,
8.79912,7,3-4,rb1,
8.79912,8,3-4,rb1,
8.79912,9,3-4,rb1,
8.79912,1,3-4,lb1,
8.79912,2,3-4,lb1,
8.79912,3,3-4,lb1,
8.79912,4,3-4,lb1,
8.79912,5,3-4,lb1,
9.36573,6,4-1,rb0,
9.36573,7,4-1,rb0,
9.36573,8,4-1,rb0,
9.36573,9,4-1,rb0,
9.36573,1,4-1,lb0,
9.36573,2,4-1,lb0,
9.36573,3,4-1,lb0,
9.36573,4,4-1,lb0,
9.36573,5,4-1,lb0,
9.899009999999999,6,1-2,,
9.899009999999999,7,1-2,,
9.899009999999999,8,1-2,,
9.899009999999999,9,1-2,,
9.899009999999999,1,1-2,,
9.899009999999999,2,1-2,,
9.899009999999999,3,1-2,,
9.899009999999999,4,1-2,,
9.899009999999999,5,1-2,,
10.26564,1,lp2,,
10.26564,2,lp2,,
10.26564,3,lp2,,
10.26564,4,lp2,,
10.26564,5,lp2,,
10.26564,6,lp2,,
10.26564,7,lp2,,
10.26564,8,lp2,,
10.26564,9,lp2,,
11.03223,1,2-3,,
