time,lyrics,size
0,,
2.800,まだ　まだ　忘れられない,
6.75,やだ　やだ　離れたくない,
10.31,でも　でも　わかっていても,
13.867,でも　でも　まだわかりたくない,
17.867,最初から　大好きになっていたから,
21.417,見つめたのは　そう　私のほうから,
24.517,でも　でも　後悔なんてしない,
28.083,でも　ねえ　待ってるほうがよかったの？,
32.33,同じキス　同じ場面　想い出の全部,
38.65,進めない　それでも進みたい,
40.417,ゆるしてる　でもゆるしていない,
42.317,もう一度　愛して欲しかった　でも　さよなら,
46.083,矛盾だらけ,
48.5,いつからだろう　すれ違ってた爪先,
52.983,でも　でも　傷だらけでも,
56.533,ヒリヒリ　擦り減らし続けたい,
60.983,別れの出口は　光の中,
67.200,ジリジリ　焦がす悲しみ,
70.750,あなたを　嫌いになりたくない,
81.65,,
86.533,でも　さよなら,
88.700,矛盾だらけ,
91.200,いつからだろう　すれ違ってた爪先,
95.65,でも　でも　傷だらけでも,
99.200,ヒリヒリ　擦り減らし続けたい,
103.65,別れの出口は　光の中,
109.867,ジリジリ　焦がす悲しみ,
113.417,あなたを　嫌いになりたくない,
124.217,,
