0.03333,MOT_mc_bg_black_00,seat100-0,,
0.16665,MOT_mc_bg_black_00,b80-65,,
2.43309,1,1-4,,
2.43309,2,1-4,,
2.43309,3,1-4,,
2.5997399999999997,MOT_mc_light_center_00,l1,,
2.5997399999999997,MOT_mc_bg_black_00,b65-45,,
2.76639,1,lp4,,
2.76639,2,lp4,,
2.76639,3,lp4,,
2.83305,MOT_mc_light_under_00,l2,,
2.83305,MOT_mc_speaker_00,temp4,,
3.5663099999999996,2,sj4,,
3.79962,1,sj4,,
4.0329299999999995,3,sj4,,
4.29957,1,lp4,,
4.29957,2,lp4,,
4.29957,3,lp4,,
4.899509999999999,1,j4-1,,
4.899509999999999,2,j4-1,,
4.899509999999999,3,j4-1,,
4.899509999999999,4,j4-1,,
4.899509999999999,5,j4-1,,
5.3994599999999995,1,j1-2,,
5.3994599999999995,2,j1-2,,
5.3994599999999995,3,j1-2,,
5.3994599999999995,4,j1-2,,
5.3994599999999995,5,j1-2,,
5.83275,1,sj2,,
5.83275,2,sj2,,
5.83275,3,sj2,,
5.83275,4,sj2,,
5.83275,5,sj2,,
6.266039999999999,1,lp2,,
6.266039999999999,2,lp2,,
6.266039999999999,3,lp2,,
6.266039999999999,4,lp2,,
6.266039999999999,5,lp2,,
7.6659,3,j2-3,,
8.09919,1,j2-3,,
8.39916,3,w3,,
8.53248,2,j2-3,,
8.83245,1,w3,,
9.03243,2,w3,,
9.03243,4,2-3,,
9.03243,5,2-3,,
9.46572,1,j3-4,,
9.46572,2,j3-4,,
9.46572,3,j3-4,,
9.46572,4,j3-4,,
9.46572,5,j3-4,,
9.899009999999999,1,lp4,,
9.899009999999999,2,lp4,,
9.899009999999999,3,lp4,,
9.899009999999999,4,lp4,,
9.899009999999999,5,lp4,,
11.59884,1,4-3,r1,
11.59884,2,4-3,r1,
11.59884,3,4-3,r1,
11.59884,4,4-3,r1,
11.59884,5,4-3,r1,
11.96547,1,lp3,,
11.96547,2,lp3,,
11.96547,3,lp3,,
11.96547,4,lp3,,
11.96547,5,lp3,,
12.032129999999999,1,,rb0,
12.032129999999999,2,,rb0,
12.032129999999999,3,,rb0,
12.032129999999999,4,,rb0,
12.032129999999999,5,,rb0,
12.832049999999999,1,,l1,
12.832049999999999,2,,l1,
12.832049999999999,3,,l1,
12.832049999999999,4,,l1,
12.832049999999999,5,,l1,
12.832049999999999,1,3-1,,
12.832049999999999,2,3-1,,
12.832049999999999,3,3-1,,
12.832049999999999,4,3-1,,
12.832049999999999,5,3-1,,
13.19868,1,lp1,,
13.19868,2,lp1,,
13.19868,3,lp1,,
13.19868,4,lp1,,
13.19868,5,lp1,,
13.631969999999999,1,,lb0,
13.631969999999999,2,,lb0,
13.631969999999999,3,,lb0,
13.631969999999999,4,,lb0,
13.631969999999999,5,,lb0,
14.29857,1,j1-2,,
14.29857,2,j1-2,,
14.29857,3,j1-2,,
14.29857,4,j1-2,,
14.29857,5,j1-2,,
14.73186,1,w2,,
14.73186,2,w2,,
14.73186,3,w2,,
14.73186,4,w2,,
14.73186,5,w2,,
15.53178,1,,,f1
15.53178,2,,,f1
15.53178,3,,,f1
15.93174,1,2-3,,
15.93174,2,2-3,,
15.93174,3,2-3,,
15.93174,4,2-3,,
15.93174,5,2-3,,
16.131719999999998,MOT_mc_bg_black_00,b45-20,,
16.26504,MOT_mc_light_center_00,l3,,
16.26504,MOT_mc_light_up_00,l4,,
16.26504,MOT_mc_light_under_00,l1,,
16.29837,1,lp3,,
16.29837,2,lp3,,
16.29837,3,lp3,,
16.29837,4,lp3,,
16.29837,5,lp3,,
16.331699999999998,MOT_mc_stage_color_00,b-flash,,
17.09829,1,sp3-4,,
17.09829,2,sp3-4,,
17.09829,3,sp3-4,,
17.09829,4,lp3,,
17.09829,5,lp3,,
18.3315,1,j4-1,,
18.3315,2,j4-1,,
18.3315,3,j4-1,,
19.164749999999998,1,j1-3,,
19.164749999999998,2,j1-3,,
19.164749999999998,3,j1-3,,
19.164749999999998,4,3-3,,
19.164749999999998,5,3-3,,
19.6647,1,lp3,,
19.6647,2,lp3,,
19.6647,3,lp3,,
19.6647,4,lp3,,
19.6647,5,lp3,,
20.86458,1,3-2,,
20.86458,2,3-2,,
20.86458,3,3-2,,
20.86458,4,3-2,,
20.86458,5,3-2,,
21.29787,1,lp2,,
21.29787,2,lp2,,
21.29787,3,lp2,,
21.29787,4,lp2,,
21.29787,5,lp2,,
22.49775,2,j2-3,,
22.93104,1,j2-3,,
23.231009999999998,2,w3,,
23.36433,3,j2-3,,
23.664299999999997,1,w3,,
23.864279999999997,3,w3,,
24.16425,1,j3-4,,
24.16425,2,j3-4,,
24.16425,3,j3-4,,
24.16425,4,j3-4,,
24.16425,5,j3-4,,
24.16425,4,2-4,,
24.16425,5,2-4,,
24.59754,1,lp4,,
24.59754,2,lp4,,
24.59754,3,lp4,,
24.59754,4,lp4,,
24.59754,5,lp4,,
25.897409999999997,1,4-3,l1,
25.897409999999997,2,4-3,l1,
25.897409999999997,3,4-3,l1,
25.897409999999997,4,4-3,l1,
25.897409999999997,5,4-3,l1,
26.19738,1,lp3,,
26.19738,2,lp3,,
26.19738,3,lp3,,
26.19738,4,lp3,,
26.19738,5,lp3,,
26.73066,1,,lb0,
26.73066,2,,lb0,
26.73066,3,,lb0,
26.73066,4,,lb0,
26.73066,5,,lb0,
27.19728,1,3-1,,
27.19728,2,3-1,,
27.19728,3,3-1,,
27.19728,4,3-1,,
27.19728,5,3-1,,
27.59724,1,,r1,
27.59724,2,,r1,
27.59724,3,,r1,
27.59724,4,,r1,
27.59724,5,,r1,
27.59724,1,lp1,,
27.59724,2,lp1,,
27.59724,3,lp1,,
27.59724,4,lp1,,
27.59724,5,lp1,,
28.39716,1,,rb0,
28.39716,2,,rb0,
28.39716,3,,rb0,
28.39716,4,,rb0,
28.39716,5,,rb0,
28.79712,1,1-2,,
28.79712,2,1-2,,
28.79712,3,1-2,,
28.79712,4,1-2,,
28.79712,5,1-2,,
28.96377,MOT_mc_light_up_00,l2,,
28.96377,MOT_mc_light_center_00,l2,,
29.097089999999998,1,j2-3,,
29.097089999999998,2,j2-3,,
29.097089999999998,3,j2-3,,
29.097089999999998,4,j2-3,,
29.097089999999998,5,j2-3,,
29.43039,MOT_mc_stage_color_00,r-flash,,
29.497049999999998,1,lp3,,
29.497049999999998,2,lp3,,
29.497049999999998,3,lp3,,
29.497049999999998,4,lp3,,
29.497049999999998,5,lp3,,
30.69693,1,j3-4,,
30.69693,2,j3-4,,
30.69693,3,j3-4,,
30.69693,4,j3-4,,
30.69693,5,j3-4,,
31.09689,1,lp4,,
31.09689,2,lp4,,
31.09689,3,lp4,,
31.09689,4,lp4,,
31.09689,5,lp4,,
32.39676,1,j4-1,,
32.39676,2,j4-1,,
32.39676,3,j4-1,,
32.39676,4,j4-1,,
32.39676,5,j4-1,,
32.79672,1,1-2,,
32.79672,2,1-2,,
32.79672,3,1-2,,
32.79672,4,1-2,,
32.79672,5,1-2,,
33.19668,1,j2-3,,
33.19668,2,j2-3,,
33.19668,3,j2-3,,
33.19668,4,j2-3,,
33.19668,5,j2-3,,
33.59664,1,3-4,,
33.59664,2,3-4,,
33.59664,3,3-4,,
33.59664,4,3-4,,
33.59664,5,3-4,,
34.02993,1,j4-1,,
34.02993,2,j4-1,,
34.02993,3,j4-1,,
34.02993,4,j4-1,,
34.02993,5,j4-1,,
34.42989,1,1-2,,
34.42989,2,1-2,,
34.42989,3,1-2,,
34.42989,4,1-2,,
34.42989,5,1-2,,
34.86318,1,2-3,,
34.86318,2,2-3,,
34.86318,3,2-3,,
34.86318,4,2-3,,
34.86318,5,2-3,,
35.59644,1,j3-4,,
35.59644,2,j3-4,,
35.59644,3,j3-4,,
35.59644,4,j3-4,,
35.59644,5,j3-4,,
36.06306,1,lp4,,
36.06306,2,lp4,,
36.06306,3,lp4,,
36.06306,4,lp4,,
36.06306,5,lp4,,
37.36293,1,4-1,,
37.36293,2,4-1,,
37.36293,3,4-1,,
37.36293,4,4-1,,
37.36293,5,4-1,,
37.69623,1,1-2,,
37.69623,2,1-2,,
37.69623,3,1-2,,
37.69623,4,1-2,,
37.69623,5,1-2,,
38.02953,1,2-3,,
38.02953,2,2-3,,
38.02953,3,2-3,,
38.02953,4,2-3,,
38.02953,5,2-3,,
38.362829999999995,1,lp3,,
38.362829999999995,2,lp3,,
38.362829999999995,3,lp3,,
38.362829999999995,4,lp3,,
38.362829999999995,5,lp3,,
38.362829999999995,4,w3,,
38.362829999999995,5,w3,,
38.89611,4,j3-4,,
38.89611,5,j3-4,,
39.69603,4,w4,,
39.69603,5,w4,,
39.72936,2,j3-4,,
39.72936,3,j3-4,,
40.46262,2,w4,,
40.46262,3,w4,,
40.49595,2,4-1,,
40.49595,3,4-1,,
40.49595,1,j3-1,,
40.49595,4,4-1,,
40.49595,5,4-1,,
40.9959,1,lp1,,
40.9959,2,lp1,,
40.9959,3,lp1,,
40.9959,4,lp1,,
40.9959,5,lp1,,
40.9959,4,w1,,
40.9959,5,w1,,
42.52908,MOT_mc_light_up_00,l1,,
42.52908,MOT_mc_light_center_00,l1,,
42.52908,MOT_mc_bg_black_00,b20-65,,
42.52908,1,w1,,b0
42.52908,2,w1,,b0
42.52908,3,w1,,b0
42.59574,MOT_mc_light_under_00,l2,,
42.59574,MOT_mc_stage_color_00,r-b,,
43.89561,1,1-1,,
43.89561,2,1-1,,
43.89561,3,1-1,,
43.89561,4,1-1,,
43.89561,5,1-1,,
44.26224,1,w1,,
44.26224,2,w1,,
44.26224,3,w1,,
44.26224,4,w1,,
44.26224,5,w1,,
44.69553,2,1-2,,f1
44.795519999999996,MOT_mc_bg_black_00,b65-45,,
45.06216,2,lp2,,
45.195479999999996,MOT_mc_light_up_00,l3,,
45.195479999999996,MOT_mc_light_center_00,l1,,
46.028729999999996,2,2-4,,
46.428689999999996,2,lp4,,
47.39526,2,4-3,,
47.82855,2,lp3,,
48.461819999999996,2,3-2,,
48.861779999999996,2,2-4,,
49.295069999999996,2,4-1,,
49.695029999999996,2,lp1,,
50.128319999999995,2,j1-4,,
50.528279999999995,2,lp4,,
52.128119999999996,2,4-1,,
52.494749999999996,2,lp1,,
52.961369999999995,2,1-4,,
53.794619999999995,2,sj4,,
54.227909999999994,2,sj4,,
54.6612,2,sj4,,
55.06116,2,w4,,
55.327799999999996,2,j4-1,,
55.761089999999996,2,j1-2,,
56.161049999999996,2,j2-3,,
56.561009999999996,2,lp3,,
57.62757,2,w3,,b0
58.09419,1,,,f1
58.49415,1,lp1,,
59.36073,1,1-3,,
59.794019999999996,1,lp3,,
61.093889999999995,1,3-4,,
61.527179999999994,1,j4-1,,
62.227109999999996,1,1-2,,
62.59374,1,lp2,,
63.560309999999994,1,2-3,,
63.960269999999994,1,lp3,,
65.09349,1,j3-1,,
65.52678,1,lp1,,
66.85998,1,1-4,,
67.19328,1,4-1,,
67.55991,1,lp1,,
68.42649,1,j1-3,,
68.85978,1,lp3,,
70.22631,1,,,b0
70.59294,1,w3,,
71.35952999999999,3,,,f1
71.79281999999999,3,sj1,,
72.29276999999999,3,1-2,,
72.92604,3,j2-3,,
73.39265999999999,3,lp3,,
75.12581999999999,3,j3-1,,
75.52578,3,w1,,
75.89241,3,sj1,,
76.29236999999999,3,sj1,,
76.72565999999999,3,1-2,,
77.09228999999999,3,w2,,
77.55891,3,2-3,,
77.92554,3,lp3,,
78.52548,3,,r1,
79.3254,3,,r2,
79.62536999999999,3,3-4,,
79.95867,3,j4-2,,
80.35862999999999,3,sp2-3,,
81.29187,3,j2-1,,
81.72516,3,lp1,rb1,
82.55841,3,,rb0,
83.35833,3,1-2,,
83.6583,3,lp2,,
84.89151,1,3-4,,f1
84.89151,2,3-4,,f1
84.89151,3,j2-4,,
85.35813,1,w4,,
85.35813,2,w4,,
85.35813,3,w4,,
86.22471,1,4-3,,
86.22471,2,4-3,,
86.22471,3,4-3,,
86.62467,1,sp3-4,,
86.62467,2,sp3-4,,
86.62467,3,sp3-4,,
86.79132,MOT_mc_bg_black_00,b45-20,,
86.85798,MOT_mc_light_under_00,l1,,
86.89130999999999,MOT_mc_light_up_00,l4,,
86.89130999999999,MOT_mc_light_center_00,l3,,
86.89130999999999,MOT_mc_stage_color_00,b-flash,,
87.32459999999999,1,j4-2,,
87.32459999999999,2,j4-2,,
87.32459999999999,3,j4-2,,
88.12451999999999,1,j2-4,,
88.12451999999999,2,j2-4,,
88.12451999999999,3,j2-4,,
88.55780999999999,1,lp4,,
88.55780999999999,2,lp4,,
88.55780999999999,3,lp4,,
89.05776,1,4-1,,
89.05776,2,4-1,,
89.05776,3,4-1,,
89.42439,2,sj1,,
89.42439,1,w1,,
89.42439,3,w1,,
89.89101,1,sj1,,
90.3243,3,sj1,,
90.72426,1,1-2,,
90.72426,2,1-2,,
90.72426,3,1-2,,
90.72426,4,1-2,,
90.72426,5,1-2,,
