time,lyrics,size
0.00 ,,
2.717 ,自分らしく　嬉しく,
5.483 ,夢を覗いたら,
7.550 ,ちょっぴり見えちゃったの,
14.830 ,,
21.300 ,ここにいる私たちにしか,
25.667 ,わからない不安とかもあると思うけど（Uh Uh）,
30.433 ,積み重ねてきたものが少し　認められた,
36.167 ,それならなんとなくわかるでしょ？,
39.783 ,そんな感じ　そんな感じ,
42.18 ,今のわたしはそんな感じ,
44.433 ,酸いも甘いもしっかりちゃっかり,
46.583 ,知った気になっていい感じ,
49.017 ,夢が叶う　大袈裟じゃないみたいね,
55.400 ,みんながいるなら,
57.583,そう　君も君も君も　全部,
60.350,絶対居なくちゃダメなのヨ,
62.717,しっかり握って（ぎゅっぎゅっ）,
64.633,はぐれないように,
66.717,そう　誰も誰も誰も　全部,
69.583,決して欠けたらダメなのヨ,
71.833,そしたら　私はここにいられない,
75.867,自分らしく　嬉しく,
78.633,夢を覗いたら,
80.717,ちょっぴり見えちゃったの,
85.100,,
87.167,そう　君も君も君も　全部,
90.000,絶対居なくちゃダメなのヨ,
92.433,しっかり握って（ぎゅっぎゅっ）,
94.433,はぐれないように,
96.433,そう　誰も誰も誰も　全部,
99.300,決して欠けたらダメなのヨ,
101.567,そしたら　私はここにいられない,
105.583,自分らしく　嬉しく,
108.233,夢を覗いたら,
110.183,ちょっぴり見えちゃったの,
114.717,自分らしく　嬉しく,
117.483,夢を見せるから,
119.517,しっかり見ていてよ,
126.017,,
