time,lyrics,size
0,,
5.533,（Go !  Just go !  Just enjoy it ! ）,
13.4,ぼくらはいつも　きっかけ欲してるんだ,
17.917,夢とか恋とか始めるタイミング,
22.667,暫定的に太陽のせいにしてSay love it,
28.917,楽園は何処？,
33.15,貴方といる此処がそうだよね,
37.917,ゆめうつつ　あいうらら,
41.767,うかれていいじゃない,
45.533,Go Go Go Just Go Yeah !,
49.383,太陽は沈まない,
53.633,ムゲンに遊ぼう,
56.717,足りないなら,
58.683,埋めてあげるよ,
61.967,スローモーションが,
64.583,永遠　続くといいな,
68.383,（Go !  Just go !  Just enjoy it ! ）,
70.05,音に合わせて,
72.25,（Go !  Just go !  Just enjoy it ! ）,
73.917,ココロを解き放って,
76,（Go !  Just go !  Just enjoy it ! ）,
77.717,リズムに抱かれるままに,
83.683,遊びまくっちゃって,
87.433,太陽はもうてっぺんだ,
91.717,いちばんかわいい,
94.817,わたしだから,
96.717,見飽きないでしょ,
98.867,足りないなら,
100.533,埋めてあげる,
103.15,Go Go Just Go Yeah !,
106.533,テンションは天井知らず,
110.817,上昇気流だ,
114,愛の雲をもくもくして休んだら,
119.217,またね　遊ぼう,
122.317,（ああ　ゴージャスなゴールド）,
124.217,（ソー　コンシャスなコースト）,
126.133,（めくるめくるパラダイスなら）,
128.267,（ここでいいじゃない）,
130.1,,
