time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0.1,,6,,MasterOut,0,1,,
0.2,,6,,BUS_0007,0,0.05,,
0.3,1,6,1,,,,0,0.3
0.4,2,6,1,,,,-3,0.28
0.5,3,6,1,,,,3,0.28
0.6,4,6,1,,,,-9.6,0.24
0.7,5,6,1,,,,9.6,0.24
0.8,6,6,1,,,,-26.4,0.2
0.9,7,6,1,,,,-18,0.2
1,8,6,1,,,,26.4,0.2
1.1,9,6,1,,,,18,0.2
12.142,6,6,0,,,,0,0.78
12.142,,6,,MasterOut,0.05,0,,
12.142,,6,,BUS_0007,0.2,0,,
13.095,,1,,MasterOut,0,1,,
13.095,,1,,BUS_0007,0,0.05,,
13.095,2,1,1,,,,0,0.78
17.703,,1,,MasterOut,0.05,0,,
17.703,,1,,BUS_0007,0.2,0,,
18.004,2,1,0,,,,0,0.78
18.004,,2,,MasterOut,0,1,,
18.004,,2,,BUS_0007,0,0.05,,
18.004,4,2,1,,,,0,0.78
22.401,,2,,MasterOut,0.05,0,,
22.401,,2,,BUS_0007,0.2,0,,
22.759,4,2,0,,,,0,0.78
22.759,,3,,MasterOut,0,1,,
22.759,,3,,BUS_0007,0,0.05,,
22.759,7,3,1,,,,0,0.78
26.19,,3,,MasterOut,0.05,0,,
26.19,,3,,BUS_0007,0.2,0,,
26.501,7,3,0,,,,0,0.78
26.501,,4,,MasterOut,0,1,,
26.501,,4,,BUS_0007,0,0.05,,
26.501,6,4,1,,,,0,0.78
27.573,,6,,MasterOut,0,1,,
27.573,,6,,BUS_0007,0,0.05,,
27.573,6,4,,,,,-26.4,0.21
27.573,7,6,1,,,,-18,0.21
27.573,4,6,1,,,,-9.6,0.25
27.573,2,6,1,,,,-3,0.29
27.573,1,6,,,,,0,0.31
27.573,3,6,,,,,3,0.29
27.573,5,6,,,,,9.6,0.25
27.573,9,6,,,,,18,0.21
27.573,8,6,,,,,26.4,0.21
28.624,,4,,MasterOut,0.05,0,,
28.624,,4,,BUS_0007,0.2,0,,
28.624,,6,,MasterOut,0.05,0,,
28.624,,6,,BUS_0007,0.2,0,,
28.9,6,4,0,,,,-26.4,0.2
28.9,3,2,1,,,,0,0.78
28.9,,2,,MasterOut,0,1,,
28.9,,2,,BUS_0007,0,0.05,,
32.95,,2,,MasterOut,0.05,0,,
32.95,,2,,BUS_0007,0.2,0,,
33.277,3,2,0,,,,0,0.78
33.277,,3,,MasterOut,0,1,,
33.277,,3,,BUS_0007,0,0.05,,
33.277,5,3,1,,,,0,0.78
37.688,,3,,MasterOut,0.05,0,,
37.688,,3,,BUS_0007,0.2,0,,
38.013,5,3,0,,,,0,0.78
38.013,,4,,MasterOut,0,1,,
38.013,,4,,BUS_0007,0,0.05,,
38.013,9,4,1,,,,0,0.78
39.81,,4,,MasterOut,0.05,0,,
