time,lyrics,size
0.000,,
2.800,Can't Stay 切り裂く感性　まだ未完成,
5.717,Unsafe 撃ち抜く世界線 sky is the limit!,
8.650,この仮想世界で　好きな感じ作り変えて,
11.700,アルティメット・フェイバリット !,
13.217,It's a new world!,
17.550,,
20.667,お決まりのファッションじゃ満たされないよ,
26.200,見留めて　射止めて　すぐに,
29.117,我慢はNo! ワガママでGo!,
35.067,,
37.550,時代も普通も未来も越えて,
43.767,もう縛られない,
48.167,Catch and set it now!,
49.567,#My_Style_Revo #ほとばしるエゴ,
52.550,世界なんて好きなように変えちゃえばいいんだよ,
55.483,どうやっても構わない,
58.250,閃いたそのPower この世界で思いっきり飛ばせ,
64.617,Wow 鼓動がBeatを追い越してゆく,
70.433,頭少しクラクラするくらいに,
75.967,我慢してること解き放ってみてよ Wow,
81.767,折角のこの仮想世界　どうなっても構わない,
90.583,,
97.917,煌めいたそのPower この世界で思いっきり放て,
104.133,Wow 理想がBeatに追いついていく,
109.883,胸が熱くドキドキするくらいに,
115.483,遠慮してること解き放ってみてよ Wow,
121.333,この世界なら許されるよ　どうやっても構わない,
127.183,折角のこの仮想世界　どうなっても構わない,
136.933,,
