id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,435,0,0
2,0,91,,,,0,0
3,2.758621,1,2,3,0,0,0
4,3.103448,1,1,1,0,0,0
5,3.448276,1,1,1,0,0,0
6,3.793103,1,2,3,0,0,0
7,4.137931,1,3,4,0,0,0
8,4.482759,1,2,2,0,0,0
9,4.827586,1,2,2,0,0,0
10,5.172414,1,3,4,0,0,0
11,5.517241,1,4,5,0,0,0
12,5.862069,1,3,3,0,0,0
13,6.206897,1,3,3,0,0,0
14,6.551724,1,3,4,0,0,0
15,6.896552,1,3,4,0,0,0
16,7.241379,1,2,2,0,0,0
17,7.586207,1,3,2,0,0,0
18,7.758621,1,3,4,0,0,0
19,7.931034,1,3,2,0,0,0
20,8.103448,1,3,4,0,0,0
21,8.275862,1,2,3,0,0,0
22,8.62069,1,1,1,0,1,0
23,8.62069,1,4,5,0,1,0
24,8.965517,1,1,1,0,0,0
25,9.310345,1,4,5,0,1,0
26,9.310345,1,2,3,0,1,0
27,9.655172,1,3,4,0,0,0
28,10,1,2,2,0,1,0
29,10,1,4,5,0,1,0
30,10.344828,1,2,2,0,0,0
31,10.689655,1,3,4,0,0,0
32,11.034483,1,4,5,0,1,0
33,11.034483,1,2,1,0,1,0
34,11.37931,1,4,5,0,1,0
35,11.37931,1,2,1,0,1,0
36,11.724138,1,3,4,0,0,0
37,11.982759,1,3,2,0,0,0
38,12.241379,1,3,4,0,0,0
39,12.413793,2,2,1,0,0,0
40,12.931034,2,2,1,0,1,0
41,12.931034,2,4,5,0,1,0
42,13.275862,1,2,1,0,1,0
43,13.275862,2,4,5,0,1,0
44,13.448276,1,3,4,0,0,0
45,13.62069,1,3,2,0,0,0
46,14.137931,1,4,4,2,0,1
47,14.181034,1,3,5,2,0,1
48,15.043103,1,2,1,0,0,0
49,15.344828,1,2,1,0,0,0
50,15.517241,1,3,4,0,0,0
51,15.862069,1,3,2,0,0,0
52,16.034483,2,4,5,0,0,0
53,16.37931,2,3,2,0,0,0
54,17.241379,2,4,5,0,1,0
55,17.241379,2,3,2,0,1,0
56,17.413793,1,2,1,0,0,0
57,17.586207,1,3,2,0,0,0
58,17.758621,1,3,4,0,0,0
59,18.103448,1,3,2,0,0,0
60,18.448276,2,4,5,0,0,0
61,18.793103,1,3,2,0,1,0
62,18.793103,2,4,5,0,1,0
63,18.965517,1,4,3,0,0,0
64,19.137931,1,4,5,0,0,0
65,19.655172,1,4,4,2,0,2
66,19.698276,1,3,5,2,0,2
67,20.517241,1,2,1,0,0,0
68,20.862069,1,2,1,0,0,0
69,21.034483,1,3,4,0,0,0
70,21.37931,1,3,2,0,0,0
71,21.551724,2,3,2,0,0,0
72,21.896552,2,4,5,0,0,0
73,22.758621,2,3,2,0,1,0
74,22.758621,2,4,5,0,1,0
75,22.931034,1,4,3,0,0,0
76,23.103448,1,4,5,0,0,0
