0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,,,,D60
0.03333,2,,,,D60
0.03333,3,,,,D60
0.03333,4,,,,D60
0.03333,5,,,,D60
0.03333,3,,,b-1,
0.03333,4,,,b-1,
0.03333,5,,,b-1,
0.03333,MOT_all,taiga1,,
2.63307,MOT_mc_stage_color_00,y-flash,,
2.63307,MOT_mc_speaker_00,temp2,,
2.63307,MOT_mc_light_center_00,l1,,
2.63307,MOT_mc_light_under_00,l1,,
2.63307,MOT_control_all,zoom01,,
2.6997299999999997,1,1-2,,,
2.6997299999999997,2,1-2,,,
2.6997299999999997,3,1-2,,,
2.6997299999999997,4,1-2,,,
2.6997299999999997,5,1-2,,,
2.6997299999999997,4,,l1,,
2.6997299999999997,5,,r1,,
2.6997299999999997,1,,,,L20
2.6997299999999997,MOT_all,taiga2,,
2.7997199999999998,1,,,,L0
2.9997,MOT_all,taiga3,,
3.09969,1,2-3,,,
3.09969,2,2-3,,,
3.09969,3,2-3,,,
3.09969,4,2-3,,,
3.09969,5,2-3,,,
3.4329899999999998,1,3-4,,,
3.4329899999999998,2,3-4,,,
3.4329899999999998,3,3-4,,,
3.4329899999999998,4,3-4,,,
3.4329899999999998,5,3-4,,,
3.4329899999999998,4,,l2,,
3.4329899999999998,5,,r2,,
3.79962,1,4-1,,,
3.79962,2,4-1,,,
3.79962,3,4-1,,,
3.79962,4,4-1,,,
3.79962,5,4-1,,,
3.79962,1,,,f1,
4.3328999999999995,1,1-2,r1,,
4.73286,5,w1,,,
4.73286,4,w1,,,
4.73286,3,w1,,,
4.73286,2,w1,,,
4.73286,1,sp2-3,,,
5.36613,1,sj3,,,
5.73276,1,lp3,,,
6.266039999999999,1,3-4,rb0,,
6.73266,1,sj4,,,
7.232609999999999,1,w4,,,
7.39926,1,4-1,r1,,
7.69923,1,,r2,,
8.3325,1,w1,,,
8.39916,1,sp1-2,,,
9.06576,1,j2-3,,,
9.63237,3,j1-2,,,
9.63237,4,j1-2,,,
9.63237,5,j1-2,,,
9.63237,2,j1-2,,,
9.63237,1,3-4,rb1,,
9.998999999999999,1,,rb0,,
10.36563,1,lp4,,,
10.598939999999999,1,sj4,,,
10.698929999999999,5,w2,,,
10.698929999999999,4,w2,,,
10.698929999999999,3,w2,,,
10.698929999999999,2,w2,,,
10.998899999999999,1,4-1,l1,,
11.36553,1,sj1,,,
11.79882,1,j1-2,,,
12.46542,1,hj2,,,
13.26534,1,sp2-3,,,
13.631969999999999,MOT_all,taiga4,,
14.065259999999999,MOT_mc_stage_color_00,y-flash,,
14.065259999999999,MOT_mc_bg_black_00,b80-65,,
14.065259999999999,1,j3-4,,,D20
14.265239999999999,MOT_control_all,zoom02,,
14.39856,MOT_all,taiga5,,
14.49855,3,j2-3,,,L20
14.49855,4,j2-3,,,L20
14.49855,5,j2-3,,,L20
14.49855,2,j2-3,,,L20
14.49855,1,4-1,,b0,
14.93184,3,lp3,,,
14.93184,4,lp3,,,
14.93184,5,lp3,,,
15.43179,1,w1,,,
15.565109999999999,2,w3,,,
15.83175,3,3-4,,,
15.83175,4,3-4,,,
15.83175,5,3-4,,,
16.39836,3,j4-1,,,
16.39836,4,j4-1,,,
16.39836,5,j4-1,,,
16.931639999999998,3,lp1,,,
16.931639999999998,4,lp1,,,
16.931639999999998,5,lp1,,,
16.931639999999998,1,sp1-2,,,
16.931639999999998,2,sp3-4,,,
