0.03333,MOT_mc_bg_black_00,seat100-0,,
1.69983,1,1-2,,
1.69983,2,1-2,,
1.69983,3,1-2,,
1.69983,4,1-2,,
1.69983,5,1-2,,
2.0664599999999997,MOT_mc_light_up_00,l3,,
2.0664599999999997,MOT_mc_light_center_00,l1,,
2.0664599999999997,MOT_mc_speaker_00,temp4,,
2.0664599999999997,MOT_mc_stage_color_00,b,,
2.13312,1,lp2,,
2.13312,2,lp2,,
2.13312,3,lp2,,
2.13312,4,lp2,,
2.13312,5,lp2,,
3.9662699999999997,1,2-4,,
3.9662699999999997,2,2-4,,
3.9662699999999997,3,2-4,,
3.9662699999999997,4,2-4,,
3.9662699999999997,5,2-4,,
4.39956,1,lp4,,
4.39956,2,lp4,,
4.39956,3,lp4,,
4.39956,4,lp4,,
4.39956,5,lp4,,
5.5994399999999995,1,4-3,,
5.5994399999999995,2,4-3,,
5.5994399999999995,3,4-3,,
5.5994399999999995,4,4-3,,
5.5994399999999995,5,4-3,,
6.03273,1,sj3,,
6.03273,2,sj3,,
6.03273,3,sj3,,
6.03273,4,sj3,,
6.03273,5,sj3,,
6.59934,1,sj3,,
6.59934,2,sj3,,
6.59934,3,sj3,,
6.59934,4,sj3,,
6.59934,5,sj3,,
7.132619999999999,1,sj3,,
7.132619999999999,2,sj3,,
7.132619999999999,3,sj3,,
7.132619999999999,4,sj3,,
7.132619999999999,5,sj3,,
7.632569999999999,1,sj3,,
7.632569999999999,2,sj3,,
7.632569999999999,3,sj3,,
7.632569999999999,4,sj3,,
7.632569999999999,5,sj3,,
8.165849999999999,1,w3,,
8.165849999999999,2,w3,,
8.165849999999999,3,w3,,
8.165849999999999,4,w3,,
8.165849999999999,5,w3,,
8.29917,1,j3-1,,
8.565809999999999,2,j3-1,,
8.83245,3,j3-1,,
8.83245,1,w1,,
9.06576,4,j3-1,,
9.06576,2,w1,,
9.26574,5,j3-1,,
9.26574,3,w1,,
9.86568,4,1-2,,
9.96567,2,1-2,,
10.06566,1,1-2,,
10.13232,3,1-2,,
10.198979999999999,MOT_mc_bg_black_00,b80-45,,
10.198979999999999,5,1-2,,
10.53228,1,2-3,,
10.53228,2,2-3,,
10.53228,3,2-3,,
10.53228,4,2-3,,
10.53228,5,2-3,,
10.53228,1,2-3,,f1
10.698929999999999,MOT_mc_light_up_00,l1,,
10.698929999999999,MOT_mc_light_under_00,l2,,
10.998899999999999,1,sj3,,
10.998899999999999,2,w3,,
10.998899999999999,3,w3,,
10.998899999999999,4,w3,,
10.998899999999999,5,w3,,
11.53218,1,lp3,l1,
11.53218,2,lp3,l1,
11.53218,3,lp3,l1,
11.53218,4,lp3,l1,
11.53218,5,lp3,l1,
12.59874,1,3-4,l2,
12.59874,2,3-4,,
12.59874,3,3-4,,
12.59874,4,3-4,,
12.59874,5,3-4,,
13.06536,2,w4,,
13.06536,3,w4,,
13.06536,4,w4,,
13.06536,5,w4,,
13.06536,1,lp4,,
14.69853,1,4-1,,
14.69853,2,4-1,,
14.69853,3,4-1,,
14.69853,4,4-1,,
14.69853,5,4-1,,
15.19848,2,w1,,
15.19848,3,w1,,
15.19848,4,w1,,
15.19848,5,w1,,
15.19848,1,sj1,,
15.69843,1,sj1,,
16.23171,1,,lb1,
16.79832,1,1-2,lb0,
16.79832,2,1-2,,
16.79832,3,1-2,,
16.79832,4,1-2,,
16.79832,5,1-2,,
17.331599999999998,2,w2,,
17.331599999999998,3,w2,,
17.331599999999998,4,w2,,
17.331599999999998,5,w2,,
17.331599999999998,1,lp2,,
17.9982,1,sj2,,
18.53148,1,sj2,,
19.03143,1,2-3,r1,
19.03143,2,2-3,r1,
19.03143,3,2-3,r1,
19.03143,4,2-3,r1,
19.03143,5,2-3,r1,
19.53138,1,3-1,,
19.53138,2,3-1,,
19.53138,3,3-1,,
19.53138,4,3-1,,
19.53138,5,3-1,,
20.06466,2,w1,,
20.06466,3,w1,,
20.06466,4,w1,,
20.06466,5,w1,,
20.06466,1,lp1,,
21.16455,1,1-4,r2,
21.16455,2,1-4,,
21.16455,3,1-4,,
21.16455,4,1-4,,
21.16455,5,1-4,,
21.69783,2,w4,,
21.69783,3,w4,,
21.69783,4,w4,,
21.69783,5,w4,,
21.69783,1,lp4,,
23.39766,1,4-1,rb1,
23.39766,2,4-1,,
23.39766,3,4-1,,
23.39766,4,4-1,,
23.39766,5,4-1,,
23.93094,1,1-2,,
23.93094,2,1-2,,
23.93094,3,1-2,,
23.93094,4,1-2,,
23.93094,5,1-2,,
24.430889999999998,2,w2,,
24.430889999999998,3,w2,,
24.430889999999998,4,w2,,
24.430889999999998,5,w2,,
24.430889999999998,1,lp2,,
26.59734,1,2-3,,
26.59734,2,2-3,,
26.59734,3,2-3,,
26.59734,4,2-3,,
26.59734,5,2-3,,
27.13062,1,lp3,,
27.13062,2,w3,,
27.13062,3,w3,,
27.13062,4,w3,,
27.13062,5,w3,,
27.13062,1,,rb0,
27.13062,2,,rb0,
27.13062,3,,rb0,
27.13062,4,,rb0,
27.13062,5,,rb0,
27.63057,MOT_mc_bg_black_00,b45-65,,
27.63057,1,3-4,,
27.63057,2,3-4,,
27.63057,3,3-4,,
27.63057,4,3-4,,
27.63057,5,3-4,,
28.097189999999998,4,4-3,,
28.097189999999998,5,4-3,,
28.097189999999998,1,lp4,,
28.16385,MOT_mc_light_under_00,l3,,
28.16385,MOT_mc_speaker_00,temp1,,
28.16385,MOT_mc_light_center_00,l2,,
28.16385,MOT_mc_light_up_00,l2,,
28.16385,MOT_mc_stage_color_00,r-flash,,
28.63047,2,4-3,,
28.63047,3,4-3,,
28.63047,4,w3,,
28.63047,5,w3,,
28.76379,MOT_mc_stage_color_00,y-flash,,
29.19708,1,4-3,,
29.19708,2,lp3,,
29.19708,3,lp3,,
29.19708,4,lp3,,
29.19708,5,lp3,,
29.26374,MOT_mc_stage_color_00,b-flash,,
29.6637,1,3-4,,
29.6637,2,3-4,,
29.6637,3,3-4,,
29.6637,4,3-4,,
29.6637,5,3-4,,
30.096989999999998,1,lp4,,
30.096989999999998,2,lp4,,
30.096989999999998,3,lp4,,
30.096989999999998,4,lp4,,
30.096989999999998,5,lp4,,
32.13012,1,4-3,,
32.13012,2,4-3,,
32.13012,3,4-3,,
32.13012,4,4-3,,
32.13012,5,4-3,,
32.59674,4,3-1,r1,
32.83005,1,w3,,
32.83005,2,w3,,
32.83005,3,w3,,
32.83005,5,w3,,
32.96337,5,3-1,l1,
33.19668,4,w1,,
33.19668,2,3-1,r1,
33.52998,5,w1,,
33.52998,3,3-1,l1,
33.79662,2,w1,,
33.79662,1,3-1,,
34.06326,2,,rb0,
34.09659,3,w1,,
34.19658,3,,lb0,
34.22991,1,lp1,,
34.22991,2,lp1,,
34.22991,3,lp1,,
34.22991,4,lp1,,
34.22991,5,lp1,,
34.263239999999996,MOT_mc_bg_black_00,b65-80,,
34.46322,4,,rb0,
34.62987,5,,lb0,
36.09639,1,1-3,,
36.09639,2,1-3,,
36.09639,3,1-3,,
36.09639,4,1-3,,
36.09639,5,1-3,,
36.329699999999995,MOT_mc_bg_black_00,b80-65,,
36.42969,1,3-4,,
36.42969,2,3-4,,
36.42969,3,3-4,,
36.42969,4,3-4,,
36.42969,5,3-4,,
36.82965,MOT_mc_stage_color_00,y-flash,,
36.89631,4,4-3,,
36.89631,5,4-3,,
36.89631,1,lp4,,
37.36293,MOT_mc_stage_color_00,b-flash,,
37.42959,2,4-3,,
37.42959,3,4-3,,
37.42959,4,w3,,
37.42959,5,w3,,
37.962869999999995,MOT_mc_stage_color_00,r-flash,,
37.9962,1,4-3,,
37.9962,2,lp3,,
37.9962,3,lp3,,
37.9962,4,lp3,,
37.9962,5,lp3,,
38.46282,1,3-4,,
38.46282,2,3-4,,
38.46282,3,3-4,,
38.46282,4,3-4,,
38.46282,5,3-4,,
38.92944,1,lp4,,
38.92944,2,lp4,,
38.92944,3,lp4,,
38.92944,4,lp4,,
38.92944,5,lp4,,
40.56261,1,sj4,,
40.56261,2,sj4,,
40.56261,3,sj4,,
40.56261,4,sj4,,
40.56261,5,sj4,,
41.02923,MOT_mc_stage_color_00,r-b,,
41.02923,1,4-3,,
41.02923,2,4-3,,
41.02923,3,4-3,,
41.02923,4,4-3,,
41.02923,5,4-3,,
41.49585,4,3-1,r1,
41.72916,1,w3,,
41.72916,2,w3,,
41.72916,3,w3,,
41.72916,5,w3,,
41.86248,5,3-1,l1,
42.09579,4,w1,,
42.09579,2,3-1,r1,
42.429089999999995,5,w1,,
42.429089999999995,3,3-1,l1,
42.69573,2,w1,,
42.69573,1,3-1,,
42.96237,2,,rb0,
42.9957,3,w1,,
43.09569,3,,lb0,
43.12902,1,lp1,,
43.12902,2,lp1,,
43.12902,3,lp1,,
43.12902,4,lp1,,
43.12902,5,lp1,,
43.36233,4,,rb0,
43.52898,5,,lb0,
45.36213,1,1-3,,
45.36213,2,1-3,,
45.36213,3,1-3,,
45.36213,4,1-3,,
45.36213,5,1-3,,
45.662099999999995,1,j3-4,,
45.89541,2,j3-4,,
46.095389999999995,3,j3-4,,
46.29537,4,j3-4,,
46.495349999999995,5,j3-4,,
46.828649999999996,1,4-1,,
46.828649999999996,2,4-1,,
46.828649999999996,3,4-1,,
46.828649999999996,4,4-1,,
46.828649999999996,5,4-1,,
47.228609999999996,MOT_mc_bg_black_00,b65-45,,
47.228609999999996,1,j1-2,,
47.228609999999996,2,j1-2,,
47.228609999999996,3,j1-2,,
47.228609999999996,4,j1-2,,
47.228609999999996,5,j1-2,,
47.79522,MOT_mc_light_under_00,l1,,
47.79522,MOT_mc_speaker_00,temp2,,
47.79522,MOT_mc_light_center_00,l3,,
47.79522,MOT_mc_light_up_00,l2,,
47.79522,MOT_mc_stage_color_00,b-flash,,
47.96187,1,sj2,,
47.96187,2,sj2,,
47.96187,3,sj2,,
47.96187,4,sj2,,
47.96187,5,sj2,,
48.461819999999996,1,sj2,,
48.461819999999996,2,sj2,,
48.461819999999996,3,sj2,,
48.461819999999996,4,sj2,,
48.461819999999996,5,sj2,,
49.02843,1,sj2,,
49.02843,2,sj2,,
49.02843,3,sj2,,
49.02843,4,sj2,,
49.02843,5,sj2,,
49.52838,1,j2-3,,
49.52838,2,j2-3,,
49.52838,3,j2-3,,
49.52838,4,j2-3,,
49.52838,5,j2-3,,
50.061659999999996,1,j3-4,,
50.061659999999996,2,j3-4,,
50.061659999999996,3,j3-4,,
50.061659999999996,4,j3-4,,
50.061659999999996,5,j3-4,,
51.49485,1,4-2,,
51.49485,2,4-2,,
51.49485,3,4-2,,
51.49485,4,4-2,,
51.49485,5,4-2,,
51.86148,1,2-1,,
51.86148,2,2-1,,
51.86148,3,2-1,,
51.86148,4,2-1,,
51.86148,5,2-1,,
52.3281,1,w1,,
52.3281,2,w1,,
52.3281,3,w1,,
52.3281,4,w1,,
52.3281,5,w1,,
52.76139,4,1-2,,
52.76139,5,1-2,,
52.994699999999995,2,1-2,,
52.994699999999995,3,1-2,,
53.22801,1,1-2,,
53.62797,1,lp2,,
53.62797,2,lp2,,
53.62797,3,lp2,,
53.62797,4,lp2,,
53.62797,5,lp2,,
54.86118,1,j2-4,,
55.19448,2,2-4,,
55.56111,3,2-4,,
55.56111,2,w4,,
55.9944,1,j4-3,,
55.9944,2,j4-3,,
55.9944,3,j4-3,,
56.06106,4,sj2,,
56.06106,5,sj2,,
56.52768,1,lp3,,
56.52768,2,lp3,,
56.52768,3,lp3,,
56.52768,4,lp2,,
56.52768,5,lp2,,
59.36073,4,2-3,,
59.6607,5,2-3,,
59.96067,1,3-1,,
59.96067,2,3-1,,
59.96067,3,3-1,,
59.96067,4,3-1,,
59.96067,5,3-1,,
60.39396,1,j1-4,,
60.39396,2,j1-4,,
60.39396,3,j1-4,,
60.39396,4,j1-4,,
60.39396,5,j1-4,,
60.96057,1,w4,,
60.96057,2,w4,,
60.96057,3,w4,,
60.96057,4,w4,,
60.96057,5,w4,,
61.460519999999995,1,j4-2,,
61.460519999999995,2,j4-2,,
61.460519999999995,3,j4-2,,
61.460519999999995,4,j4-2,,
61.460519999999995,5,j4-2,,
62.06046,1,w2,,
62.06046,2,w2,,
62.06046,3,w2,,
62.06046,4,w2,,
62.06046,5,w2,,
62.59374,1,j2-1,,
62.59374,2,j2-1,,
62.59374,3,j2-1,,
62.59374,4,j2-1,,
62.59374,5,j2-1,,
63.093689999999995,1,lp1,,
63.093689999999995,2,lp1,,
63.093689999999995,3,lp1,,
63.093689999999995,4,lp1,,
63.093689999999995,5,lp1,,
64.69353,1,j1-3,,
64.69353,2,j1-3,,
64.69353,3,j1-3,,
64.69353,4,j1-3,,
64.69353,5,j1-3,,
65.22681,MOT_mc_stage_color_00,b-flash,,
65.32679999999999,1,,r1,
65.32679999999999,1,lp3,,
65.32679999999999,2,lp3,,
65.32679999999999,3,lp3,,
